format_start,format_end,sport,competition_type,competition_tier,competition_name,competition_structure,qualification_structure,division_name,organisation_name,association_name,clubs,clubs_including_qualifying_rounds,qualification_spots,entry_format,player_type,competition_format,venue_format,semis_venue_format,finals_venue_format,competition_playoffs,uneven_team_format,match_format,draw_format,add_draw_fromat,semis_format,finals_format,finals_draw_format,finals_add_draw_fromat,score_try,score_conversion,score_drop_goal,score_penalty_goal,ranking_format,win,draw,loss,tiebreaker_title,promotion,tiebreaker_promotion,promotion_format,relegation,relegation_format,,,,,,,,,,,,,,,,
1950,1951,Ice Hockey,league,1,Scottish National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,sextuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1950,1952,Ice Hockey,cup,1,English Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,league_membership,professional,sextuple_round_robin,home_and_away,neutral,neutral,top_four,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1950,1951,Ice Hockey,cup,1,Scottish Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,two_game_series,0,none,none,0,none,,,,,,,,,,,,,,,,
1952,1952,Ice Hockey,league,1,Scottish National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,quadruple_round_robin,home_and_away,neutral,neutral,top_four,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1952,1952,Ice Hockey,cup,1,Scottish Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,two_game_series,0,none,none,0,none,,,,,,,,,,,,,,,,
1952,1952,Ice Hockey,cup,1,Canada Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,league,1,English National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,sextuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,cup,1,English Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,league_membership,professional,sextuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,league,1,Scottish National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,sextuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,cup,1,Scottish Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,none,2,1,0,two_game_series,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,cup,1,Canada Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1953,1953,Ice Hockey,cup,1,Scottish Cup,three_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,single_elimination,first_drawn_preference,neutral,neutral,none,first_round_bye_to_random_team,two_legs,replay,none,two_legs,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1954,1954,Ice Hockey,league,1,British National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,12,12,0,geography,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1954,1954,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,12,12,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1954,1954,Ice Hockey,cup,1,London Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,4,4,0,geography,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1954,1954,Ice Hockey,cup,1,Scottish Cup,three_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,single_elimination,first_drawn_preference,neutral,neutral,none,first_round_bye_to_random_team,two_legs,replay,none,two_legs,two_legs,none,none,,,,,none,0,0,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1955,1957,Ice Hockey,league,1,British National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,octuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1955,1959,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,league_membership,professional,sextuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1958,1958,Ice Hockey,league,1,British National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,4,4,0,geography,professional,decuple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1959,1959,Ice Hockey,league,1,British National League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,octuple_round_robin,home_and_away,neutral,neutral,top_two,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1962,1962,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group A,British Ice Hockey Association,British Ice Hockey Association,3,3,0,geography,professional,quintuple_round_robin,home_and_away_and_first_drawn_preference,none,none,none,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1962,1962,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group B,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,round_robin,first_drawn_preference,none,none,none,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1963,1963,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group A,British Ice Hockey Association,British Ice Hockey Association,3,3,0,geography,professional,quintuple_round_robin,home_and_away_and_first_drawn_preference,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1963,1963,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group B,British Ice Hockey Association,British Ice Hockey Association,3,3,0,geography,professional,triple_round_robin,home_and_away_and_first_drawn_preference,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1964,1964,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group A,British Ice Hockey Association,British Ice Hockey Association,4,4,0,geography,professional,sextuple_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1964,1964,Ice Hockey,league,1,Scottish League,equal_divisions,none,Group B,British Ice Hockey Association,British Ice Hockey Association,2,2,0,geography,professional,septuple_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1966,1966,Ice Hockey,league,1,Scottish League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1967,1968,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1967,1968,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1969,1969,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,10,10,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1969,1969,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,10,10,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1970,1970,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1970,1970,Ice Hockey,league,1,Southern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,round_robin,first_drawn_preference,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1970,1970,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1971,1971,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1971,1971,Ice Hockey,league,1,Southern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1971,1971,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1972,1973,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1972,1973,Ice Hockey,league,1,Southern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1972,1972,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1974,1976,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1974,1974,Ice Hockey,league,1,Southern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1975,1975,Ice Hockey,league,1,Southern League,equal_divisions,none,Midland Section,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,quadruple_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1975,1975,Ice Hockey,league,1,Southern League,equal_divisions,none,Southern Section,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1976,1977,Ice Hockey,cup,1,Autumn Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1976,1976,Ice Hockey,league,1,Southern League,equal_divisions,none,Midland Section,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1976,1976,Ice Hockey,league,1,Southern League,equal_divisions,none,Southern Section,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1977,1977,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1977,1977,Ice Hockey,league,1,Southern League,equal_divisions,none,Midland Section,British Ice Hockey Association,British Ice Hockey Association,6,6,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1977,1977,Ice Hockey,league,1,Southern League,equal_divisions,none,Southern Section,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_of_division,none,single_leg,none,none,single_leg,two_legs,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1978,1978,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1978,1981,Ice Hockey,cup,1,Spring Cup,two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,4,4,0,top_4_of_league,professional,single_elimination,first_drawn_preference,neutral,neutral,none,none,single_leg,none,none,none,none,none,none,,,,,none,0,0,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1978,1978,Ice Hockey,league,1,English League North,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1978,1978,Ice Hockey,league,1,Inter-City League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1978,1978,Ice Hockey,cup,1,Autumn Cup,pool_stage_then_two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,league_membership,professional,two_groups|double_round_robin|top_two|single_elimination,home_and_away|first_drawn_preference,neutral,neutral,none,none,single_leg,replay,none,two_legs,two_legs,none,none,,,,,points|none,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1979,1979,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1979,1979,Ice Hockey,league,1,English League North,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1979,1979,Ice Hockey,league,1,Inter-City League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_four_mini_league_top_two_final,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1979,1979,Ice Hockey,cup,1,Autumn Cup,pool_stage_then_two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,league_membership,professional,two_groups|double_round_robin|top_two|single_elimination,home_and_away|first_drawn_preference,neutral,neutral,none,none,single_leg,replay,none,two_legs,two_legs,none,none,,,,,points|none,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1980,1980,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1980,1980,Ice Hockey,league,1,English League North,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,7,7,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1980,1980,Ice Hockey,league,1,English League South,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_four,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1980,1980,Ice Hockey,cup,1,Southern Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1981,1981,Ice Hockey,league,1,Northern League,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,8,8,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1981,1981,Ice Hockey,league,1,English League North,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1981,1981,Ice Hockey,league,1,English League South,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,geography,professional,double_round_robin,home_and_away,neutral,neutral,top_four,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1981,1981,Ice Hockey,cup,1,Southern Cup,single_division,none,,British Ice Hockey Association,British Ice Hockey Association,6,6,0,league_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1981,1981,Ice Hockey,cup,1,Autumn Cup,three_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,9,9,0,league_membership,professional,single_elimination,first_drawn_preference,neutral,neutral,none,none,single_leg,replay,none,single_leg,two_legs,none,none,,,,,none,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,league,1,British Hockey League,interleaved_divisions,none,Section A,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,quadruple_round_robin_and_double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,league,1,British Hockey League,interleaved_divisions,none,Section B,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,league,1,British Hockey League,interleaved_divisions,none,Section C,British Ice Hockey Association,British Ice Hockey Association,5,5,0,geography,professional,quadruple_round_robin_and_double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,cup,1,English Final,two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,3,3,0,winner_and_runner_up_of_division,professional,single_elimination,first_drawn_preference,neutral,neutral,none,bye_to_random_winner,two_legs,none,none,two_legs,three_legs,none,none,,,,,none,0,0,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,cup,1,Scottish Final,single_round,none,,British Ice Hockey Association,British Ice Hockey Association,2,2,0,winner_and_runner_up_of_division,professional,single_elimination,first_drawn_preference,neutral,neutral,none,none,two_legs,none,none,two_legs,two_legs,none,none,,,,,none,0,0,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1982,1982,Ice Hockey,cup,1,British Championship Final,single_round,none,,British Ice Hockey Association,British Ice Hockey Association,2,2,0,winner_of_final,professional,single_elimination,first_drawn_preference,neutral,neutral,none,none,single_leg,none,none,single_leg,single_leg,none,none,,,,,none,0,0,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1983,1983,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,9,9,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_six_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1983,1983,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,11,11,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1983,1983,Ice Hockey,cup,1,Autumn Cup,pool_stage_then_two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,14,14,0,league_membership,professional,three_groups|double_round_robin|top_three|single_elimination,first_drawn_preference,neutral,neutral,none,bye_to_random_team,single_leg,replay,none,single_leg,single_leg,none,none,,,,,none,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1984,1986,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_six_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1984,1984,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,11,11,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1984,1984,Ice Hockey,cup,1,Autumn Cup,pool_stage_then_two_rounds,none,,British Ice Hockey Association,British Ice Hockey Association,15,15,0,league_membership,professional,three_groups|double_round_robin|top_three|single_elimination,first_drawn_preference,neutral,neutral,none,bye_to_random_team,single_leg,replay,none,single_leg,single_leg,none,none,,,,,none,2,1,0,none,0,none,none,0,none,,,,,,,,,,,,,,,,
1985,1985,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,12,12,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1986,1986,Ice Hockey,league,2,British Hockey League,two_divisions,none,Division 1,British Ice Hockey Association,British Ice Hockey Association,16,16,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1987,1987,Ice Hockey,league,1,British Hockey League,three_divisions_geography_split,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_six_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
1987,1987,Ice Hockey,league,2,British Hockey League,three_divisions_geography_split,none,Division 1 North,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1987,1987,Ice Hockey,league,2,British Hockey League,three_divisions_geography_split,none,Division 1 South,British Ice Hockey Association,British Ice Hockey Association,8,8,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1987,1987,Ice Hockey,league,3,British Hockey League,three_divisions_geography_split,none,Division 2,British Ice Hockey Association,British Ice Hockey Association,14,14,0,association_membership,professional,double_round_robin,home_and_away,none,none,none,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,1,none,straight,0,none,,,,,,,,,,,,,,,,quadruple_round_robin
1988,1988,Ice Hockey,league,1,British Hockey League,two_divisions,none,Premier League,British Ice Hockey Association,British Ice Hockey Association,10,10,0,association_membership,professional,quadruple_round_robin,home_and_away,none,none,top_six_mini_leagues_top_four_finals,none,single_leg,none,none,none,none,none,none,,,,,points,2,1,0,none,0,none,none,1,straight,,,,,,,,,,,,,,,,
