occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Domestic Srveant,1,Domestic Srveant,UNCHANGED,Srveant,Domestic Servant
Domestica Servant,1,Domestica Servant,UNCHANGED,Domestica,Domestic Servant
Domestical Servant,1,Domestical Servant,UNCHANGED,Domestical,Domestic Servant
Domestice Work,1,Domestice Work,UNCHANGED,Domestice,Domestic Work
Domestich Servant,1,Domestich Servant,UNCHANGED,Domestich,Domestic Servant
Domestick Labour,1,Domestick Labour,UNCHANGED,Domestick,Domestic Labour
Domestick Servent Coachman,1,Domestick Servent Coachman,UNCHANGED,Domestick; Servent,Domestic Servant Coachman
Domestick Sevant,1,Domestick Sevant,UNCHANGED,Domestick; Sevant,Domestic Servant
Domestict Housekeeper,1,Domestict Housekeeper,UNCHANGED,Domestict,Domestic Housekeeper
Domestiec Servant,1,Domestiec Servant,UNCHANGED,Domestiec,Domestic Servant
Domestig Servant,1,Domestig Servant,UNCHANGED,Domestig,Domestic Servant
Domestis Servant,1,Domestis Servant,UNCHANGED,Domestis,Domestic Servant
Domestive Servant,1,Domestive Servant,UNCHANGED,Domestive,Domestic Servant
Domestoic Servant Unemployed,1,Domestoic Servant Unemployed,UNCHANGED,Domestoic,Domestic Servant Unemployed
Domests Servant,1,Domests Servant,UNCHANGED,Domests,Domestic Servant
Domesttic Servant,1,Domesttic Servant,UNCHANGED,Domesttic,Domestic Servant
Domesty Servent,1,Domesty Servent,UNCHANGED,Domesty; Servent,Domestic Servant
Domistic Servant Housemaid,1,Domistic Servant Housemaid,UNCHANGED,Domistic,Domestic Servant Housemaid
Dommestic Servant,1,Dommestic Servant,UNCHANGED,Dommestic,Domestic Servant
Domstic Labour,1,Domstic Labour,UNCHANGED,Domstic,Domestic Labour
Domstic Servant (Gardner),1,Domstic Servant Gardner,NORMALIZATION,Domstic,Domestic Servant Gardner
Domstic Servt Genl,1,Domstic Servant Genl,ABBREVIATION,Domstic,Domestic Servant Genl
Domt Servant Cook,1,Domt Servant Cook,UNCHANGED,Domt,Dom Servant Cook
Donestic Servant Parlour Maid,1,Donestic Servant Parlour Maid,UNCHANGED,Donestic,Domestic Servant Parlour Maid
Donestick Sevant,1,Donestick Sevant,UNCHANGED,Donestick; Sevant,Domestic Servant
Donsstic Servant,1,Donsstic Servant,UNCHANGED,Donsstic,Domestic Servant
Doofer in Spinning Mill,1,Doofer in Spinning Mill,UNCHANGED,Doofer,Doffer in Spinning Mill
Dosk Labourer,1,Dosk Labourer,UNCHANGED,Dosk,Dock Labourer
Draaper Assisant,1,Draaper Assisant,UNCHANGED,Draaper; Assisant,Draper Assistant
Draker Apprentice,1,Draker Apprentice,UNCHANGED,Draker,Draper Apprentice
Drapary Manager,1,Drapary Manager,UNCHANGED,Drapary,Drapery Manager
Drapary Saleswoman,1,Drapary Saleswoman,UNCHANGED,Drapary,Drapery Saleswoman
Draper Aossistant,1,Draper Aossistant,UNCHANGED,Aossistant,Draper Assistant
Draper Apprentic,1,Draper Apprentic,UNCHANGED,Apprentic,Draper Apprentice
Draper Assistan,1,Draper Assistan,UNCHANGED,Assistan,Draper Assistant
Draper Assistent,1,Draper Assistent,UNCHANGED,Assistent,Draper Assistant
Draper's Aprentice,1,Draper's Aprentice,UNCHANGED,Aprentice,Draper's Apprentice
Draper's Clerke,1,Draper's Clerke,UNCHANGED,Clerke,Draper's Clerk
Draper-Pedlor,1,Draper Pedlor,NORMALIZATION,Pedlor,Draper Pedlar
Draper-Travellr,1,Draper Travellr,NORMALIZATION,Travellr,Draper Traveller
Draperer's Assistant,1,Draperer's Assistant,UNCHANGED,Draperer's,Draper's Assistant
Drapers Massinger,1,Drapers Massinger,UNCHANGED,Massinger,Drapers Messenger
Drapers Messanger,1,Drapers Messanger,UNCHANGED,Messanger,Drapers Messenger
Drapers Messinger,1,Drapers Messinger,UNCHANGED,Messinger,Drapers Messenger
Drapers Traveler,1,Drapers Traveler,UNCHANGED,Traveler,Drapers Traveller
Drapers Travellar,1,Drapers Travellar,UNCHANGED,Travellar,Drapers Traveller
Drapers-Superintendend,1,Drapers Superintendend,NORMALIZATION,Superintendend,Drapers Superintendent
Drapery Aprentice,1,Drapery Aprentice,UNCHANGED,Aprentice,Drapery Apprentice
Drapery Assitant,1,Drapery Assitant,UNCHANGED,Assitant,Drapery Assistant
Drapery Salewoman,1,Drapery Salewoman,UNCHANGED,Salewoman,Drapery Saleswoman
Drapey Traveller,1,Drapey Traveller,UNCHANGED,Drapey,Draper Traveller
Drapir's Assistant,1,Drapir's Assistant,UNCHANGED,Drapir's,Draper's Assistant
Drapr Assistant,1,Drapr Assistant,UNCHANGED,Drapr,Draper Assistant
Drapre Assistant,1,Drapre Assistant,UNCHANGED,Drapre,Draper Assistant
Draprey Aprentice,1,Draprey Aprentice,UNCHANGED,Draprey; Aprentice,Drapery Apprentice
Drasemaker,1,Drasemaker,UNCHANGED,Drasemaker,Dressmaker
Drasmaker,1,Drasmaker,UNCHANGED,Drasmaker,Dressmaker
Draughs Man,1,Draughs Man,UNCHANGED,Draughs,Draughts Man
Draugts Man,1,Draugts Man,UNCHANGED,Draugts,Draughts Man
Drawed in Linen Factory,1,Drawed in Linen Factory,UNCHANGED,Drawed,Drawer in Linen Factory
Drawer Flox,1,Drawer Flox,UNCHANGED,Flox,Drawer Flax
Drawerin in Factory,1,Drawerin in Factory,UNCHANGED,Drawerin,Drawer in Factory
Drawerin in Linen Factory,1,Drawerin in Linen Factory,UNCHANGED,Drawerin,Drawer in Linen Factory
Drawerm in Factory,1,Drawerm in Factory,UNCHANGED,Drawerm,Drawer in Factory
Drawter-in in Linen Factory,1,Drawter in in Linen Factory,NORMALIZATION,Drawter,Drawer in in Linen Factory
Dreaper's Assistant,1,Dreaper's Assistant,UNCHANGED,Dreaper's,Draper's Assistant
Dreeggist Apprentice,1,Dreeggist Apprentice,UNCHANGED,Dreeggist,Druggist Apprentice
Drepir Aprntice,1,Drepir Aprntice,UNCHANGED,Drepir; Aprntice,Draper Apprentice
Dres Making,1,Dres Making,UNCHANGED,Dres,Dress Making
Dresh Makering,1,Dresh Makering,UNCHANGED,Dresh; Makering,Dress Making
Dress Macking,1,Dress Macking,UNCHANGED,Macking,Dress Making
Dress Makeing,1,Dress Makeing,UNCHANGED,Makeing,Dress Making
Dress Maker Apprentic,1,Dress Maker Apprentic,UNCHANGED,Apprentic,Dress Maker Apprentice
Dressaker,1,Dressaker,UNCHANGED,Dressaker,Dressmaker
Dressamaker,1,Dressamaker,UNCHANGED,Dressamaker,Dressmaker
Dressmaer,1,Dressmaer,UNCHANGED,Dressmaer,Dressmaker
Dressmaiker,1,Dressmaiker,UNCHANGED,Dressmaiker,Dressmaker
Dressmaker Apprentrice,1,Dressmaker Apprentrice,UNCHANGED,Apprentrice,Dressmaker Apprentice
Dressmaker Apprntice,1,Dressmaker Apprntice,UNCHANGED,Apprntice,Dressmaker Apprentice
Dressmaker Domesti Servan,1,Dressmaker Domesti Servan,UNCHANGED,Domesti; Servan,Dressmaker Domestic Servant
Dressmaker's Aprentic,1,Dressmaker's Aprentic,UNCHANGED,Aprentic,Dressmaker's Apprentice
Dressmaker-Unemploye,1,Dressmaker Unemploye,NORMALIZATION,Unemploye,Dressmaker Unemployed
Dressmakes,1,Dressmakes,UNCHANGED,Dressmakes,Dressmaker
Dressmaketer,1,Dressmaketer,UNCHANGED,Dressmaketer,Dressmaker
Dressmakey,1,Dressmakey,UNCHANGED,Dressmakey,Dressmaker
Dressmakr,1,Dressmakr,UNCHANGED,Dressmakr,Dressmaker
Dressmanker,1,Dressmanker,UNCHANGED,Dressmanker,Dressmaker
Dressmarer,1,Dressmarer,UNCHANGED,Dressmarer,Dressmaker
Dressmker,1,Dressmker,UNCHANGED,Dressmker,Dressmaker
Dressmoker,1,Dressmoker,UNCHANGED,Dressmoker,Dressmaker
Driessmaker,1,Driessmaker,UNCHANGED,Driessmaker,Dressmaker
Driller Shipeyard,1,Driller Shipeyard,UNCHANGED,Shipeyard,Driller Shipyard
Driller Shipyd,1,Driller Shipyd,UNCHANGED,Shipyd,Driller Ship
Drillir (Shipyard),1,Drillir Shipyard,NORMALIZATION,Drillir,Driller Shipyard
Drissmaker-Apprentice,1,Drissmaker Apprentice,NORMALIZATION,Drissmaker,Dressmaker Apprentice
Drock Labourer,1,Drock Labourer,UNCHANGED,Drock,Dock Labourer
Droper Shop Keeper,1,Droper Shopkeeper,COMPOUND_KEEPER,Droper,Draper Shopkeeper
Droper Shopkeeper,1,Droper Shopkeeper,STANDARD,Droper,Draper Shopkeeper
Droper Weaver,1,Droper Weaver,UNCHANGED,Droper,Draper Weaver
Dropers Shop Assistant,1,Dropers Shop Assistant,UNCHANGED,Dropers,Drapers Shop Assistant
Drower in,1,Drower in,UNCHANGED,Drower,Drawer in
Droy Man,1,Droy Man,UNCHANGED,Droy,Dray Man
Drper Weaver,1,Drper Weaver,UNCHANGED,Drper,Draper Weaver
Druggist Apprintice,1,Druggist Apprintice,UNCHANGED,Apprintice,Druggist Apprentice
Drugist Apprentice,1,Drugist Apprentice,UNCHANGED,Drugist,Druggist Apprentice
Drugist Assisant,1,Drugist Assisant,UNCHANGED,Drugist; Assisant,Druggist Assistant
Dvinity Student,1,Dvinity Student,UNCHANGED,Dvinity,Divinity Student
Eegg Packar,1,Eegg Packar,UNCHANGED,Eegg; Packar,Egg Packer
Eengineer Mechanical,1,Eengineer Mechanical,UNCHANGED,Eengineer,Engineer Mechanical
Egg Dealor,1,Egg Dealor,UNCHANGED,Dealor,Egg Dealer
Egg Deater,1,Egg Deater,UNCHANGED,Deater,Egg Dealer
Egg Suyer,1,Egg Suyer,UNCHANGED,Suyer,Egg Buyer
Egge Dealer,1,Egge Dealer,UNCHANGED,Egge,Egg Dealer
Egge Packer,1,Egge Packer,UNCHANGED,Egge,Egg Packer
Eingine Cleaner,1,Eingine Cleaner,UNCHANGED,Eingine,Engine Cleaner
Eletric Tram Conductor,1,Eletric Tram Conductor,UNCHANGED,Eletric,Electric Tram Conductor
Embiorderer,1,Embiorderer,UNCHANGED,Embiorderer,Embroiderer
Embordierer,1,Embordierer,UNCHANGED,Embordierer,Embroiderer
Emborederer,1,Emborederer,UNCHANGED,Emborederer,Embroiderer
Embraiderer,1,Embraiderer,UNCHANGED,Embraiderer,Embroiderer
Embridorer,1,Embridorer,UNCHANGED,Embridorer,Embroiderer
Embriorderer,1,Embriorderer,UNCHANGED,Embriorderer,Embroiderer
Embrodrer,1,Embrodrer,UNCHANGED,Embrodrer,Embroiderer
Embroidarer,1,Embroidarer,UNCHANGED,Embroidarer,Embroiderer
Embroidener,1,Embroidener,UNCHANGED,Embroidener,Embroiderer
Embroiderrer,1,Embroiderrer,UNCHANGED,Embroiderrer,Embroiderer
Embroidire,1,Embroidire,UNCHANGED,Embroidire,Embroiderer
Embroierder,1,Embroierder,UNCHANGED,Embroierder,Embroiderer
Embrouderer,1,Embrouderer,UNCHANGED,Embrouderer,Embroiderer
Enevlope Maker,1,Enevlope Maker,UNCHANGED,Enevlope,Envelope Maker
Engie Driver,1,Engie Driver,UNCHANGED,Engie,Engine Driver
Engine Cleanor,1,Engine Cleanor,UNCHANGED,Cleanor,Engine Cleaner
Engine Clener,1,Engine Clener,UNCHANGED,Clener,Engine Cleaner
Engine Driver Creamey,1,Engine Driver Creamey,UNCHANGED,Creamey,Engine Driver Creamery
Engine Driveron Railway,1,Engine Driveron Railway,UNCHANGED,Driveron,Engine Driver Railway
Engine Fiter (Apprentice),1,Engine Fiter Apprentice,NORMALIZATION,Fiter,Engine Fitter Apprentice
Engine Fitter Apprentic,1,Engine Fitter Apprentic,UNCHANGED,Apprentic,Engine Fitter Apprentice
Engine Fitter Aprentice,1,Engine Fitter Aprentice,UNCHANGED,Aprentice,Engine Fitter Apprentice
Engine Fitterat Works,1,Engine Fitterat Works,UNCHANGED,Fitterat,Engine Fitter Works
Engine Fittes at Works,1,Engine Fittes at Works,UNCHANGED,Fittes,Engine Fitter at Works
Engine Ftter,1,Engine Ftter,UNCHANGED,Ftter,Engine Fitter
Enginee Man,1,Enginee Man,UNCHANGED,Enginee,Engine Man
Engineer Broughtsman,1,Engineer Broughtsman,UNCHANGED,Broughtsman,Engineer Draughtsman
Engineer Draugtsman,1,Engineer Draugtsman,UNCHANGED,Draugtsman,Engineer Draughtsman
Engineer Machinical,1,Engineer Machinical,UNCHANGED,Machinical,Engineer Mechanical
Engineer Marrine,1,Engineer Marrine,UNCHANGED,Marrine,Engineer Marine
Enginer Cleaner,1,Enginer Cleaner,UNCHANGED,Enginer,Engine Cleaner
Enginer Man,1,Enginer Man,UNCHANGED,Enginer,Engine Man
Enginer Patterin Maker,1,Enginer Patterin Maker,UNCHANGED,Enginer; Patterin,Engine Pattern Maker
Enginge Driver,1,Enginge Driver,UNCHANGED,Enginge,Engine Driver
Engins Fitter,1,Engins Fitter,UNCHANGED,Engins,Engine Fitter
Engins Fitter Unemployed,1,Engins Fitter Unemployed,UNCHANGED,Engins,Engine Fitter Unemployed
Engne Fitter,1,Engne Fitter,UNCHANGED,Engne,Engine Fitter
Envlope - Maker,1,Envlope Maker,NORMALIZATION,Envlope,Envelope Maker
Envlope Maker,1,Envlope Maker,STANDARD,Envlope,Envelope Maker
Errond Boy,1,Errond Boy,UNCHANGED,Errond,Errand Boy
Errund Boy,1,Errund Boy,UNCHANGED,Errund,Errand Boy
Establisted Town Postman,1,Establisted Town Postman,UNCHANGED,Establisted,Established Town Postman
Estate Badiff,1,Estate Badiff,UNCHANGED,Badiff,Estate Bailiff
Estate Bailff,1,Estate Bailff,UNCHANGED,Bailff,Estate Bailiff
Eurelope Maker,1,Eurelope Maker,UNCHANGED,Eurelope,Envelope Maker
Evicted Tennant,1,Evicted Tennant,UNCHANGED,Tennant,Evicted Tenant
Evisted Tennant,1,Evisted Tennant,UNCHANGED,Evisted; Tennant,Evicted Tenant
Ex Sergent R.I.C,1,Ex Sergent R.I.C,UNCHANGED,Sergent,Ex Sergeant R.I.C
Ex Srgt R I C,1,Ex Srgt R I C,UNCHANGED,Srgt,Ex Sergt R I C
Expostman Pensioner,1,Expostman Pensioner,UNCHANGED,Expostman,Postman Pensioner
F Daaughter,1,F Daaughter,UNCHANGED,Daaughter,F Daughter
F Daghter,1,F Daghter,UNCHANGED,Daghter,F Daughter
F Daugher Scholar,1,F Daugher Scholar,UNCHANGED,Daugher,F Daughter Scholar
F Daugter,1,F Daugter,UNCHANGED,Daugter,F Daughter
F Doughter,1,F Doughter,UNCHANGED,Doughter,F Daughter
F.Labourer,1,F.Labourer,UNCHANGED,F.Labourer,Labourer
Faarm Labourer,1,Faarm Labourer,UNCHANGED,Faarm,Farm Labourer
Fabourer,1,Fabourer,UNCHANGED,Fabourer,Labourer
Facatory Worker,1,Facatory Worker,UNCHANGED,Facatory,Factory Worker
Facktory Girl,1,Facktory Girl,UNCHANGED,Facktory,Factory Girl
Facory Hand,1,Facory Hand,UNCHANGED,Facory,Factory Hand
Facteory Worker,1,Facteory Worker,UNCHANGED,Facteory,Factory Worker
Factery Winder,1,Factery Winder,UNCHANGED,Factery,Factory Winder
Factore Hamd,1,Factore Hamd,UNCHANGED,Factore; Hamd,Factory Hand
Factory Gairl,1,Factory Gairl,UNCHANGED,Gairl,Factory Girl
Factory Girl Machanist,1,Factory Girl Machanist,UNCHANGED,Machanist,Factory Girl Machinist
Factory Girl-Machinest,1,Factory Girl Machinest,NORMALIZATION,Machinest,Factory Girl Machinist
Factory Girld,1,Factory Girld,UNCHANGED,Girld,Factory Girl
Factory Laboarer,1,Factory Laboarer,UNCHANGED,Laboarer,Factory Labourer
Factory Machenist,1,Factory Machenist,UNCHANGED,Machenist,Factory Machinist
Factory Workar,1,Factory Workar,UNCHANGED,Workar,Factory Worker
Factory Worke,1,Factory Worke,UNCHANGED,Worke,Factory Worker
Factory Workr,1,Factory Workr,UNCHANGED,Workr,Factory Worker
Factoy Winder,1,Factoy Winder,UNCHANGED,Factoy,Factory Winder
Factry Girl,1,Factry Girl,UNCHANGED,Factry,Factory Girl
Factry Hand,1,Factry Hand,UNCHANGED,Factry,Factory Hand
Factury Worker,1,Factury Worker,UNCHANGED,Factury,Factory Worker
Faholar,1,Faholar,UNCHANGED,Faholar,Scholar
Falax Dresser,1,Falax Dresser,UNCHANGED,Falax,Flax Dresser
Falax Dresser in Mill,1,Falax Dresser in Mill,UNCHANGED,Falax,Flax Dresser in Mill
Famer Laborer,1,Famer Labourer,AMERICAN_SPELLING,Famer,Farmer Labourer
Famer Labourer,1,Famer Labourer,STANDARD,Famer,Farmer Labourer
Famr Labourer,1,Famr Labourer,UNCHANGED,Famr,Farm Labourer
Famr Son,1,Famr Son,UNCHANGED,Famr,Farm Son
Famrer's Wife,1,Famrer's Wife,UNCHANGED,Famrer's,Farmer's Wife
Fancy Box Makr,1,Fancy Box Makr,UNCHANGED,Makr,Fancy Box Maker
Faram Labour,1,Faram Labour,UNCHANGED,Faram,Farm Labour
Fararmer,1,Fararmer,UNCHANGED,Fararmer,Farmer
Fardmer,1,Fardmer,UNCHANGED,Fardmer,Farmer
Farem Laborer,1,Farem Labourer,AMERICAN_SPELLING,Farem,Farm Labourer
Faremr,1,Faremr,UNCHANGED,Faremr,Farmer
Farier,1,Farier,UNCHANGED,Farier,Farmer
Farim Labourer,1,Farim Labourer,UNCHANGED,Farim,Farm Labourer
Farlor,1,Farlor,UNCHANGED,Farlor,Farmer
Farm Agricultural Laboure,1,Farm Agricultural Laboure,UNCHANGED,Laboure,Farm Agricultural Labourer
Farm Assistnt,1,Farm Assistnt,UNCHANGED,Assistnt,Farm Assistant
Farm Assitant,1,Farm Assitant,UNCHANGED,Assitant,Farm Assistant
Farm Cartaker,1,Farm Cartaker,UNCHANGED,Cartaker,Farm Caretaker
Farm Domesitc Servant,1,Farm Domesitc Servant,UNCHANGED,Domesitc,Farm Domestic Servant
Farm Labaour,1,Farm Labaour,UNCHANGED,Labaour,Farm Labour
Farm Labarer,1,Farm Labarer,UNCHANGED,Labarer,Farm Labourer
Farm Labaurer,1,Farm Labaurer,UNCHANGED,Labaurer,Farm Labourer
Farm Labeouer,1,Farm Labeouer,UNCHANGED,Labeouer,Farm Labourer
Farm Labeour,1,Farm Labeour,UNCHANGED,Labeour,Farm Labour
Farm Laberourer,1,Farm Laberourer,UNCHANGED,Laberourer,Farm Labourer
Farm Laberrer,1,Farm Laberrer,UNCHANGED,Laberrer,Farm Labourer
Farm Labhour,1,Farm Labhour,UNCHANGED,Labhour,Farm Labour
Farm Labirour,1,Farm Labirour,UNCHANGED,Labirour,Farm Labour
Farm Laboer,1,Farm Laboer,UNCHANGED,Laboer,Farm Labour
Farm Laboeurer,1,Farm Laboeurer,UNCHANGED,Laboeurer,Farm Labourer
Farm Laboirer,1,Farm Laboirer,UNCHANGED,Laboirer,Farm Labourer
Farm Laboorer,1,Farm Laboorer,UNCHANGED,Laboorer,Farm Labourer
Farm Laboreor,1,Farm Laboreor,UNCHANGED,Laboreor,Farm Labourer
Farm Laboruer,1,Farm Laboruer,UNCHANGED,Laboruer,Farm Labourer
Farm Laborurer,1,Farm Laborurer,UNCHANGED,Laborurer,Farm Labourer
Farm Labouer Servant,1,Farm Labouer Servant,UNCHANGED,Labouer,Farm Labourer Servant
Farm Labouerr,1,Farm Labouerr,UNCHANGED,Labouerr,Farm Labourer
Farm Labouour,1,Farm Labouour,UNCHANGED,Labouour,Farm Labourer
Farm Labourd,1,Farm Labourd,UNCHANGED,Labourd,Farm Labour
Farm Laboure's Widow,1,Farm Laboure's Widow,UNCHANGED,Laboure's,Farm Labourer's Widow
Farm Laboureer,1,Farm Laboureer,UNCHANGED,Laboureer,Farm Labourer
Farm Labourer Servnt,1,Farm Labourer Servnt,UNCHANGED,Servnt,Farm Labourer Servant
Farm Labourerr,1,Farm Labourerr,UNCHANGED,Labourerr,Farm Labourer
Farm Labourery,1,Farm Labourery,UNCHANGED,Labourery,Farm Labourer
Farm Labourey,1,Farm Labourey,UNCHANGED,Labourey,Farm Labourer
Farm Labourier,1,Farm Labourier,UNCHANGED,Labourier,Farm Labourer
Farm Labourreer,1,Farm Labourreer,UNCHANGED,Labourreer,Farm Labourer
Farm Labuerer,1,Farm Labuerer,UNCHANGED,Labuerer,Farm Labourer
Farm Labur,1,Farm Labur,UNCHANGED,Labur,Farm Labour
Farm Laburrer,1,Farm Laburrer,UNCHANGED,Laburrer,Farm Labourer
Farm Ladourer,1,Farm Ladourer,UNCHANGED,Ladourer,Farm Labourer
Farm Laibouer,1,Farm Laibouer,UNCHANGED,Laibouer,Farm Labourer
Farm Laibour,1,Farm Laibour,UNCHANGED,Laibour,Farm Labour
Farm Laoburer,1,Farm Laoburer,UNCHANGED,Laoburer,Farm Labourer
Farm Laouber,1,Farm Laouber,UNCHANGED,Laouber,Farm Labourer
Farm Laourer,1,Farm Laourer,UNCHANGED,Laourer,Farm Labourer
Farm Laybourer,1,Farm Laybourer,UNCHANGED,Laybourer,Farm Labourer
Farm Leaborer,1,Farm Leaborer,UNCHANGED,Leaborer,Farm Labourer
Farm Leamourer Domestic,1,Farm Leamourer Domestic,UNCHANGED,Leamourer,Farm Labourer Domestic
Farm Loburer,1,Farm Loburer,UNCHANGED,Loburer,Farm Labourer
Farm Searvant,1,Farm Searvant,UNCHANGED,Searvant,Farm Servant
Farm Seavant,1,Farm Seavant,UNCHANGED,Seavant,Farm Servant
Farm Seaveant,1,Farm Seaveant,UNCHANGED,Seaveant,Farm Servant
Farm Seervant,1,Farm Seervant,UNCHANGED,Seervant,Farm Servant
Farm Sereant,1,Farm Sereant,UNCHANGED,Sereant,Farm Servant
Farm Serpant,1,Farm Serpant,UNCHANGED,Serpant,Farm Servant
Farm Servant Domc,1,Farm Servant Domc,UNCHANGED,Domc,Farm Servant Dom
Farm Servant Domt,1,Farm Servant Domt,UNCHANGED,Domt,Farm Servant Dom
Farm Servantt,1,Farm Servantt,UNCHANGED,Servantt,Farm Servant
Farm Servenant,1,Farm Servenant,UNCHANGED,Servenant,Farm Servant
Farm Servenat,1,Farm Servenat,UNCHANGED,Servenat,Farm Servant
Farm Serviant,1,Farm Serviant,UNCHANGED,Serviant,Farm Servant
Farm Serwant,1,Farm Serwant,UNCHANGED,Serwant,Farm Servant
Farm-Serant,1,Farm Serant,NORMALIZATION,Serant,Farm Servant
Farmar and Shopkeeper,1,Farmar and Shopkeeper,UNCHANGED,Farmar,Farmer and Shopkeeper
Farmar Labour,1,Farmar Labour,UNCHANGED,Farmar,Farmer Labour
Farmar Servant,1,Farmar Servant,UNCHANGED,Farmar,Farmer Servant
Farme Servant Domestic,1,Farme Domestic Servant,WORD_ORDER,Farme,Farmer Domestic Servant
Farme Servent,1,Farme Servent,UNCHANGED,Farme; Servent,Farmer Servant
Farme's Brother,1,Farme's Brother,UNCHANGED,Farme's,Farmer's Brother
Farme's Niece,1,Farme's Niece,UNCHANGED,Farme's,Farmer's Niece
Farme's Sister,1,Farme's Sister,UNCHANGED,Farme's,Farmer's Sister
Farmen's Son,1,Farmen's Son,UNCHANGED,Farmen's,Farmer's Son
Farmer Agrictural Labouer,1,Farmer Agrictural Labouer,UNCHANGED,Agrictural; Labouer,Farmer Agricultural Labourer
Farmer and (Road Contrator),1,Farmer and Road Contrator,NORMALIZATION,Contrator,Farmer and Road Contractor
Farmer and Agrictural Labourer,1,Farmer and Agrictural Labourer,UNCHANGED,Agrictural,Farmer and Agricultural Labourer
Farmer and Agriculttaral Labourer,1,Farmer and Agriculttaral Labourer,UNCHANGED,Agriculttaral,Farmer and Agricultural Labourer
Farmer and Agricultural Laboure,1,Farmer and Agricultural Laboure,UNCHANGED,Laboure,Farmer and Agricultural Labourer
Farmer and Catle Dealer,1,Farmer and Catle Dealer,UNCHANGED,Catle,Farmer and Cattle Dealer
Farmer and Catle Dealr,1,Farmer and Catle Dealr,UNCHANGED,Catle; Dealr,Farmer and Cattle Dealer
Farmer and Cattler Dealer,1,Farmer and Cattler Dealer,UNCHANGED,Cattler,Farmer and Cattle Dealer
Farmer and General Laborerer,1,Farmer and General Laborerer,UNCHANGED,Laborerer,Farmer and General Labourer
Farmer and Genreal Labourer,1,Farmer and Genreal Labourer,UNCHANGED,Genreal,Farmer and General Labourer
Farmer and Horse Dealr,1,Farmer and Horse Dealr,UNCHANGED,Dealr,Farmer and Horse Dealer
Farmer and Husekeeper,1,Farmer and Husekeeper,UNCHANGED,Husekeeper,Farmer and Housekeeper
Farmer and Laborurer,1,Farmer and Laborurer,UNCHANGED,Laborurer,Farmer and Labourer
Farmer and Laboure,1,Farmer and Laboure,UNCHANGED,Laboure,Farmer and Labourer
Farmer and Labouror,1,Farmer and Labouror,UNCHANGED,Labouror,Farmer and Labourer
Farmer and Rate Colector,1,Farmer and Rate Colector,UNCHANGED,Colector,Farmer and Rate Collector
Farmer and Road Contracto,1,Farmer and Road Contracto,UNCHANGED,Contracto,Farmer and Road Contractor
Farmer and Rute Collector,1,Farmer and Rute Collector,UNCHANGED,Rute,Farmer and Rate Collector
Farmer and Sheomaker,1,Farmer and Sheomaker,UNCHANGED,Sheomaker,Farmer and Shoemaker
Farmer and Shophelper,1,Farmer and Shophelper,UNCHANGED,Shophelper,Farmer and Shopkeeper
