occupation,count,corrected_occupation,change_category
Clerk-Tea Trade,1,Clerk Tea Trade,NORMALIZATION
Clerk-Telegraph G.P.A,1,Clerk Telegraph G.P.A,NORMALIZATION
Clerk-Telegraphs-Civil Service,1,Clerk Telegraphs Civil Service,NORMALIZATION
Clerk-Theatre,1,Clerk Theatre,NORMALIZATION
Clerk-Timber,1,Clerk Timber,NORMALIZATION
Clerk-Timber Merchant's,1,Clerk Timber Merchant's,NORMALIZATION
Clerk-Timber Trade,1,Clerk Timber Trade,NORMALIZATION
Clerk-to Grocer,1,Clerk to Grocer,NORMALIZATION
Clerk-Tobacco Trade Unemployed,1,Clerk Tobacco Trade Unemployed,NORMALIZATION
Clerk-Tram Co,1,Clerk Tram Co,NORMALIZATION
Clerk-Trisdell Timber Mercht,1,Clerk Trisdell Timber Mercht,NORMALIZATION
Clerk-Twine Works,1,Clerk Twine Works,NORMALIZATION
Clerk-Typewriter,1,Clerk Typewriter,NORMALIZATION
Clerk-Urban Dist Counnl,1,Clerk Urban Dist Counnl,NORMALIZATION
Clerk-Whiskey,1,Clerk Whiskey,NORMALIZATION
Clerk-Wholesale Merchant,1,Clerk Wholesale Merchant,NORMALIZATION
Clerk-Wine Merchts Office,1,Clerk Wine Merchts Office,NORMALIZATION
Clerk-Woollen Windners,1,Clerk Woollen Windners,NORMALIZATION
Clerk. (Ordnance Survey),1,Clerk. Ordnance Survey,NORMALIZATION
Clerk. Book-Keeper,1,Clerk. Book Keeper,NORMALIZATION
Clerk.Govt: (RE),1,Clerk.Govt: RE,NORMALIZATION
Clerk:- Tramway,1,Clerk: Tramway,NORMALIZATION
Clerke C.S. (2nd Devn) (Natl. Educatn Office Dublin),1,Clerke C.S. 2nd Devn Natl. Educatn Office Dublin,NORMALIZATION
"Clerkess, (Bookeeper)",1,"Clerkess, Bookeeper",NORMALIZATION
Clerkess-in Shop,1,Clerkess in Shop,NORMALIZATION
Clerkess-Machine Office,1,Clerkess Machine Office,NORMALIZATION
Clerkess-Warehouse,1,Clerkess Warehouse,NORMALIZATION
Clerks (Mercantile),1,Clerks Mercantile,NORMALIZATION
Clerks-Assistant,1,Clerks Assistant,NORMALIZATION
Clicker-Shoe Trade,1,Clicker Shoe Trade,NORMALIZATION
Clk in Hol Ordens Recton of Ex-Middle Church of Ireland,1,Clk in Hol Ordens Recton of Ex Middle Church of Ireland,NORMALIZATION
Clk in Holy Orders (Anate),1,Clk in Holy Orders Anate,NORMALIZATION
Clk in Holy Orders (Rector),1,Clk in Holy Orders Rector,NORMALIZATION
Clk in Holy Orders Church of Ireland (Rector),1,Clk in Holy Orders Church of Ireland Rector,NORMALIZATION
Clk-in-Holy Order,1,Clk in Holy Order,NORMALIZATION
Cloath Worker (Linen Beetler),1,Cloath Worker Linen Beetler,NORMALIZATION
Clock - Maker,1,Clockmaker,DICT_LOOKUP; NORMALIZATION
Clocker (Linen),1,Clocker Linen,NORMALIZATION
Clockmaker-Finisher,1,Clockmaker Finisher,NORMALIZATION
Clog-Maker,1,Clog Maker,NORMALIZATION
Clog-Manufacturer,1,Clog Manufacturer,NORMALIZATION
Clork Maker-(Finisher),1,Clork Maker Finisher,NORMALIZATION
Closhopasser (Linen),1,Closhopasser Linen,NORMALIZATION
Cloth - Lifter,1,Cloth Lifter,NORMALIZATION
Cloth Bleacher (Foreman),1,Cloth Bleacher Foreman,NORMALIZATION
Cloth Measurer (Linen),1,Cloth Measurer Linen,NORMALIZATION
Cloth Packer-Weaving Factory,1,Cloth Packer Weaving Factory,NORMALIZATION
Cloth Paners (Apprentice),1,Cloth Paners Apprentice,NORMALIZATION
Cloth Worker (Linen),1,Cloth Worker Linen,NORMALIZATION
Cloth-Dyer in Whitepark,1,Cloth Dyer in Whitepark,NORMALIZATION
Cloth-Folder,1,Cloth Folder,NORMALIZATION
Cloth-Marker,1,Cloth Marker,NORMALIZATION
Cloth-Paper,1,Cloth Paper,NORMALIZATION
Cloth-Picker,1,Cloth Picker,NORMALIZATION
Cloth-Warker,1,Cloth Warker,NORMALIZATION
Cloth. Dresser-Pensioner,1,Cloth. Dresser Pensioner,NORMALIZATION
Cloughman-Domestic Servant,1,Cloughman Domestic Servant,NORMALIZATION
Cluchman-Hotel-Keeper,1,Cluchman Hotel Keeper,NORMALIZATION
Co-Council Clerk,1,Co Council Clerk,NORMALIZATION
Co-operate of Unemployed,1,Co operate of Unemployed,NORMALIZATION
Co-Operation Dublin Labourer,1,Co Operation Dublin Labourer,NORMALIZATION
Co-Operative Creaming Apprentice,1,Co Operative Creaming Apprentice,NORMALIZATION
Coach (Body) Maker,1,Coach Body Maker,NORMALIZATION
Coach - Man Domestic Sent,1,Coach Man Domestic Sent,NORMALIZATION
Coach - Painter Unemployed,1,Coach Painter Unemployed,NORMALIZATION
Coach - Smith,1,Coach Smith,NORMALIZATION
Coach Body - Maker,1,Coach Body Maker,NORMALIZATION
Coach Body Maker (Umemployed),1,Coach Body Maker Umemployed,NORMALIZATION
Coach Body Maker (Unemployed),1,Coach Body Maker Unemployed,NORMALIZATION
Coach Builder (Apprentice),1,Coach Builder Apprentice,NORMALIZATION
Coach Builder (Manager),1,Coach Builder Manager,NORMALIZATION
Coach Builder (Painter),1,Coach Builder Painter,NORMALIZATION
Coach Builder (Wheeler),1,Coach Builder Wheeler,NORMALIZATION
Coach Builder-Employer,1,Coach Builder Employer,NORMALIZATION
Coach Builder-Wheeler,1,Coach Builder Wheeler,NORMALIZATION
Coach maker,1,Coachmaker,DICT_LOOKUP
Coach Maker (Apprentice),1,Coach Maker Apprentice,NORMALIZATION
Coach Making (Apprentice),1,Coach Making Apprentice,NORMALIZATION
Coach Man (Domestic Sert),1,Coach Man Domestic Sert,NORMALIZATION
Coach Man (Domestic Servt,1,Coach Man Domestic Servt,NORMALIZATION
Coach Man (Retired),1,Coach Man Retired,NORMALIZATION
Coach man - Domestic Servant,1,Coach man Domestic Servant,NORMALIZATION
Coach Man - Domestic Servant,1,Coach Man Domestic Servant,NORMALIZATION
Coach Man - Dst Svt,1,Coach Man Dst Svt,NORMALIZATION
Coach Man Dom-Sevt,1,Coach Man Dom Sevt,NORMALIZATION
Coach Man Domestic-Servant,1,Coach Man Domestic Servant,NORMALIZATION
Coach Man Gardner and c and c-Domestic,1,Coach Man Gardner and c and c Domestic,NORMALIZATION
Coach Man-Domestic Servt,1,Coach Man Domestic Servt,NORMALIZATION
Coach Man-Unable,1,Coach Man Unable,NORMALIZATION
Coach Painter (Railway),1,Coach Painter Railway,NORMALIZATION
Coach Painter-Apprentice,1,Coach Painter Apprentice,NORMALIZATION
Coach Painter-Employed,1,Coach Painter Employed,NORMALIZATION
Coach Roy-Maker at Works,1,Coach Roy Maker at Works,NORMALIZATION
Coach Smyth (Unemployed),1,Coach Smyth Unemployed,NORMALIZATION
Coach Vice-Man,1,Coach Vice Man,NORMALIZATION
Coach-Body Maker,1,Coach Body Maker,NORMALIZATION
Coach-Body-Maker,1,Coach Body Maker,NORMALIZATION
Coach-Bodymaker,1,Coach Bodymaker,NORMALIZATION
Coach-Builder at Factory,1,Coach Builder at Factory,NORMALIZATION
Coach-Building Allowance from Brother Building,1,Coach Building Allowance from Brother Building,NORMALIZATION
Coach-Building Allowance from Sons Building,1,Coach Building Allowance from Sons Building,NORMALIZATION
Coach-Building-Painter out of Employment,1,Coach Building Painter out of Employment,NORMALIZATION
"Coach-Man ""Domestic Servant""",1,"Coach Man ""Domestic Servant""",NORMALIZATION
Coach-Man - Dom. Sevt.,1,Coach Man Dom. Sevt.,NORMALIZATION
Coach-Man and Farmer,1,Coach Man and Farmer,NORMALIZATION
Coach-Man D. S.,1,Coach Man D. S.,NORMALIZATION
Coach-Man Domestic,1,Coach Man Domestic,NORMALIZATION
Coach-Man Domestic Srvant,1,Coach Man Domestic Srvant,NORMALIZATION
"Coach-Man Domestic, Servant",1,"Coach Man Domestic, Servant",NORMALIZATION
Coach-Man Servant,1,Coach Man Servant,NORMALIZATION
Coach-Man Servant Domestic,1,Coach Man Servant Domestic,NORMALIZATION
Coach-man-Domestic,1,Coach man Domestic,NORMALIZATION
Coach-Man-Domestic Servant,1,Coach Man Domestic Servant,NORMALIZATION
Coach-Mass,1,Coach Mass,NORMALIZATION
Coach-Worker,1,Coach Worker,NORMALIZATION
Coachbuilder Body-(Maker,1,Coachbuilder Body Maker,NORMALIZATION
Coachbuilder(master),1,Coachbuildermaster,NORMALIZATION
Coachbuilder-Body-Maker,1,Coachbuilder Body Maker,NORMALIZATION
Coachbuilder-Master,1,Coachbuilder Master,NORMALIZATION
Coachmaker-Fitter,1,Coachmaker Fitter,NORMALIZATION
Coachman (Caretaker),1,Coachman Caretaker,NORMALIZATION
Coachman (D. Servt),1,Coachman D. Servt,NORMALIZATION
Coachman (Domestic) Servt,1,Coachman Domestic Servant,DICT_LOOKUP; NORMALIZATION
Coachman (Posting Establishment),1,Coachman Posting Establishment,NORMALIZATION
Coachman - D S,1,Coachman D S,NORMALIZATION
Coachman - D Servant,1,Coachman D Servant,NORMALIZATION
Coachman - Domestic Ser,1,Coachman Domestic Ser,NORMALIZATION
Coachman - Domestic Sert,1,Coachman Domestic Sert,NORMALIZATION
Coachman - Out of Employment,1,Coachman Out of Employment,NORMALIZATION
Coachman -Domestic Servant,1,Coachman Domestic Servant,NORMALIZATION
Coachman and Gardener (Domestic),1,Coachman and Gardener Domestic,NORMALIZATION
Coachman D-Servant,1,Coachman D Servant,NORMALIZATION
Coachman Dom-Serv,1,Coachman Dom Serv,NORMALIZATION
Coachman Dom-Servt,1,Coachman Dom Servt,NORMALIZATION
Coachman Domestic (Servt),1,Coachman Domestic Servant,DICT_LOOKUP; NORMALIZATION
Coachman Servant (Domestic),1,Coachman Servant Domestic,NORMALIZATION
Coachman- Domestic Servant,1,Coachman Domestic Servant,NORMALIZATION
Coachman-D Servant,1,Coachman D Servant,NORMALIZATION
Coachman-D. S,1,Coachman D. S,NORMALIZATION
Coachman-D. Sert,1,Coachman D. Sert,NORMALIZATION
Coachman-Do?,1,Coachman Do?,NORMALIZATION
Coachman-Dom Sert,1,Coachman Dom Sert,NORMALIZATION
Coachman-Dom Servant,1,Coachman Dom Servant,NORMALIZATION
Coachman-Dom Servt.,1,Coachman Dom Servt.,NORMALIZATION
Coachman-Dom. Sert,1,Coachman Dom. Sert,NORMALIZATION
Coachman-Dom. Servant,1,Coachman Dom. Servant,NORMALIZATION
Coachman-Domastic Servant,1,Coachman Domastic Servant,NORMALIZATION
Coachman-Domc Servt,1,Coachman Domc Servt,NORMALIZATION
Coachman-Dome Servant,1,Coachman Dome Servant,NORMALIZATION
Coachman-Domes Servant,1,Coachman Domes Servant,NORMALIZATION
Coachman-Domesc Servant,1,Coachman Domesc Servant,NORMALIZATION
Coachman-Domest Servant,1,Coachman Domest Servant,NORMALIZATION
Coachman-Domest Servt,1,Coachman Domest Servt,NORMALIZATION
Coachman-Domestc Servt,1,Coachman Domestc Servt,NORMALIZATION
Coachman-Domestic Cook,1,Coachman Domestic Cook,NORMALIZATION
Coachman-Domestic S.,1,Coachman Domestic S.,NORMALIZATION
Coachman-Domestic Sergt,1,Coachman Domestic Sergt,NORMALIZATION
Coachman-Domestic Sert.,1,Coachman Domestic Sert.,NORMALIZATION
Coachman-Domestic Set,1,Coachman Domestic Set,NORMALIZATION
Coachman-Domestic St,1,Coachman Domestic St,NORMALIZATION
Coachman-Domestic Stvt,1,Coachman Domestic Stvt,NORMALIZATION
Coachman-Domestic Svt,1,Coachman Domestic Svt,NORMALIZATION
Coachman-Domestic Unemployed,1,Coachman Domestic Unemployed,NORMALIZATION
Coachman-DomesticServant,1,Coachman DomesticServant,NORMALIZATION
Coachman-Doms Servant,1,Coachman Doms Servant,NORMALIZATION
Coachman-Domt Svt,1,Coachman Domt Svt,NORMALIZATION
Coachman-Retired,1,Coachman Retired,NORMALIZATION
Coachman-Retired Domestic Servt.,1,Coachman Retired Domestic Servt.,NORMALIZATION
Coachman:- Demostic Servant,1,Coachman: Demostic Servant,NORMALIZATION
Coachmans Domestic (Servant),1,Coachmans Domestic Servant,NORMALIZATION
Coal - Carrier,1,Coal Carrier,NORMALIZATION
Coal - Dealer,1,Coal Dealer,NORMALIZATION
Coal - Labourer,1,Coal Labourer,NORMALIZATION
Coal - Merchant,1,Coal Merchant,NORMALIZATION
Coal Carriers (Car Man),1,Coal Carriers Car Man,NORMALIZATION
Coal Dealer and (Farmer),1,Coal Dealer and Farmer,NORMALIZATION
Coal Merchant (Managing Director),1,Coal Merchant Managing Director,NORMALIZATION
Coal Merchant and Ship-Owner,1,Coal Merchant and Ship Owner,NORMALIZATION
Coal Porter-Labourer,1,Coal Porter Labourer,NORMALIZATION
Coal-Carpenter,1,Coal Carpenter,NORMALIZATION
Coal-factor,1,Coal factor,NORMALIZATION
Coal-Fillar,1,Coal Fillar,NORMALIZATION
Coal-Filler,1,Coal Filler,NORMALIZATION
Coal-Hawker,1,Coal Hawker,NORMALIZATION
Coal-Man Porter,1,Coal Man Porter,NORMALIZATION
Coal-Merchant,1,Coal Merchant,NORMALIZATION
Coal-Vender,1,Coal Vender,NORMALIZATION
Coast Guard (Boatman),1,Coast Guard Boatman,NORMALIZATION
Coast Guard (Chief Boatman Incharge),1,Coast Guard Chief Boatman Incharge,NORMALIZATION
Coast Guard-Pensioner,1,Coast Guard Pensioner,NORMALIZATION
Coast-Guard Boatman,1,Coast Guard Boatman,NORMALIZATION
Coast-Guard Royal Navy Commissioned Boatman,1,Coast Guard Royal Navy Commissioned Boatman,NORMALIZATION
Coaste - Guard Pensioner,1,Coaste Guard Pensioner,NORMALIZATION
Coastguard-Commision Boatman,1,Coastguard Commision Boatman,NORMALIZATION
Coatch-Man Domestic Servant,1,Coatch Man Domestic Servant,NORMALIZATION
Coatchman-Domestic Servant,1,Coatchman Domestic Servant,NORMALIZATION
Coch-Domestic Servant,1,Coch Domestic Servant,NORMALIZATION
Cochman-Domestic Ser,1,Cochman Domestic Ser,NORMALIZATION
Coffee House (Keeper),1,Coffee House Keeper,NORMALIZATION
Coffee-Bar Waiter,1,Coffee Bar Waiter,NORMALIZATION
Coffer Smith (Apprentice),1,Coffer Smith Apprentice,NORMALIZATION
Coiler in Rope Factory (Unemployed),1,Coiler in Rope Factory Unemployed,NORMALIZATION
Cok-Domestic Servt,1,Cok Domestic Servt,NORMALIZATION
Collar and Button-Holer at Home,1,Collar and Button Holer at Home,NORMALIZATION
Collar Button-Holer or Home,1,Collar Button Holer or Home,NORMALIZATION
Collar Cutter (Factory),1,Collar Cutter Factory,NORMALIZATION
Collar Shape-Cutter,1,Collar Shape Cutter,NORMALIZATION
Collar Turner-Out,1,Collar Turner Out,NORMALIZATION
Collar-Maker,1,Collar Maker,NORMALIZATION
Collar-Making,1,Collar Making,NORMALIZATION
Collar-Stamper,1,Collar Stamper,NORMALIZATION
Collars - Turner-Out,1,Collars Turner Out,NORMALIZATION
Collecting Shell-Fish,1,Collecting Shell Fish,NORMALIZATION
Collecting-Shell Fish,1,Collecting Shell Fish,NORMALIZATION
Collector (Debts),1,Collector Debts,NORMALIZATION
Collector and Traveller (Corks),1,Collector and Traveller Corks,NORMALIZATION
Collector of Inland Revenue (Excise Branch),1,Collector of Inland Revenue Excise Branch,NORMALIZATION
Collector-B. P. Works,1,Collector B. P. Works,NORMALIZATION
Collector-Gas Department City Council,1,Collector Gas Department City Council,NORMALIZATION
Collector-Inland Revenue,1,Collector Inland Revenue,NORMALIZATION
College professor (Mathematics),1,College professor Mathematics,NORMALIZATION
College Student - National Teacher to be,1,College Student National Teacher to be,NORMALIZATION
Colliery Owner and Farmer (Coal),1,Colliery Owner and Farmer Coal,NORMALIZATION
Collor-Cutter,1,Collor Cutter,NORMALIZATION
Colonel (army),1,Colonel army,NORMALIZATION
Colonel (R) J. P.,1,Colonel R J. P.,NORMALIZATION
Colonel (Ret) J. P. D. L.,1,Colonel Ret J. P. D. L.,NORMALIZATION
Colonel (Retired Army Officer),1,Colonel Retired Army Officer,NORMALIZATION
Colonel (Retired) 3 Batt R. D. Msh (Kildare Militia),1,Colonel Retired 3 Batt R. D. Msh Kildare Militia,NORMALIZATION
Colonel and Baronet (Retired Army),1,Colonel and Baronet Retired Army,NORMALIZATION
Colonel B.P.D. (Active List),1,Colonel B.P.D. Active List,NORMALIZATION
Colonel H.M Army (Retd),1,Colonel H.M Army Retd,NORMALIZATION
Colonel Royal Artillery (Retired),1,Colonel Royal Artillery Retired,NORMALIZATION
Colonel Royal Artillery Cavalry (Active List),1,Colonel Royal Artillery Cavalry Active List,NORMALIZATION
Colonel-Halfpay-Infantry-Active,1,Colonel Halfpay Infantry Active,NORMALIZATION
Colonel-Indian Cavalry Active List,1,Colonel Indian Cavalry Active List,NORMALIZATION
Colonel-Retired R.E.,1,Colonel Retired R.E.,NORMALIZATION
Color Sergeant (Soldier) 3rd 2 Bry Royal Irish Regt,1,Color Sergeant Soldier 3rd 2 Bry Royal Irish Regt,NORMALIZATION
Color Sergeant-Recruiter,1,Color Sergeant Recruiter,NORMALIZATION
Colporteur (Bible and Colporteur Society),1,Colporteur Bible and Colporteur Society,NORMALIZATION
Com - Traveller,1,Com Traveller,NORMALIZATION
"Com Agent, (Commision Agent)",1,"Com Agent, Commision Agent",NORMALIZATION
Com Clerk (Wine and Spirit),1,Com Clerk Wine and Spirit,NORMALIZATION
Com Clerk-Seeds Store,1,Com Clerk Seeds Store,NORMALIZATION
Com Merchant-Clerk,1,Com Merchant Clerk,NORMALIZATION
Com Traveller (Biscuit Mill),1,Com Traveller Biscuit Mill,NORMALIZATION
Com Traveller (Hardware),1,Com Traveller Hardware,NORMALIZATION
Com Traveller (Sundries),1,Com Traveller Sundries,NORMALIZATION
Com Traveller-Confectionery,1,Com Traveller Confectionery,NORMALIZATION
Com Traveller-Drapery,1,Com Traveller Drapery,NORMALIZATION
Com-Btm C G,1,Com Btm C G,NORMALIZATION
Com-Clerk (Sewing Machine Trade),1,Com Clerk Sewing Machine Trade,NORMALIZATION
Com. Clerk (Soap),1,Com. Clerk Soap,NORMALIZATION
Com.Traveller (Wholesale Tea Trade),1,Com.Traveller Wholesale Tea Trade,NORMALIZATION
Comdr. R.N. (Retired),1,Comdr. R.N. Retired,NORMALIZATION
Comel. Btan: Coast-Guard,1,Comel. Btan: Coast Guard,NORMALIZATION
Comercial Clerk (Accountant),1,Comercial Clerk Accountant,NORMALIZATION
Comercial Clerk (Grocery),1,Comercial Clerk Grocery,NORMALIZATION
Comercial Clerk-Corn Merchant,1,Comercial Clerk Corn Merchant,NORMALIZATION
Comercial Traveler (Tea),1,Comercial Traveler Tea,NORMALIZATION
Comercial Traveller (Printing),1,Comercial Traveller Printing,NORMALIZATION
Comission Agent (Dry),1,Comission Agent Dry,NORMALIZATION
Coml Clerk (Bottle Works),1,Coml Clerk Bottle Works,NORMALIZATION
Coml Clerk (Genl Mre),1,Coml Clerk Genl Mre,NORMALIZATION
Coml Clerk - Seed Trade,1,Coml Clerk Seed Trade,NORMALIZATION
Coml Traveller (Advertising),1,Coml Traveller Advertising,NORMALIZATION
Coml Traveller (Brewery),1,Coml Traveller Brewery,NORMALIZATION
Coml Traveller (Drapery),1,Coml Traveller Drapery,NORMALIZATION
Coml Traveller (Liquor),1,Coml Traveller Liquor,NORMALIZATION
Coml Traveller (Tea),1,Coml Traveller Tea,NORMALIZATION
Coml Traveller (Whisky),1,Coml Traveller Whisky,NORMALIZATION
Coml Traveller-Boots,1,Coml Traveller Boots,NORMALIZATION
Coml Traveller-Grocery,1,Coml Traveller Grocery,NORMALIZATION
Coml Traveller-Tea,1,Coml Traveller Tea,NORMALIZATION
Coml Travelles (Linens),1,Coml Travelles Linens,NORMALIZATION
Coml Travellor (Cooks),1,Coml Travellor Cooks,NORMALIZATION
Coml-Clerk (Pork Packing),1,Coml Clerk Pork Packing,NORMALIZATION
Coml. Clerk (Tea),1,Coml. Clerk Tea,NORMALIZATION
Coml. Traveller - Grocery,1,Coml. Traveller Grocery,NORMALIZATION
Comm Agent (General),1,Comm Agent General,NORMALIZATION
Commande-Retired R. I. C,1,Commande Retired R. I. C,NORMALIZATION
Commander R N (Retd),1,Commander R N Retd,NORMALIZATION
Commander R.N (Retired List),1,Commander R.N Retired List,NORMALIZATION
Commander R.N.Retired Leit District Councillor-Farmer Land Agent,1,Commander R.N.Retired Leit District Councillor Farmer Land Agent,NORMALIZATION
Commander Royal Navy (Active List),1,Commander Royal Navy Active List,NORMALIZATION
Commcl. Clerk (Bleacher),1,Commcl. Clerk Bleacher,NORMALIZATION
Commel. Clerk-Brewer's,1,Commel. Clerk Brewer's,NORMALIZATION
Commencery School (Scholar.),1,Commencery School Scholar.,NORMALIZATION
Commercal Clerk (Soap Factory),1,Commercal Clerk Soap Factory,NORMALIZATION
Commercial (Assistant) Soap Not Employed,1,Commercial Assistant Soap Not Employed,NORMALIZATION
Commercial (Clerk) (Electris Tramway Office),1,Commercial Clerk Electris Tramway Office,NORMALIZATION
Commercial - Book - Keeper,1,Commercial Book Keeper,NORMALIZATION
Commercial Agent (Grocery Trade),1,Commercial Agent Grocery Trade,NORMALIZATION
Commercial Assistant (Foreign Shipping),1,Commercial Assistant Foreign Shipping,NORMALIZATION
Commercial Assistant (Seed Trade),1,Commercial Assistant Seed Trade,NORMALIZATION
Commercial Book-Keeper,1,Commercial Book Keeper,NORMALIZATION
Commercial Book-Keeper - Cement Manufacturer Office,1,Commercial Book Keeper Cement Manufacturer Office,NORMALIZATION
Commercial Clerk (?),1,Commercial Clerk ?,NORMALIZATION
Commercial Clerk (Accountant),1,Commercial Clerk Accountant,NORMALIZATION
Commercial Clerk (Ale Brewers),1,Commercial Clerk Ale Brewers,NORMALIZATION
Commercial Clerk (Artificial Manures),1,Commercial Clerk Artificial Manures,NORMALIZATION
Commercial Clerk (Auctioneer),1,Commercial Clerk Auctioneer,NORMALIZATION
Commercial Clerk (Baker),1,Commercial Clerk Baker,NORMALIZATION
Commercial Clerk (Bakery),1,Commercial Clerk Bakery,NORMALIZATION
Commercial Clerk (Bank),1,Commercial Clerk Bank,NORMALIZATION
Commercial Clerk (Belfast Paper Work),1,Commercial Clerk Belfast Paper Work,NORMALIZATION
Commercial Clerk (Brewer's),1,Commercial Clerk Brewer's,NORMALIZATION
Commercial Clerk (Brewer),1,Commercial Clerk Brewer,NORMALIZATION
Commercial Clerk (Brewery Company),1,Commercial Clerk Brewery Company,NORMALIZATION
Commercial Clerk (Butler),1,Commercial Clerk Butler,NORMALIZATION
Commercial Clerk (Butter Accountant),1,Commercial Clerk Butter Accountant,NORMALIZATION
Commercial Clerk (Butter),1,Commercial Clerk Butter,NORMALIZATION
Commercial Clerk (Carriers),1,Commercial Clerk Carriers,NORMALIZATION
Commercial Clerk (Cashier) Distillery,1,Commercial Clerk Cashier Distillery,NORMALIZATION
Commercial Clerk (Chemical Manure),1,Commercial Clerk Chemical Manure,NORMALIZATION
Commercial Clerk (Chemical Works),1,Commercial Clerk Chemical Works,NORMALIZATION
Commercial Clerk (Coal Department),1,Commercial Clerk Coal Department,NORMALIZATION
Commercial Clerk (Coal Merchant),1,Commercial Clerk Coal Merchant,NORMALIZATION
Commercial Clerk (Coal Trader),1,Commercial Clerk Coal Trader,NORMALIZATION
Commercial Clerk (Cook),1,Commercial Clerk Cook,NORMALIZATION
Commercial Clerk (Corn and Cattle),1,Commercial Clerk Corn and Cattle,NORMALIZATION
Commercial Clerk (Corn and Flour Trade),1,Commercial Clerk Corn and Flour Trade,NORMALIZATION
