occupation,count,corrected_occupation,change_category
Sailor Fisher Man,1,Sailor Fisher Man,UNCHANGED
Sailor H M Ship B Prince A B,1,Sailor H M Ship B Prince A B,UNCHANGED
Sailor in Merchant Service,1,Sailor in Merchant Service,UNCHANGED
Sailor in Navy,1,Sailor in Navy,UNCHANGED
Sailor in port and Doo?,1,Sailor in port and Doo?,UNCHANGED
Sailor in the Lightship,1,Sailor in the Lightship,UNCHANGED
Sailor Lights Irish,1,Sailor Lights Irish,UNCHANGED
Sailor Mail Boat,1,Sailor Mail Boat,UNCHANGED
Sailor Mall,1,Sailor Mall,UNCHANGED
Sailor man,1,Sailor man,UNCHANGED
Sailor Mariner,1,Sailor Mariner,UNCHANGED
Sailor master,1,Sailor master,UNCHANGED
Sailor Merchant S,1,Sailor Merchant S,UNCHANGED
Sailor Merchant Ser,1,Sailor Merchant Ser,UNCHANGED
Sailor Merchant Servant,1,Sailor Merchant Servant,UNCHANGED
Sailor Merchant Vessel,1,Sailor Merchant Vessel,UNCHANGED
Sailor Naval Pensioner,1,Sailor Naval Pensioner,UNCHANGED
Sailor Navy,1,Sailor Navy,UNCHANGED
Sailor No Ocpation,1,Sailor No Ocpation,UNCHANGED
Sailor O S,1,Sailor O S,UNCHANGED
Sailor on Indenoy Clerk,1,Sailor on Indenoy Clerk,UNCHANGED
Sailor on Maid Boat,1,Sailor on Maid Boat,UNCHANGED
Sailor on Merchant Vessel,1,Sailor on Merchant Vessel,UNCHANGED
Sailor on R.M Boat,1,Sailor on R.M Boat,UNCHANGED
Sailor on Vessel,1,Sailor on Vessel,UNCHANGED
Sailor Ordinary Sea Man,1,Sailor Ordinary Sea Man,UNCHANGED
Sailor Pensioner R.N.R,1,Sailor Pensioner R.N.R,UNCHANGED
Sailor R.N.,1,Sailor R.N.,UNCHANGED
Sailor R.N.R,1,Sailor R.N.R,UNCHANGED
Sailor Reg 39 Tons,1,Sailor Reg 39 Tons,UNCHANGED
Sailor Retired ill Health,1,Sailor Retired ill Health,UNCHANGED
Sailor Sea Fearing,1,Sailor Sea Fearing,UNCHANGED
Sailor Sea Man,1,Sailor Sea Man,UNCHANGED
Sailor Seafaring,1,Sailor Seafaring,UNCHANGED
Sailor Seafearing,1,Sailor Seafearing,UNCHANGED
Sailor Seaman,1,Sailor Seaman,UNCHANGED
Sailor Seaman Meica,1,Sailor Seaman Meica,UNCHANGED
Sailor Steamer,1,Sailor Steamer,UNCHANGED
Sailor Steward,1,Sailor Steward,UNCHANGED
Sailor Tailor,1,Sailor Tailor,UNCHANGED
Sailor Trading Respel,1,Sailor Trading Respel,UNCHANGED
Sailor unemployed,1,Sailor unemployed,UNCHANGED
Sailor's Wifes,1,Sailor's Wifes,UNCHANGED
Sailor.Umeployed,1,Sailor.Umeployed,UNCHANGED
Sailoring,1,Sailoring,UNCHANGED
Sailors Home Suparentandent,1,Sailors Home Suparentandent,UNCHANGED
Sailors Irish Lights,1,Sailors Irish Lights,UNCHANGED
Sailors Missionary,1,Sailors Missionary,UNCHANGED
Sailors Unemployed,1,Sailors Unemployed,UNCHANGED
Sails Girl,1,Sails Girl,UNCHANGED
Sails Master,1,Sails Master,UNCHANGED
Sails woman,1,Sails woman,UNCHANGED
Sailsman and Collector Singers Machine Coy,1,Sailsman and Collector Singers Machine Coy,UNCHANGED
Sailsman in Grocers,1,Sailsman in Grocers,UNCHANGED
Sailsman in Minerals,1,Sailsman in Minerals,UNCHANGED
Sailsworman,1,Sailsworman,UNCHANGED
Saimsteress,1,Saimsteress,UNCHANGED
Saimstres,1,Saimstres,UNCHANGED
Saimtress,1,Saimtress,UNCHANGED
Sainestress,1,Sainestress,UNCHANGED
Saint Bridget,1,Saint Bridget,UNCHANGED
Saint Bridget Sc,1,Saint Bridget Sc,UNCHANGED
Saintary Engineer,1,Saintary Engineer,UNCHANGED
Saintary Officer,1,Saintary Officer,UNCHANGED
Sainter,1,Sainter,UNCHANGED
Saintress,1,Saintress,UNCHANGED
Saioler,1,Saioler,UNCHANGED
Saiolr,1,Saiolr,UNCHANGED
Saker,1,Saker,UNCHANGED
Salar,1,Salar,UNCHANGED
Salary Companion,1,Salary Companion,UNCHANGED
Salcolar,1,Salcolar,UNCHANGED
Saldee and Wife,1,Saldee and Wife,UNCHANGED
Saldier K Life Works,1,Saldier K Life Works,UNCHANGED
Saldiers Wife,1,Saldiers Wife,UNCHANGED
Sale in Selfshop,1,Sale in Selfshop,UNCHANGED
Sale Maker,1,Sale Maker,UNCHANGED
Sale Man,1,Sale Man,UNCHANGED
Sale Porter,1,Sale Porter,UNCHANGED
Sale Shop Proprietor,1,Sale Shop Proprietor,UNCHANGED
Sale Wooman,1,Sale Wooman,UNCHANGED
Sale's Girl Linen Ware Room,1,Sale's Girl Linen Ware Room,UNCHANGED
Sale's Lady,1,Sale's Lady,UNCHANGED
Sale's Master,1,Sale's Master,UNCHANGED
Sale's Woman,1,Sale's Woman,UNCHANGED
Saleas Merchant,1,Saleas Merchant,UNCHANGED
Salemaker Unemployed,1,Salemaker Unemployed,UNCHANGED
Saleman in Boot Shop,1,Saleman in Boot Shop,UNCHANGED
Saleman Unemployed,1,Saleman Unemployed,UNCHANGED
Saleman Water Mineral,1,Saleman Water Mineral,UNCHANGED
Saler Woman,1,Saler Woman,UNCHANGED
Sales Drapery Estableshment,1,Sales Drapery Estableshment,UNCHANGED
Sales General Drapery,1,Sales General Drapery,UNCHANGED
Sales Girl at Drapery,1,Sales Girl at Drapery,UNCHANGED
Sales Girl Domestic,1,Sales Girl Domestic,UNCHANGED
Sales Girl Draper,1,Sales Girl Draper,UNCHANGED
Sales Girl Drapers,1,Sales Girl Drapers,UNCHANGED
Sales Girl Dropey,1,Sales Girl Dropey,UNCHANGED
Sales Girl in Furniture Shop,1,Sales Girl in Furniture Shop,UNCHANGED
Sales Girl in Shop,1,Sales Girl in Shop,UNCHANGED
Sales Girls in Shop,1,Sales Girls in Shop,UNCHANGED
Sales Maker,1,Sales Maker,UNCHANGED
Sales Man in Ironmongery,1,Sales Man in Ironmongery,UNCHANGED
Sales Master Cattle,1,Sales Master Cattle,UNCHANGED
Sales Master in Decorating Trade,1,Sales Master in Decorating Trade,UNCHANGED
Sales Master Traveller,1,Sales Master Traveller,UNCHANGED
Sales Mistress,1,Sales Mistress,UNCHANGED
Sales Shop,1,Sales Shop,UNCHANGED
Sales woman,1,Sales woman,UNCHANGED
Sales Woman asst Shop,1,Sales Woman asst Shop,UNCHANGED
Sales Woman Baker Shop,1,Sales Woman Baker Shop,UNCHANGED
Sales Woman Boots and Shoes,1,Sales Woman Boots and Shoes,UNCHANGED
Sales Woman Confr,1,Sales Woman Confr,UNCHANGED
Sales Woman Draper,1,Sales Woman Draper,UNCHANGED
Sales Woman Drapery Trade,1,Sales Woman Drapery Trade,UNCHANGED
Sales Woman Fruiteress,1,Sales Woman Fruiteress,UNCHANGED
Sales Woman in Belfast Fur and Mantle Ware House,1,Sales Woman in Belfast Fur and Mantle Ware House,UNCHANGED
Sales Woman in Confectioners Shop,1,Sales Woman in Confectioners Shop,UNCHANGED
Sales Woman in Drapery Establishment,1,Sales Woman in Drapery Establishment,UNCHANGED
Sales Woman in Tobacco Shop,1,Sales Woman in Tobacco Shop,UNCHANGED
Sales Woman in Wareroom,1,Sales Woman in Wareroom,UNCHANGED
Sales Woman in Woolen Business,1,Sales Woman in Woolen Business,UNCHANGED
Sales Woman Millenery,1,Sales Woman Millenery,UNCHANGED
Sales Woman of Clothes,1,Sales Woman of Clothes,UNCHANGED
Sales Woman of India Rubber Goods,1,Sales Woman of India Rubber Goods,UNCHANGED
Sales Woman Sewing Machine Shop,1,Sales Woman Sewing Machine Shop,UNCHANGED
Sales Woman Unemployed,1,Sales Woman Unemployed,UNCHANGED
"Sales Woman, Drapery",1,"Sales Woman, Drapery",UNCHANGED
"Sales Woman, Stationery",1,"Sales Woman, Stationery",UNCHANGED
Salesgirl ? China,1,Salesgirl ? China,UNCHANGED
Saleslady Confectionary,1,Saleslady Confectionary,UNCHANGED
Salesmaker,1,Salesmaker,UNCHANGED
Salesman ?,1,Salesman ?,UNCHANGED
Salesman and Bookkeeper,1,Salesman and Bookkeeper,UNCHANGED
Salesman and Collan Warehouse,1,Salesman and Collan Warehouse,UNCHANGED
Salesman and Registar of Marriage,1,Salesman and Registar of Marriage,UNCHANGED
Salesman and Traveller,1,Salesman and Traveller,UNCHANGED
Salesman Apprentice,1,Salesman Apprentice,UNCHANGED
Salesman at Boot Factory,1,Salesman at Boot Factory,UNCHANGED
Salesman Baker Shop,1,Salesman Baker Shop,UNCHANGED
Salesman Boot and Shoe,1,Salesman Boot and Shoe,UNCHANGED
Salesman Boot Trade,1,Salesman Boot Trade,UNCHANGED
Salesman Boots,1,Salesman Boots,UNCHANGED
Salesman Business in Drapery,1,Salesman Business in Drapery,UNCHANGED
Salesman Coal Trade,1,Salesman Coal Trade,UNCHANGED
Salesman Color and Drysalter,1,Salesman Color and Drysalter,UNCHANGED
Salesman Confectionery,1,Salesman Confectionery,UNCHANGED
Salesman Cycle Trade,1,Salesman Cycle Trade,UNCHANGED
Salesman Deph and Hardware,1,Salesman Deph and Hardware,UNCHANGED
Salesman Domestic Machinery,1,Salesman Domestic Machinery,UNCHANGED
Salesman Drapers Shop,1,Salesman Drapers Shop,UNCHANGED
Salesman Fine Art and Picture Drawing,1,Salesman Fine Art and Picture Drawing,UNCHANGED
Salesman Furniture,1,Salesman Furniture,STANDARD
Salesman Hardware,1,Salesman Hardware,UNCHANGED
Salesman Hatter,1,Salesman Hatter,UNCHANGED
Salesman House Furneshing,1,Salesman House Furneshing,UNCHANGED
Salesman House Furnishing,1,Salesman House Furnishing,UNCHANGED
Salesman in Book Store,1,Salesman in Book Store,UNCHANGED
Salesman in Cycle Shop,1,Salesman in Cycle Shop,UNCHANGED
Salesman in Grocery,1,Salesman in Grocery,UNCHANGED
Salesman in Gun Shop,1,Salesman in Gun Shop,UNCHANGED
Salesman in Hal Grade,1,Salesman in Hal Grade,UNCHANGED
Salesman in Machine,1,Salesman in Machine,UNCHANGED
Salesman in Mineral Water,1,Salesman in Mineral Water,UNCHANGED
Salesman in Mineral Water Edb,1,Salesman in Mineral Water Edb,UNCHANGED
Salesman in Shop,1,Salesman in Shop,UNCHANGED
Salesman in Tailors Shop,1,Salesman in Tailors Shop,UNCHANGED
Salesman in Teashop,1,Salesman in Teashop,UNCHANGED
Salesman in the House Furnishing,1,Salesman in the House Furnishing,UNCHANGED
Salesman India Rubber,1,Salesman India Rubber,UNCHANGED
Salesman Ironmongery,1,Salesman Ironmongery,UNCHANGED
Salesman Leed Trade,1,Salesman Leed Trade,UNCHANGED
Salesman Linen Business,1,Salesman Linen Business,UNCHANGED
Salesman Linen Warehouse,1,Salesman Linen Warehouse,UNCHANGED
Salesman of India Rubber Goods,1,Salesman of India Rubber Goods,UNCHANGED
Salesman or Shopman,1,Salesman or Shopman,UNCHANGED
Salesman Paper Shop,1,Salesman Paper Shop,UNCHANGED
Salesman Pedlar,1,Salesman Pedlar,UNCHANGED
Salesman Photographic and Optical,1,Salesman Photographic and Optical,UNCHANGED
Salesman Provision Business,1,Salesman Provision Business,UNCHANGED
Salesman Publican,1,Salesman Publican,UNCHANGED
Salesman Retired,1,Salesman Retired,UNCHANGED
Salesman Servant,1,Salesman Servant,UNCHANGED
Salesman Sewing Machine Company,1,Salesman Sewing Machine Company,UNCHANGED
Salesman Sewing Machines,1,Salesman Sewing Machines,UNCHANGED
Salesman Stationary Wholes Sale,1,Salesman Stationary Wholes Sale,UNCHANGED
Salesman Tailor,1,Salesman Tailor,UNCHANGED
Salesman Tailoring Establesher,1,Salesman Tailoring Establesher,UNCHANGED
Salesman Tea and wine,1,Salesman Tea and wine,UNCHANGED
Salesman Timber Merts,1,Salesman Timber Merts,UNCHANGED
Salesman to Leather Business,1,Salesman to Leather Business,UNCHANGED
Salesman Umbrella,1,Salesman Umbrella,UNCHANGED
Salesman Unemployed,1,Salesman Unemployed,UNCHANGED
Salesman Water Mernal,1,Salesman Water Mernal,UNCHANGED
"Salesman, Grocer",1,"Salesman, Grocer",UNCHANGED
"Salesman, Oriental Dept",1,"Salesman, Oriental Dept",UNCHANGED
"Salesman, Paint Trade",1,"Salesman, Paint Trade",UNCHANGED
"Salesman, Pigs, Hay",1,"Salesman, Pigs, Hay",UNCHANGED
"Salesman, Surgical Instruments",1,"Salesman, Surgical Instruments",UNCHANGED
"Salesman, Waterproof",1,"Salesman, Waterproof",UNCHANGED
Salesman.Ironmongery,1,Salesman.Ironmongery,UNCHANGED
Salesmaster and Auctioneer,1,Salesmaster and Auctioneer,UNCHANGED
Salesmaster and Farmer,1,Salesmaster and Farmer,UNCHANGED
Salesmasters Clerk,1,Salesmasters Clerk,UNCHANGED
"Saleswoman ""Drapery""",1,"Saleswoman ""Drapery""",UNCHANGED
Saleswoman and Millinery and Sales,1,Saleswoman and Millinery and Sales,UNCHANGED
Saleswoman Backery,1,Saleswoman Backery,UNCHANGED
Saleswoman Boot,1,Saleswoman Boot,STANDARD
Saleswoman Boot Dept,1,Saleswoman Boot Dept,UNCHANGED
Saleswoman Boots Unemployed,1,Saleswoman Boots Unemployed,UNCHANGED
Saleswoman China,1,Saleswoman China,STANDARD
Saleswoman Confectioners,1,Saleswoman Confectioners,UNCHANGED
Saleswoman Confectionery,1,Saleswoman Confectionery,STANDARD
Saleswoman Drap,1,Saleswoman Drap,UNCHANGED
Saleswoman Drapeny,1,Saleswoman Drapeny,UNCHANGED
Saleswoman Drapers,1,Saleswoman Drapers,UNCHANGED
Saleswoman Drapery Establishment,1,Saleswoman Drapery Establishment,UNCHANGED
Saleswoman Drapery Shop,1,Saleswoman Drapery Shop,UNCHANGED
Saleswoman Draping,1,Saleswoman Draping,UNCHANGED
Saleswoman Drapry,1,Saleswoman Drapry,UNCHANGED
Saleswoman Fancy Trade,1,Saleswoman Fancy Trade,UNCHANGED
Saleswoman General,1,Saleswoman General,UNCHANGED
Saleswoman Green Groceries,1,Saleswoman Green Groceries,UNCHANGED
Saleswoman Hosiery,1,Saleswoman Hosiery,UNCHANGED
Saleswoman in Boottrade,1,Saleswoman in Boottrade,UNCHANGED
Saleswoman in Dairy,1,Saleswoman in Dairy,UNCHANGED
Saleswoman in Drapers,1,Saleswoman in Drapers,UNCHANGED
Saleswoman in Drapery,1,Saleswoman in Drapery,UNCHANGED
Saleswoman in House Planning,1,Saleswoman in House Planning,UNCHANGED
Saleswoman in Linen Firm,1,Saleswoman in Linen Firm,UNCHANGED
Saleswoman in Linen Warehouse,1,Saleswoman in Linen Warehouse,UNCHANGED
Saleswoman in Picture Shop,1,Saleswoman in Picture Shop,UNCHANGED
Saleswoman in Wareroom,1,Saleswoman in Wareroom,UNCHANGED
Saleswoman on Shop,1,Saleswoman on Shop,UNCHANGED
Saleswoman Outfitting,1,Saleswoman Outfitting,UNCHANGED
Saleswoman Sewing Machine,1,Saleswoman Sewing Machine,STANDARD
"Saleswoman, Fancy",1,"Saleswoman, Fancy",UNCHANGED
"Saleswoman, Millenery Dept",1,"Saleswoman, Millenery Dept",UNCHANGED
Salewoman in a Dairy,1,Salewoman in a Dairy,UNCHANGED
Saliar,1,Saliar,UNCHANGED
Salior Boy,1,Salior Boy,UNCHANGED
Salior Merchant,1,Salior Merchant,UNCHANGED
Salis Girl,1,Salis Girl,UNCHANGED
Salisman Paper,1,Salisman Paper,UNCHANGED
Sallary Maid Domestic,1,Sallary Maid Domestic,UNCHANGED
Salle Maid,1,Salle Maid,UNCHANGED
Sallswoman,1,Sallswoman,UNCHANGED
Sally Man,1,Sally Man,UNCHANGED
Salmon Exporter,1,Salmon Exporter,UNCHANGED
Salmon Fisher Man,1,Salmon Fisher Man,UNCHANGED
Salmon Manager of Fishery,1,Salmon Manager of Fishery,UNCHANGED
Salmon Nett Weaver,1,Salmon Nett Weaver,UNCHANGED
Salolor,1,Salolor,UNCHANGED
Saloon Messenger,1,Saloon Messenger,UNCHANGED
Saloon Propr U.S.A.,1,Saloon Propr U.S.A.,UNCHANGED
Salor House R,1,Salor House R,UNCHANGED
Saloress,1,Saloress,UNCHANGED
Salseman,1,Salseman,UNCHANGED
Salsh Home Boots,1,Salsh Home Boots,UNCHANGED
Salt ?ine and Coal Merchant,1,Salt ?ine and Coal Merchant,UNCHANGED
Salt Boiller,1,Salt Boiller,UNCHANGED
Salt Boy in Mill,1,Salt Boy in Mill,UNCHANGED
Salt Boyler,1,Salt Boyler,UNCHANGED
Salt Cutter,1,Salt Cutter,UNCHANGED
Salt House Worker,1,Salt House Worker,UNCHANGED
Salt Labourer,1,Salt Labourer,UNCHANGED
Salt Lain and Manufacturer Building Material Merchant and Agriculturist,1,Salt Lain and Manufacturer Building Material Merchant and Agriculturist,UNCHANGED
Salt Maner,1,Salt Maner,UNCHANGED
Salt Meat Hawker,1,Salt Meat Hawker,UNCHANGED
Salt Mine,1,Salt Mine,UNCHANGED
Salt Mine Engineer House and Land Agent,1,Salt Mine Engineer House and Land Agent,UNCHANGED
Salt Miner and in Salt Mines,1,Salt Miner and in Salt Mines,UNCHANGED
Salt Miners Son,1,Salt Miners Son,UNCHANGED
Salt Miners Wife,1,Salt Miners Wife,UNCHANGED
Salt Mines Salt Minner,1,Salt Mines Salt Minner,UNCHANGED
Salt Minner,1,Salt Minner,UNCHANGED
Salt Rock Miner,1,Salt Rock Miner,UNCHANGED
Salt Rockminer,1,Salt Rockminer,UNCHANGED
Salter Denny's,1,Salter Denny's,UNCHANGED
Salter in Bacon Cellor,1,Salter in Bacon Cellor,UNCHANGED
Salter in Bacon Facory,1,Salter in Bacon Facory,UNCHANGED
Salter in Becon Cellar,1,Salter in Becon Cellar,UNCHANGED
Saltmine Worker,1,Saltmine Worker,UNCHANGED
Saltminer,1,Saltminer,UNCHANGED
Salts Man,1,Salts Man,UNCHANGED
Salvage Contractor,1,Salvage Contractor,UNCHANGED
Salvation Army Capt,1,Salvation Army Capt,UNCHANGED
Salvation Army Lient,1,Salvation Army Lient,UNCHANGED
Salvation Army Officer Rank Captain,1,Salvation Army Officer Rank Captain,UNCHANGED
Salvation Army Officer Ranks Captain,1,Salvation Army Officer Ranks Captain,UNCHANGED
Salventing Clerk,1,Salventing Clerk,UNCHANGED
Same Business,1,Same Business,UNCHANGED
Same Business with Mother,1,Same Business with Mother,UNCHANGED
Same Keeper,1,Same Keeper,UNCHANGED
Sameister,1,Sameister,UNCHANGED
Samer,1,Samer,UNCHANGED
Samesher,1,Samesher,UNCHANGED
Samesteres,1,Samesteres,UNCHANGED
Samesteris,1,Samesteris,UNCHANGED
Samestess,1,Samestess,UNCHANGED
Samestir,1,Samestir,UNCHANGED
Samestor,1,Samestor,UNCHANGED
Samestrer,1,Samestrer,UNCHANGED
Samestries,1,Samestries,UNCHANGED
Samestrs,1,Samestrs,UNCHANGED
Samestrys,1,Samestrys,UNCHANGED
Samier,1,Samier,UNCHANGED
Samnan Fisher,1,Samnan Fisher,UNCHANGED
Samp Maker,1,Samp Maker,UNCHANGED
Sampe Sower in Wareroom,1,Sampe Sower in Wareroom,UNCHANGED
Sample Cutter Linen Trade,1,Sample Cutter Linen Trade,UNCHANGED
Sample Cutter Warehouseman,1,Sample Cutter Warehouseman,UNCHANGED
Sample Maker Clothing,1,Sample Maker Clothing,UNCHANGED
Sample Maker Linen,1,Sample Maker Linen,STANDARD
Sample Maker Rope Works,1,Sample Maker Rope Works,UNCHANGED
Sample Maker Warehouse,1,Sample Maker Warehouse,UNCHANGED
Sample Packer,1,Sample Packer,UNCHANGED
Sample Packer in Print Works,1,Sample Packer in Print Works,UNCHANGED
Sample Workers,1,Sample Workers,UNCHANGED
Samplemaker Handkerchief,1,Samplemaker Handkerchief,UNCHANGED
Samplemaker Linen Trade,1,Samplemaker Linen Trade,UNCHANGED
Sampler,1,Sampler,UNCHANGED
"Sampler, Linen",1,"Sampler, Linen",UNCHANGED
Samplor and Chemical Manure Works,1,Samplor and Chemical Manure Works,UNCHANGED
Sampstress,1,Sampstress,UNCHANGED
Samstess,1,Samstess,UNCHANGED
Samstreass,1,Samstreass,UNCHANGED
Samstress Sower,1,Samstress Sower,UNCHANGED
Samstriss,1,Samstriss,UNCHANGED
Samustress,1,Samustress,UNCHANGED
San,1,San,UNCHANGED
San Clerk,1,San Clerk,UNCHANGED
San Sub Officer,1,San Sub Officer,UNCHANGED
"San, Sub Officer",1,"San, Sub Officer",UNCHANGED
San. Sub. Officer,1,San. Sub. Officer,UNCHANGED
San?ty Sub Officer,1,San?ty Sub Officer,UNCHANGED
Sanatairy Fitter,1,Sanatairy Fitter,UNCHANGED
Sand Agent,1,Sand Agent,UNCHANGED
Sand Agent Wife,1,Sand Agent Wife,UNCHANGED
Sand and Dividend,1,Sand and Dividend,UNCHANGED
Sand and Houses,1,Sand and Houses,UNCHANGED
Sand Driver,1,Sand Driver,UNCHANGED
Sand Labourer,1,Sand Labourer,UNCHANGED
Sand Lady,1,Sand Lady,UNCHANGED
Sanders,1,Sanders,UNCHANGED
Sandlord J P,1,Sandlord J P,UNCHANGED
Sandries Housekeeper,1,Sandries Housekeeper,UNCHANGED
Sands,1,Sands,UNCHANGED
Sandy,1,Sandy,UNCHANGED
Sandy Girl,1,Sandy Girl,UNCHANGED
Sanestress,1,Sanestress,UNCHANGED
Sanetary Inspector,1,Sanetary Inspector,UNCHANGED
Sanetary officer,1,Sanetary officer,UNCHANGED
Sanetay Inspector,1,Sanetay Inspector,UNCHANGED
Sanitary Assistant,1,Sanitary Assistant,UNCHANGED
Sanitary Corporation Officer,1,Sanitary Corporation Officer,UNCHANGED
Sanitary Drain Caster,1,Sanitary Drain Caster,UNCHANGED
Sanitary Engineer Manager,1,Sanitary Engineer Manager,UNCHANGED
Sanitary Engineer's Assistant,1,Sanitary Engineer's Assistant,UNCHANGED
Sanitary Engineering,1,Sanitary Engineering,UNCHANGED
Sanitary Inpector,1,Sanitary Inpector,UNCHANGED
Sanitary Inspector Dlr,1,Sanitary Inspector Dlr,UNCHANGED
Sanitary Inspector Dublin Corporation,1,Sanitary Inspector Dublin Corporation,UNCHANGED
Sanitary Lab Officer,1,Sanitary Lab Officer,UNCHANGED
Sanitary Labourer,1,Sanitary Labourer,UNCHANGED
Sanitary Officer Out of Employment,1,Sanitary Officer Out of Employment,UNCHANGED
Sanitary Offices,1,Sanitary Offices,UNCHANGED
Sanitary Official,1,Sanitary Official,UNCHANGED
Sanitary Presser,1,Sanitary Presser,UNCHANGED
Sanitary Staff Dublin Corporation,1,Sanitary Staff Dublin Corporation,UNCHANGED
Sanitary Sub Officer and Inspector of Derys,1,Sanitary Sub Officer and Inspector of Derys,UNCHANGED
Sanitary Sub Officer at Works,1,Sanitary Sub Officer at Works,UNCHANGED
Sanitary Sub. Officer,1,Sanitary Sub. Officer,UNCHANGED
Sanitary Worker,1,Sanitary Worker,UNCHANGED
Sanitay Engineer,1,Sanitay Engineer,UNCHANGED
Sanitery Inspector,1,Sanitery Inspector,UNCHANGED
Sanitry Engineer,1,Sanitry Engineer,UNCHANGED
Sanitury Inspector,1,Sanitury Inspector,UNCHANGED
Sanity Inspecter,1,Sanity Inspecter,UNCHANGED
Sansage Filler,1,Sansage Filler,UNCHANGED
Sanstress,1,Sanstress,UNCHANGED
Sanvage Maker Bacon Store,1,Sanvage Maker Bacon Store,UNCHANGED
Sap Assistant,1,Sap Assistant,UNCHANGED
Saper S.E.,1,Saper S.E.,UNCHANGED
Saported by Family,1,Saported by Family,UNCHANGED
Sapper Miner,1,Sapper Miner,UNCHANGED
Sapper on his Way Africa,1,Sapper on his Way Africa,UNCHANGED
Sapper R Engineers,1,Sapper R Engineers,UNCHANGED
Sapper Royal Engineers Employed on Orduance Survey Duty,1,Sapper Royal Engineers Employed on Orduance Survey Duty,UNCHANGED
Sapper Royal Engineers Ordnance Survey,1,Sapper Royal Engineers Ordnance Survey,STANDARD
Sapper Royal Engineers Surveyor,1,Sapper Royal Engineers Surveyor,UNCHANGED
"Sapper Royal Engineers Surveyor, Ordnance Survey",1,"Sapper Royal Engineers Surveyor, Ordnance Survey",UNCHANGED
Sapper Royal Enginers,1,Sapper Royal Enginers,UNCHANGED
Sappier,1,Sappier,UNCHANGED
Sar Small Annuity,1,Sar Small Annuity,UNCHANGED
Sarcream,1,Sarcream,UNCHANGED
Sarcristan,1,Sarcristan,UNCHANGED
Sarface Man on Railway,1,Sarface Man on Railway,UNCHANGED
Sargarent in Army,1,Sargarent in Army,UNCHANGED
Sargt D M P,1,Sargt D M P,UNCHANGED
Sargt Major 3 Rl Innis Fus,1,Sargt Major 3 Rl Innis Fus,UNCHANGED
Sargt R I Constabalary,1,Sargt R I Constabalary,UNCHANGED
Sarlor,1,Sarlor,UNCHANGED
Sarmer,1,Sarmer,UNCHANGED
Saronets Daughter,1,Saronets Daughter,UNCHANGED
Saronets Widow,1,Saronets Widow,UNCHANGED
Sarter Clerk G P O,1,Sarter Clerk G P O,UNCHANGED
"Sarvant, Domestic",1,"Sarvant, Domestic",UNCHANGED
Sarvear,1,Sarvear,UNCHANGED
Sarver,1,Sarver,UNCHANGED
Sarvey Unemployed,1,Sarvey Unemployed,UNCHANGED
Sarveyr,1,Sarveyr,UNCHANGED
Sarvy,1,Sarvy,UNCHANGED
Sarvyer of Timber,1,Sarvyer of Timber,UNCHANGED
Sat Agent Bank of Ireland,1,Sat Agent Bank of Ireland,UNCHANGED
Sat Maker,1,Sat Maker,UNCHANGED
Satable Man,1,Satable Man,UNCHANGED
Satcher,1,Satcher,UNCHANGED
Sate Col. 5th R Dub Fus D L. JP. Landlord,1,Sate Col. 5th R Dub Fus D L. JP. Landlord,UNCHANGED
Sater,1,Sater,UNCHANGED
Sating Ho Keeper,1,Sating Ho Keeper,UNCHANGED
Sationers Asistant,1,Sationers Asistant,UNCHANGED
Sationery Messenger,1,Sationery Messenger,UNCHANGED
Saucuage Maker,1,Saucuage Maker,STANDARD
Saucuage Maker at Factory,1,Saucuage Maker at Factory,UNCHANGED
Saunders,1,Saunders,UNCHANGED
Saundress Domestic S,1,Saundress Domestic S,UNCHANGED
Saundry Hand,1,Saundry Hand,UNCHANGED
Saundry Woman Inmate of Workhouse,1,Saundry Woman Inmate of Workhouse,UNCHANGED
Saundry Worker,1,Saundry Worker,UNCHANGED
Sausage Cleaner in Cellar,1,Sausage Cleaner in Cellar,UNCHANGED
Sausage Cleaner in Factory,1,Sausage Cleaner in Factory,UNCHANGED
Sausage Deaner in Factory,1,Sausage Deaner in Factory,UNCHANGED
Sausage Maker in Bacon Celler,1,Sausage Maker in Bacon Celler,UNCHANGED
Sausage Maker in Bacon Store,1,Sausage Maker in Bacon Store,UNCHANGED
Sausage Maker in Factory,1,Sausage Maker in Factory,UNCHANGED
Sausage Making,1,Sausage Making,UNCHANGED
Sausage Manufacturer,1,Sausage Manufacturer,UNCHANGED
Sausage Skin Dresser,1,Sausage Skin Dresser,UNCHANGED
Sausage Skin Preparer,1,Sausage Skin Preparer,UNCHANGED
Sauyer,1,Sauyer,UNCHANGED
Saver Employed,1,Saver Employed,UNCHANGED
Saving Machine Agent,1,Saving Machine Agent,UNCHANGED
