NAME,gender,1996_count,1997_count,1998_count,1999_count,2000_count,count,90sCount
AYOKUNLE,M,5,0,0,0,0,23,5
AYOKUNMI,M,0,0,0,0,0,7,0
AYOKUNMI,F,0,0,0,0,0,6,0
AYOMIPO,M,0,0,0,0,0,4,0
AYOMIPOSI,M,0,0,0,0,0,7,0
AYOMIPOSI,F,0,0,0,0,0,7,0
AYON,M,0,0,0,0,0,3,0
AYONA,F,0,0,0,0,0,3,0
AYONITEMI,M,0,0,0,0,0,3,0
AYOOB,M,0,6,0,0,0,31,6
AYOOLA,F,0,0,3,0,0,6,3
AYOOLUWA,M,0,0,3,0,0,25,3
AYOOLUWA,F,0,0,0,0,0,10,0
AYOTOMIWA,M,0,0,0,0,0,4,0
AYRAH,F,0,0,0,0,0,28,0
AYRAN,M,3,0,0,0,0,3,3
AYSA,F,0,3,0,0,0,9,3
AYSEGUL,F,0,0,3,0,0,25,3
AYSEM,F,0,0,0,0,0,3,0
AYSER,M,0,0,0,0,0,3,0
AYSHAH,F,0,0,0,4,0,128,4
AYSHEA,F,3,3,0,0,0,6,6
AYSU,F,0,0,0,0,0,30,0
AYTEN,F,0,0,3,0,3,6,6
AYUSHMA,F,0,0,0,0,0,6,0
AYUUB,M,0,0,0,0,3,163,3
AYVA,F,0,0,0,0,0,319,0
AYVAH,F,0,0,0,0,0,30,0
AYVA-MAE,F,0,0,0,0,0,3,0
AYVA-ROSE,F,0,0,0,0,0,3,0
AYYAAN,M,0,0,0,0,0,3,0
AYYAN,M,0,0,0,0,0,209,0
AYYASH,M,0,0,0,0,0,3,0
AYYAT,F,0,0,0,0,0,3,0
AYYOUB,M,0,0,0,0,3,9,3
AYZAH,F,0,0,0,0,0,34,0
AZAELIA,F,0,0,0,0,0,6,0
AZAHLIA,F,0,0,0,0,0,3,0
AZAI,M,0,0,0,0,0,7,0
AZAIAH,M,0,0,0,0,0,23,0
AZAL,F,0,0,0,0,0,3,0
AZALIA,F,0,0,0,0,0,18,0
AZALIAH,F,0,0,0,0,0,7,0
AZAN,M,0,0,3,0,3,179,6
AZANIA,F,0,0,0,0,0,4,0
AZARI,M,0,0,0,0,0,7,0
AZARIAH,F,0,0,0,5,0,106,5
AZAT,M,0,0,0,0,0,3,0
AZEALIA,F,0,0,0,0,0,3,0
AZEEMA,F,0,3,0,0,0,6,3
AZEEMAH,F,0,0,3,0,0,6,3
AZEEN,F,0,0,0,0,0,3,0
AZEEZAH,F,0,0,0,0,0,8,0
AZEEZAT,F,0,0,0,0,3,13,3
AZFAR,M,0,0,0,0,3,3,3
AZHAAN,M,0,0,0,0,0,9,0
AZHAAR,F,0,0,0,0,0,6,0
AZHAR,F,0,0,0,3,0,3,3
AZIB,M,0,3,0,0,0,3,3
AZIMA,F,4,0,0,0,0,24,4
AZITA,F,0,0,0,0,0,3,0
AZIYAH,M,0,0,0,0,0,3,0
AZIZE,F,0,0,0,0,0,3,0
AZKA,F,4,0,0,0,0,89,4
AZLAAN,M,0,0,0,0,0,36,0
AZMA,F,0,0,0,0,0,8,0
AZMAT,M,0,3,0,0,0,11,3
AZMEENA,F,3,0,0,0,0,3,3
AZMEER,M,0,0,0,0,0,3,0
AZRAF,M,0,0,0,0,0,3,0
AZRAH,F,0,0,0,0,0,9,0
AZRIEL,F,0,0,0,0,0,3,0
AZUOLAS,M,0,0,0,0,0,17,0
AZURA,F,0,0,0,0,6,34,6
AZWA,F,0,0,0,0,0,6,0
AZZA,F,0,0,0,0,0,3,0
AZZAH,F,0,0,0,0,0,4,0
AZZAM,M,0,0,0,0,0,23,0
AZZURRA,F,0,0,0,0,0,13,0
BAABA,F,0,0,0,0,0,3,0
BAANI,F,0,0,0,0,0,14,0
BAASIT,M,0,3,0,0,0,3,3
BABA,M,0,0,0,0,0,3,0
BABAFEMI,M,0,0,0,0,0,3,0
BABAN,M,0,0,0,0,0,3,0
BABER,M,3,0,0,0,0,3,3
BABETTE,F,0,0,0,0,0,4,0
BABUCARR,M,0,0,0,0,0,3,0
BADAL,M,0,0,0,0,0,3,0
BADAR,M,0,0,0,0,4,16,4
BADE,F,0,0,0,0,0,4,0
BADRIYA,F,0,0,0,0,0,4,0
BAE,M,0,0,0,0,0,3,0
BAE,F,0,0,0,0,0,3,0
BAFFOUR,M,0,0,0,0,0,6,0
BAHADAR,M,0,0,0,0,0,3,0
BAHAND,M,0,0,0,0,0,3,0
BAHARA,F,0,0,0,0,0,16,0
BAHEER,M,0,0,0,0,0,4,0
BAHEZ,M,0,0,0,0,0,4,0
BAHISHT,F,0,0,0,0,0,3,0
BAHJA,F,0,0,0,3,0,42,3
BAHOZ,M,0,0,0,0,0,3,0
BAI,M,0,0,0,0,0,21,0
BAIDEN,M,0,0,0,0,0,3,0
BAILEA,F,0,0,0,0,0,12,0
BAILEY-ANNE,F,0,0,0,0,0,3,0
BAILEY-JAY,M,0,0,0,0,0,40,0
BAILEY-JOE,M,0,0,0,0,0,3,0
BAILEY-LEE,M,0,0,0,0,0,16,0
BAILEY-MAE,F,0,0,0,0,0,16,0
BAILEY-MAI,F,0,0,0,0,0,9,0
BAILEY-MAY,F,0,0,0,0,0,15,0
BAILEY-RAE,F,0,0,0,0,0,63,0
BAILEY-RAE,M,0,0,0,0,0,17,0
BAILEY-RAY,M,0,0,0,0,0,20,0
BAILEY-ROSE,F,0,0,0,0,0,10,0
BAILIN,M,0,0,0,0,0,4,0
BAILY,F,0,0,0,0,0,3,0
BAKARI,M,0,0,0,0,0,6,0
BAKARY,M,0,0,0,0,0,23,0
BAKER,M,0,0,0,0,0,19,0
BAKHTIYAR,M,0,3,0,0,0,3,3
BAKIR,M,0,3,0,0,0,3,3
BAKO,M,0,0,0,0,0,3,0
BAKR,M,0,0,0,0,4,4,4
BALAAL,M,0,3,0,0,0,3,3
BALAJI,M,0,0,0,0,0,3,0
BALAZS,M,0,0,0,0,0,28,0
BALBIR,M,0,0,3,0,0,3,3
BALE,M,0,0,0,0,0,4,0
BALEN,M,0,0,0,0,0,11,0
BALIAN,M,0,0,0,0,0,10,0
BALINT,M,0,0,0,0,0,17,0
BALJEET,F,0,0,3,0,0,3,3
BALJINDER,F,4,0,0,0,0,4,4
BALJIT,F,4,0,0,0,0,10,4
BALJIT,M,0,0,0,0,0,3,0
BALJOT,M,0,0,0,0,0,3,0
BALLAL,M,3,0,0,3,0,6,6
BALPREET,F,3,0,0,0,0,9,3
BALQEES,F,0,0,0,0,0,4,0
BALRAM,M,0,4,0,0,0,4,4
BALROOP,M,0,0,0,0,0,3,0
BALSAM,F,0,0,0,0,0,3,0
BALTEJ,M,0,0,0,0,0,4,0
BALVEER,M,0,0,0,0,0,6,0
BAM,M,0,0,0,0,0,7,0
BANAN,F,0,0,0,0,0,3,0
BANE,M,0,0,0,0,0,11,0
BANEEN,F,0,0,0,0,0,8,0
BANEET,F,0,0,0,0,0,6,0
BANI,F,0,0,0,0,0,20,0
BANSARI,F,0,0,0,0,0,3,0
BANSI,F,0,0,3,0,0,6,3
BANSRI,F,3,0,0,0,0,3,3
BANUJAN,M,0,0,0,0,0,3,0
BAO,M,0,0,0,0,0,20,0
BAO,F,0,0,0,0,0,13,0
BAQIR,M,0,0,0,0,0,6,0
BARAA,M,0,0,0,0,0,13,0
BARAA,F,0,0,0,0,0,7,0
BARAKAH,F,0,0,0,0,0,21,0
BARAKAT,F,0,0,0,0,0,10,0
BARBORA,F,0,0,0,0,0,55,0
BARCLEY,M,0,0,0,0,0,6,0
BAREEN,F,0,0,0,0,0,6,0
BAREERA,F,0,0,3,0,3,48,6
BAREERAH,F,0,0,0,0,0,69,0
BAREZ,M,0,0,0,0,0,3,0
BARIMA,M,0,0,0,0,0,3,0
BARIN,F,0,0,0,0,0,27,0
BARIRA,F,0,0,0,0,0,3,0
BARIRAH,F,0,0,0,0,0,19,0
BARNES,M,0,0,0,0,0,14,0
BARTLOMIEJ,M,0,0,0,0,0,213,0
BARTON,M,3,0,3,0,0,6,6
BARTOSZ,M,0,0,0,0,0,706,0
BARUCH,M,0,0,0,0,0,17,0
BARUN,M,0,0,0,0,0,3,0
BARZAN,M,0,0,0,0,0,6,0
BASAK,F,0,0,0,0,0,10,0
BASEM,M,0,0,0,0,0,3,0
BASHAR,M,0,0,0,0,0,28,0
BASMAH,F,0,0,0,0,0,14,0
BASMALA,F,0,0,0,0,0,18,0
BASRA,F,0,0,0,0,0,3,0
BASSIM,M,0,0,0,0,0,3,0
BATOUL,F,0,0,0,0,0,14,0
BATUHAN,M,0,0,0,0,5,68,5
BATUL,F,0,0,0,3,0,17,3
BATYA,F,0,0,0,0,0,32,0
BAVISHA,F,0,0,0,0,0,3,0
BAVITA,F,4,0,0,0,0,4,4
BAVLEEN,F,0,0,0,0,0,3,0
BAVNEET,F,0,0,0,0,0,3,0
BAWAN,M,0,0,0,0,0,69,0
BAWAR,M,0,0,0,0,0,4,0
BAWER,M,0,0,0,0,0,4,0
BAY,M,0,0,0,0,0,90,0
BAYA,F,0,3,0,0,0,17,3
BAYDEN,M,0,0,0,0,0,44,0
BAYE,F,0,0,0,0,0,15,0
BAYE,M,0,0,0,0,0,4,0
BAYLEA,F,0,0,0,0,6,14,6
BAYLEIGH-MAE,F,0,0,0,0,0,4,0
BAYLEN,M,0,0,0,0,0,11,0
BAYRAM,M,0,3,0,0,0,16,3
BEATRISA,F,0,0,0,0,0,3,0
BEAUDEN,M,0,0,0,0,0,25,0
BEAU-LILY,F,0,0,0,0,0,4,0
BECKS,M,0,0,0,0,0,3,0
BEDIRHAN,M,0,0,0,0,0,27,0
BEDRAN,M,0,0,0,0,0,3,0
BEE,F,0,0,0,0,0,19,0
BEENISH,F,0,0,3,0,0,6,3
BEGW,F,0,0,0,0,0,22,0
BEHESHTA,F,0,0,0,0,0,10,0
BEHRAM,M,0,0,0,0,0,6,0
BEHZAD,M,0,0,0,0,0,17,0
BEILA,F,0,0,0,0,0,3,0
BEILY,F,0,0,0,0,0,3,0
BEJNA,F,0,0,0,0,0,9,0
BEKI,F,3,0,0,0,0,3,3
BEKIM,M,0,0,0,0,3,3,3
BELA,M,0,0,0,0,0,9,0
B'ELANNA,F,0,0,0,0,0,3,0
BELEN,F,0,3,3,0,0,16,6
BELIEVE,M,0,0,0,0,0,3,0
BELINAY,F,0,0,0,0,0,40,0
BELLA-ANN,F,0,0,0,0,0,3,0
BELLA-BEAU,F,0,0,0,0,0,7,0
BELLA-GRACE,F,0,0,0,0,0,19,0
BELLA-JADE,F,0,0,0,0,0,3,0
BELLA-LOUISE,F,0,0,0,0,0,44,0
BELLA-MAI,F,0,0,0,0,0,44,0
BELLA-MARIA,F,0,0,0,0,0,3,0
BELLA-MARIE,F,0,0,0,0,0,37,0
BELLANGE,F,0,0,0,0,0,3,0
BELLA-RAE,F,0,0,0,0,0,47,0
BELLA-RENEE,F,0,0,0,0,0,3,0
BELLAROSE,F,0,0,0,0,0,4,0
BELLA-ROSE,F,0,0,0,0,0,450,0
BENAIAH,M,0,0,3,0,0,53,3
BENARD,M,0,0,0,0,0,7,0
BENAZIR,F,0,0,0,0,0,3,0
BENDE,M,0,0,0,0,0,3,0
BENDEGUZ,M,0,0,0,0,0,5,0
BENEAMIN,M,0,0,0,0,0,7,0
BENEDEK,M,0,0,0,0,0,24,0
BENEDETTA,F,0,0,0,0,0,3,0
BENEDICT,F,0,0,0,0,0,6,0
BENHUR,M,0,0,0,0,0,3,0
BENIAH,M,0,0,0,0,0,3,0
BENIAMIN,M,0,0,0,0,0,106,0
BENJAMIM,M,0,0,0,0,0,6,0
BENJAMINE,M,0,0,0,0,0,6,0
BENJAMIN-JAMES,M,0,0,0,0,0,4,0
BENJIMIN,M,0,0,0,0,0,9,0
BENJY,M,0,0,0,0,0,18,0
BENTE,F,0,0,0,0,0,3,0
BENTLEE,M,0,0,0,0,0,3,0
BENTLY,M,0,0,0,0,0,4,0
BENYAMEEN,M,0,0,0,0,0,6,0
BENZION,M,0,0,0,3,0,7,3
BERAT,M,0,0,0,0,0,163,0
BERAY,F,0,0,0,0,0,3,0
BERCEM,F,0,0,0,0,0,3,0
BERDAN,M,0,0,0,3,0,47,3
BERENIKA,F,0,0,0,0,0,3,0
BERES,M,0,0,0,0,0,3,0
BERHAN,M,0,0,0,0,0,3,0
BERI,F,0,0,0,0,0,3,0
BERIL,F,0,0,0,0,0,14,0
BERIN,F,0,0,0,0,0,3,0
BERITAN,F,0,0,0,0,0,17,0
BERKIN,M,0,0,0,0,0,16,0
BERNA,F,3,0,3,0,0,6,6
BERRIN,F,0,0,0,0,0,3,0
BERZAN,M,0,0,0,0,0,29,0
BESIAN,M,0,0,0,0,0,4,0
BESIANA,F,0,0,0,0,0,3,0
BESTE,F,0,0,0,0,0,3,0
BETANIA,F,0,0,0,0,0,23,0
BETHANY-,F,0,0,0,0,0,3,0
BETHANY-MAI,F,0,0,0,0,0,3,0
BETHANY-MARIE,F,0,0,0,0,0,3,0
BETHANY-MAY,F,0,0,0,0,0,6,0
BETHANY-PAIGE,F,0,0,0,0,0,3,0
BETHINN,F,0,0,3,0,0,3,3
BETIM,M,0,0,3,0,0,3,3
BETSI,F,0,0,0,0,0,92,0
BETSY-BLU,F,0,0,0,0,0,3,0
BETSY-BO,F,0,0,0,0,0,3,0
BETSY-LOU,F,0,0,0,0,0,3,0
BETSY-MAE,F,0,0,0,0,0,15,0
BETSY-MAY,F,0,0,0,0,0,3,0
BETSY-RAE,F,0,0,0,0,0,8,0
BETSY-ROSE,F,0,0,0,0,0,14,0
BETTE,F,0,0,0,0,0,10,0
BETTY-LOU,F,0,0,0,0,0,4,0
BETTY-MAY,F,0,0,0,0,0,3,0
BETTY-ROSE,F,0,0,0,0,0,3,0
BETUEL,M,0,0,0,0,0,3,0
BETZALEL,M,0,0,0,0,0,12,0
BEVIN,F,0,0,0,0,0,5,0
BEVIN,M,0,0,0,0,0,4,0
BEXLEY,F,0,0,0,0,0,3,0
BEYLA,F,0,0,0,0,0,4,0
BEYONCE,F,0,0,0,0,0,113,0
BEYZA,F,0,0,3,0,0,103,3
BEYZANUR,F,0,0,0,0,0,3,0
BEZALEL,M,0,0,0,0,0,6,0
BEZAWIT,F,0,0,0,0,0,6,0
BHADRA,F,0,0,0,0,0,3,0
BHAIRAVI,F,0,0,3,0,0,3,3
BHARATH,M,0,0,0,0,0,3,0
BHARGAV,M,0,0,0,0,3,17,3
BHARGAVI,F,0,0,0,0,0,6,0
BHAVAN,M,0,3,0,0,0,7,3
BHAVAN,F,0,0,0,0,0,3,0
BHAVANA,F,0,0,0,0,0,3,0
BHAVANDEEP,M,0,3,0,0,3,6,6
BHAVDEEP,M,0,0,0,0,0,3,0
BHAVEN,M,0,0,0,0,0,3,0
BHAVI,F,0,0,0,0,0,4,0
BHAVISH,M,0,0,0,0,0,3,0
BHAVISHYA,F,0,0,0,0,0,3,0
BHAVJOT,M,0,0,0,0,0,3,0
BHAVNA,F,3,0,0,0,0,12,3
BHAVNEET,F,0,3,0,0,3,38,6
BHAVYA,F,0,0,0,0,0,59,0
BHAVYA,M,0,0,0,0,0,51,0
BHOOMI,F,0,0,0,0,0,14,0
BHUVAN,M,0,0,0,0,0,4,0
BHUVI,F,0,0,0,0,0,3,0
BIAGIO,M,0,0,0,0,0,3,0
BIANCA-MARIA,F,0,0,0,0,0,3,0
BIBIANA,F,0,0,0,0,0,31,0
BIDDY,F,0,0,0,0,0,3,0
BIJAN,M,0,3,0,0,0,9,3
BIJOU,F,0,0,0,0,0,11,0
BIKRAM,M,0,0,3,0,0,6,3
BIKRAMJIT,M,0,3,0,0,0,3,3
BILAN,F,3,0,0,0,3,41,6
BILAWAL,M,0,0,0,0,0,11,0
BILGE,F,0,0,0,0,0,4,0
BILLI,M,0,0,0,0,0,9,0
BILLIE-,F,0,0,0,0,0,3,0
BILLIE-ANN,F,0,0,3,0,0,6,3
BILLIE-ANNE,F,0,0,0,0,3,3,3
BILLIE-JANE,F,0,0,3,0,0,3,3
BILLIE-JOE,M,0,0,0,0,0,8,0
BILLIE-LEIGH,F,0,0,0,0,0,8,0
BILLIE-LOUISE,F,0,0,0,0,0,3,0
BILLIE-MAE,F,0,0,4,0,0,42,4
BILLIE-MAI,F,0,0,0,0,0,13,0
BILLIE-MARIE,F,3,0,0,0,0,9,3
BILLYBOB,M,0,0,0,0,0,3,0
BILLY-DEAN,M,0,0,0,3,0,12,3
BILLY-GEORGE,M,0,0,0,0,0,3,0
BILLY-JAY,M,0,0,0,0,0,36,0
BILLY-JOHN,M,0,0,0,0,0,3,0
BILLYLEE,M,0,0,0,0,0,3,0
BILLYRAY,M,0,0,0,0,0,3,0
BILQEES,F,0,0,0,0,0,13,0
BILQIS,F,0,0,0,0,0,33,0
BINA,F,0,0,0,0,0,11,0
BINAL,F,0,3,0,0,0,3,3
BINDI,F,0,0,0,0,0,4,0
BING,F,0,0,0,0,0,7,0
BING,M,0,0,0,0,0,3,0
BINIAM,M,0,0,0,0,0,3,0
BINKY,F,0,0,0,0,0,15,0
BINYAMEEN,M,0,0,0,0,3,53,3
BIPASHA,F,0,0,3,0,0,6,3
BIRRAH,F,0,0,0,0,0,3,0
BISHAN,M,0,0,0,0,0,4,0
BISOLA,F,0,0,0,0,0,6,0
BITA,F,0,0,0,0,0,3,0
BITANIA,F,0,0,0,0,0,9,0
BIVON,M,0,0,0,0,0,3,0
BLADEN,M,0,0,0,0,5,31,5
BLAIDD,M,0,0,0,0,0,3,0
BLAIKE,M,0,0,0,0,0,4,0
BLAKELEY,M,0,0,0,0,0,4,0
BLAKELY,M,0,0,0,0,0,39,0
BLAYDEN,M,0,0,0,0,0,3,0
BLAYKE,M,0,0,0,0,0,26,0
BLAYN,M,0,0,0,0,0,3,0
BLAYZE,F,3,0,0,0,0,3,3
BLAYZE,M,0,0,0,0,0,32,0
BLAZEJ,M,0,0,0,0,0,84,0
BLEN,F,0,0,0,0,0,7,0
BLEND,M,0,0,0,0,0,10,0
BLENDA,F,0,0,0,0,0,3,0
BLENDI,M,0,0,0,0,0,3,0
BLERIM,M,0,0,0,0,3,3,3
BLERON,M,0,0,0,0,3,7,3
BLERTON,M,0,0,0,0,0,7,0
BLIMA,F,0,0,0,0,0,30,0
BLIMI,F,0,0,0,0,0,72,0
BLIN,M,0,0,0,0,0,3,0
BLINA,F,0,0,0,0,0,3,0
BLOUSEY,F,0,0,0,0,0,3,0
BLOUSIE,F,0,0,0,0,0,3,0
BLUBELLE,F,0,0,0,0,0,7,0
BLU-BELLE,F,0,0,0,0,0,3,0
BLYSS,F,0,0,0,0,0,3,0
BOADICEA,F,0,0,0,0,0,8,0
BOBBI,M,0,0,0,0,0,130,0
BOBBIE-JADE,F,3,0,0,0,0,3,3
BOBBIE-LEE,M,0,0,0,0,0,3,0
BOBBIE-MAE,F,0,0,0,0,0,10,0
BOBBIE-ROSE,F,0,0,0,0,0,4,0
BOBBI-LEIGH,F,0,0,0,0,0,10,0
BOBBI-LOU,F,0,0,0,0,0,3,0
BOBBI-MAE,F,0,0,0,0,0,6,0
BOBBI-MARIE,F,0,0,0,0,0,3,0
BOBBI-ROSE,F,0,0,0,0,0,8,0
BOBBY-DEAN,M,0,0,0,0,0,3,0
BOBBY-GEORGE,M,0,0,0,0,0,11,0
BOBBY-JACK,M,0,0,0,0,0,36,0
BOBBY-JAI,M,0,0,0,0,0,8,0
BOBBY-JAMES,M,0,0,0,0,0,34,0
BOBBY-JAY,M,0,0,0,0,0,22,0
BOBBY-JO,F,0,0,0,3,0,9,3
BOBBYJOE,M,0,0,0,0,0,3,0
BOBBY-JOHN,M,0,0,0,0,0,5,0
BOBBY-LEE,M,0,0,0,0,0,133,0
BOBBY-RAY,M,0,0,0,0,0,34,0
BOBI,M,0,0,0,0,0,42,0
BODIE,F,0,0,0,0,0,4,0
BOGLARKA,F,0,0,0,0,0,6,0
BOHAN,M,0,0,0,0,0,12,0
BOHEN,M,0,0,0,0,0,3,0
BOJIDAR,M,0,0,0,0,0,4,0
BOLUWATIFE,M,4,0,0,0,0,98,4
BOLUWATIFE,F,0,0,4,0,0,96,4
BON,M,0,0,0,0,0,15,0
BONNI,F,0,0,0,0,0,19,0
BONNIE-BLU,F,0,0,0,0,0,3,0
BONNIE-BLUE,F,0,0,0,0,0,10,0
BONNIE-LEIGH,F,0,0,0,0,0,21,0
BONNIE-LOU,F,0,0,0,0,0,12,0
BONNIE-LOUISE,F,0,0,0,0,0,6,0
BONNIE-MAE,F,0,0,0,0,0,32,0
BONNIE-MAI,F,0,0,0,0,0,3,0
BONNIE-MARIE,F,0,0,0,0,0,7,0
BONNIE-MAY,F,0,0,0,0,0,28,0
BONNIE-RAE,F,0,0,0,0,0,19,0
BONNIE-ROSE,F,0,0,0,0,0,28,0
BORA,M,0,0,0,0,0,31,0
BORA,F,0,0,0,0,0,14,0
BORAN,M,0,0,0,0,0,78,0
BORIL,M,0,0,0,0,0,3,0
BORISLAV,M,0,0,0,0,0,16,0
BORYS,M,0,0,0,0,0,240,0
BOSHRA,F,0,0,0,0,0,3,0
BOTAN,M,0,0,0,0,0,22,0
BOTOND,M,0,0,0,0,0,26,0
BOUCHRA,F,0,0,0,0,0,10,0
BOUDICCA,F,0,0,0,0,0,10,0
BOUX,F,0,0,0,0,0,11,0
BOW,F,0,0,0,0,0,131,0
BOW,M,0,0,0,0,0,8,0
BOWDEN,M,0,0,0,0,0,3,0
BOWE,F,0,0,0,0,0,6,0
BOWE,M,0,0,0,0,0,4,0
BOWIE,F,0,0,0,0,0,10,0
BOYAN,M,0,0,0,0,0,19,0
BOZENA,F,0,0,0,0,4,4,4
BOZHIDARA,F,0,0,0,0,0,4,0
BRADEY,M,0,0,0,0,0,3,0
BRADLEY-JAMES,M,0,0,0,0,0,8,0
BRADLEY-JOHN,M,0,0,0,0,0,4,0
BRADYN,M,0,0,0,0,0,12,0
BRAE,F,0,0,0,0,0,3,0
BRAEDAN,M,0,0,0,0,0,19,0
BRAEDEN,M,0,0,0,0,4,133,4
BRAEDYN,M,0,0,0,0,0,14,0
BRAELYN,M,0,0,0,0,0,3,0
BRAELYN,F,0,0,0,0,0,3,0
BRAHIM,M,0,0,0,0,0,3,0
BRAIAN,M,0,0,0,0,0,3,0
BRAIDAN,M,0,0,0,0,0,7,0
BRAIDEN-LEE,M,0,0,0,0,0,3,0
BRAIDON,M,0,0,0,0,0,38,0
BRAIDY,M,0,0,3,0,0,25,3
BRAIDY,F,0,0,0,0,0,3,0
BRAIENS,M,0,0,0,0,0,8,0
BRAITH,M,0,0,0,0,0,3,0
BRAJAN,M,0,0,0,0,0,54,0
BRAJEN,M,0,0,0,0,0,3,0
BRAMLEY,M,0,0,0,0,0,5,0
BRANDEN-LEE,M,0,0,0,0,0,8,0
BRANDON-JAMES,M,0,0,0,0,0,10,0
BRANDON-LEIGH,M,0,0,0,0,0,6,0
BRANON,M,0,0,0,0,0,3,0
BRANSON,M,0,0,0,0,0,3,0
BRAULIO,M,0,0,0,0,0,3,0
BRAXSON,M,0,0,0,0,0,3,0
BRAXSTON,M,0,0,0,0,0,3,0
BRAY,F,0,0,0,0,0,3,0
BRAYAN,M,0,0,0,0,0,79,0
BRAYDEN-LEE,M,0,0,0,0,0,11,0
BRAYDN,M,0,0,0,0,0,16,0
BRAYEN,M,0,0,0,0,0,9,0
BRAYLAN,M,0,0,0,0,0,3,0
BRAYLEIGH,F,0,0,0,0,0,3,0
BRAYLEN,M,0,0,0,0,0,11,0
BRAYLIN,M,0,0,0,0,0,5,0
BRAYLON,M,0,0,0,0,0,12,0
BRAYSON,M,0,0,0,0,0,3,0
BREAGH,F,0,0,0,0,0,3,0
BRECKIN,M,0,0,0,0,0,3,0
BREEANNA,F,0,0,0,0,0,14,0
BREEYA,F,0,0,0,0,0,7,0
BREEZE,M,0,0,0,0,0,3,0
BREINDEL,F,0,0,0,0,0,3,0
BREINDY,F,0,0,0,0,0,16,0
BRENTLEY,M,0,0,0,0,0,3,0
BRESHNA,F,0,0,0,0,0,3,0
BREYA,F,0,0,0,0,0,10,0
BREYANA,F,0,0,0,0,0,3,0
BREYANNA,F,0,0,0,0,0,3,0
BREYDON,M,0,0,0,0,0,3,0
BRIALLEN,F,0,0,0,0,0,3,0
BRIANIE,F,0,0,0,0,0,3,0
BRIANNA-LEIGH,F,0,0,0,0,0,3,0
BRIANY,F,0,0,0,0,0,12,0
BRIAR-ROSE,F,0,0,0,0,0,14,0
BRIDE,F,0,3,0,0,0,6,3
BRIDIE-LEIGH,F,0,0,0,0,0,4,0
BRIELLA,F,0,0,0,0,0,33,0
BRIER,F,0,0,0,0,0,5,0
BRIHANNA,F,0,0,0,0,0,41,0
BRIJESH,M,0,0,0,0,0,10,0
BRILEY,M,0,0,0,0,0,23,0
BRILEY,F,0,0,0,0,0,10,0
BRIN,M,0,0,0,0,0,3,0
BRINDA,F,0,0,0,0,0,3,0
BRINLEY,F,0,0,0,0,0,3,0
BRISEIS,F,0,0,0,0,0,5,0
BRISHNA,F,0,0,0,0,0,3,0
BRISHTI,F,0,0,0,0,0,3,0
BRITANIA,F,0,0,0,0,0,10,0
BRITANNI,F,0,0,3,0,0,3,3
BRITENY,F,0,0,0,3,0,6,3
BRITHANY,F,0,0,0,0,0,3,0
BRODEE,F,0,0,0,0,0,6,0
BRODEY,F,0,0,0,0,0,3,0
BRODIE-LEE,M,0,0,0,0,0,14,0
BRODY-LEE,M,0,0,0,0,0,22,0
BROGAN-LEE,M,0,0,0,0,0,4,0
BROGUN,M,0,0,0,0,0,3,0
BROMLEY,F,0,0,0,0,0,3,0
BRONTIE,F,0,0,0,0,0,6,0
BROOKE-AMELIA,F,0,0,0,0,0,3,0
BROOKE-ELISE,F,0,0,0,0,0,3,0
BROOKE-LEA,F,0,0,0,0,0,3,0
BROOKE-LEIGH,F,0,0,0,0,0,35,0
BROOKE-LOUISE,F,0,0,0,0,0,21,0
BROOKELYN,F,0,0,0,0,3,14,3
BROOKE-LYN,F,0,0,0,0,0,4,0
BROOKE-LYNN,F,0,0,0,0,0,3,0
BROOKE-MARIE,F,0,0,0,0,0,15,0
BROOKE-ROSE,F,0,0,0,0,0,3,0
BROOKLAN,M,0,0,0,0,0,3,0
BROOKLYN-LEE,M,0,0,0,0,0,3,0
BROOKLYN-MAI,F,0,0,0,0,0,3,0
BROOKLYNNE,F,0,0,0,0,0,12,0
BROOKLYN-ROSE,F,0,0,0,0,0,3,0
BROOKS,M,0,0,0,0,0,10,0
BRUK,M,0,0,0,0,0,8,0
BRUNELLA,F,0,0,0,0,0,3,0
BRYANY,F,6,0,0,0,0,19,6
BRYCE,F,0,0,0,0,0,11,0
BRYDON,M,0,0,0,0,0,15,0
BRYLEE,F,0,0,0,0,0,10,0
BRYLEIGH,F,0,0,0,0,0,6,0
BRYNA,F,0,0,0,0,0,3,0
BRYNLEE,M,0,0,0,0,0,4,0
BUCKLEY,M,0,0,0,0,0,8,0
BUDDIE,M,0,0,0,0,0,9,0
BUDDUG,F,0,3,0,0,3,12,6
BUKHARI,M,0,0,0,0,0,10,0
BULUT,M,0,0,0,0,0,7,0
BUNTY,F,0,0,0,0,0,3,0
BUPE,F,0,0,0,0,0,3,0
BURCIN,F,0,0,0,0,0,3,0
BURHAAN,M,0,0,0,0,0,23,0
BURHANUDDIN,M,0,0,3,0,0,55,3
BURTON,M,0,0,0,0,0,11,0
BUSBY,M,0,0,0,0,0,10,0
BUSHRAA,F,0,0,0,0,0,9,0
BUSHRAH,F,0,0,0,0,0,10,0
BYREN,M,0,0,0,0,0,3,0
C,M,0,0,0,0,0,45,0
CACEY,F,0,0,0,0,0,32,0
CADANCE,F,0,0,0,0,0,7,0
CADE,F,0,0,0,0,0,3,0
CADEE,F,0,0,0,0,0,34,0
