NAME,gender,1996_count,1997_count,1998_count,1999_count,2000_count,count,90sCount
KALIA,F,0,0,0,0,0,44,0
KALIAH,F,0,0,0,0,0,19,0
KALICE,F,0,0,0,0,0,3,0
KALICIA,F,0,0,0,0,0,3,0
KALID,M,0,0,3,0,0,33,3
KALIE,F,0,3,0,0,0,7,3
KALIF,M,0,3,0,0,0,3,3
KALIFA,F,0,3,3,0,0,6,6
KALIN,M,0,0,0,0,0,12,0
KALINA,F,4,0,0,0,0,166,4
KALISA,F,0,0,0,0,0,7,0
KALISI,F,0,0,0,0,0,3,0
KALISTA,F,0,0,0,0,0,16,0
KALIYAH,F,0,0,0,0,4,131,4
KALKIDAN,F,0,0,0,0,0,5,0
KALLAI,M,0,0,0,0,0,9,0
KALLE,M,0,0,0,0,0,9,0
KALLEL,M,0,0,0,0,0,4,0
KALLIA,F,0,0,0,0,0,9,0
KALLIOPI,F,0,0,0,0,0,6,0
KALLIS,M,0,0,0,0,0,6,0
KALLON,M,0,0,5,0,0,5,5
KALO,M,0,0,0,0,0,6,0
KALONICE,F,0,0,0,0,0,3,0
KALONJI,M,0,0,0,0,0,5,0
KALOYAN,M,0,0,0,0,0,38,0
KALP,M,0,0,0,0,0,4,0
KALSUM,F,0,0,0,0,0,3,0
KALTHUM,F,0,0,0,0,0,3,0
KALTRINA,F,0,0,0,3,0,3,3
KALU,M,0,0,0,0,0,3,0
KALUP,M,0,0,0,0,0,3,0
KALVYN,M,0,0,0,0,0,3,0
KALYA,F,0,0,0,0,0,3,0
KALYAN,M,0,0,0,0,0,16,0
KALYANI,F,0,0,0,3,0,15,3
KALYN,F,0,0,0,0,0,6,0
KAM,M,0,0,0,0,0,3,0
KAMA,F,0,0,3,0,0,6,3
KAMAI,M,0,0,0,0,0,13,0
KAMALDEEP,F,3,3,0,0,0,6,6
KAMALDEEP,M,3,0,0,0,0,6,3
KAMALI,M,0,4,0,0,0,41,4
KAMALJEET,F,0,0,0,3,0,3,3
KAMALPREET,F,4,0,0,3,0,7,7
KAMALPREET,M,0,0,0,0,0,3,0
KAMANI,M,0,0,0,0,0,43,0
KAMARAN,M,0,0,0,0,0,7,0
KAMARI,M,0,0,0,0,0,210,0
KAMARIA,F,0,0,0,0,0,6,0
KAMARION,M,0,0,0,0,0,3,0
KAMARL,M,0,0,0,0,4,19,4
KAMARLEY,M,0,0,0,0,0,16,0
KAMARLI,M,0,0,0,0,0,6,0
KAMARNI,M,0,0,0,0,0,45,0
KAMAYA,F,0,0,0,0,0,9,0
KAMDEN,M,0,0,0,0,0,7,0
KAMEA,F,0,0,0,0,0,3,0
KAMEELA,F,0,0,0,0,0,3,0
KAMEL,M,3,0,0,0,3,12,6
KAMELIA,F,0,0,0,0,0,16,0
KAMERAN,M,0,0,0,0,0,22,0
KAMESHA,F,0,0,0,0,0,4,0
KAMI,F,0,0,0,0,0,11,0
KAMIAH,F,0,0,0,0,0,12,0
KAMILIA,F,0,0,0,0,0,6,0
KAMILIS,M,0,0,0,0,0,4,0
KAMILLA,F,0,0,0,0,3,70,3
KAMIRA,F,0,0,0,3,0,3,3
KAMIRAH,F,0,0,0,0,0,3,0
KAMIYA,F,0,0,0,0,0,15,0
KAMIYAH,F,0,0,0,0,0,22,0
KAMREN,M,0,0,0,3,0,42,3
KAM'RON,M,0,0,0,0,0,3,0
KAMRUN,M,0,0,0,3,0,9,3
KAMRYN,M,0,0,0,0,0,6,0
KAMRYN,F,0,0,0,0,0,6,0
KAMSI,F,0,0,0,0,0,8,0
KAMSI,M,0,0,0,0,0,6,0
KAMSIYOCHI,M,0,0,0,0,0,3,0
KAMSIYOCHUKWU,M,0,0,0,0,0,43,0
KAMSIYOCHUKWU,F,0,0,0,0,0,37,0
KAMURAN,M,0,0,0,0,3,3,3
KAMYA,F,0,0,0,0,0,4,0
KAMYAR,M,0,0,0,0,0,4,0
KANA,F,0,4,0,0,0,10,4
KANAAN,M,0,0,0,0,0,3,0
KANAKO,F,0,3,0,0,0,3,3
KANAV,M,0,0,0,0,0,32,0
KANDI,F,0,0,0,0,0,3,0
KANG,M,0,0,0,0,0,8,0
KANHAIYA,M,0,0,0,0,0,3,0
KANI,M,0,4,0,0,0,10,4
KANI,F,0,0,0,0,0,62,0
KANIHA,F,0,0,0,0,0,3,0
KANISH,M,0,0,0,0,0,10,0
KANISHK,M,0,0,0,0,0,25,0
KANISHKA,F,0,0,0,0,0,47,0
KANITA,F,0,0,0,0,0,3,0
KANIZ,F,0,0,0,0,0,3,0
KANNA,F,0,0,0,0,0,3,0
KANNAN,M,0,0,0,0,0,4,0
KANO,M,0,0,0,0,0,3,0
KANON,F,0,0,0,0,0,3,0
KANWAR,M,0,0,0,0,0,3,0
KANY,F,0,0,0,0,0,13,0
KANYA,F,0,0,0,0,0,6,0
KANYA,M,0,0,0,0,0,3,0
KANYE,M,0,0,0,0,0,134,0
KANYINSOLA,F,0,0,0,0,0,6,0
KANZA,F,0,0,0,0,0,3,0
KANZAH,F,0,0,0,0,0,6,0
KAORI,F,0,0,0,0,0,3,0
KAPILAN,M,0,0,0,0,0,3,0
KARAGH,F,0,0,0,0,0,3,0
KARALEE,F,0,0,0,0,0,3,0
KARA-LEIGH,F,0,0,0,0,3,25,3
KARAMBA,M,0,0,0,0,0,3,0
KARAMDEEP,M,0,0,0,0,0,3,0
KARAMDEEP,F,0,0,0,0,0,3,0
KARAMJEET,F,0,0,0,0,0,8,0
KARAMJEET,M,0,0,0,0,0,3,0
KARAMJIT,M,3,0,0,3,0,6,6
KARAMVEER,F,0,0,0,0,0,3,0
KARAMVIR,M,0,3,0,0,0,9,3
KARAN,F,0,0,0,0,0,7,0
KARANBIR,M,0,0,0,0,0,3,0
KARANDEEP,F,0,3,0,3,0,6,6
KARANJEET,M,3,0,0,0,0,3,3
KARANJIT,F,0,0,0,4,0,4,4
KARANJOT,M,0,0,3,0,0,6,3
KARAS,M,0,0,0,0,0,3,0
KARDEL,M,0,0,0,0,0,3,0
KARDELL,M,0,0,0,0,0,4,0
KARDO,M,0,0,0,0,0,11,0
KAREEN,F,0,0,0,0,0,8,0
KARELL,M,0,0,0,0,0,6,0
KAREM,M,0,0,0,0,0,7,0
KARENJIT,F,3,0,0,0,0,3,3
KARHA,F,5,0,0,0,0,5,5
KARHYS,F,0,0,0,0,3,3,3
KARI,M,0,0,0,0,0,3,0
KARIKALAN,M,0,0,0,0,0,3,0
KARILE,F,0,0,0,0,0,3,0
KARINE,F,3,3,0,0,0,9,6
KARIS,M,0,0,0,0,0,3,0
KARISH,M,0,0,0,0,0,3,0
KARISHA,F,0,3,0,0,0,18,3
KARLENE,F,0,0,0,0,0,3,0
KARLINA,F,0,0,0,0,0,4,0
KARLIS,M,0,0,0,0,0,18,0
KARLO,M,0,3,0,0,0,22,3
KARLOS,M,0,0,3,3,0,42,6
KARMA,M,0,0,0,0,0,3,0
KARMAN,M,0,0,0,0,0,19,0
KARMANI,M,0,0,0,0,0,6,0
KARMANJOT,M,0,0,0,0,0,3,0
KARMEL,F,0,0,0,0,0,12,0
KARMELLA,F,0,0,0,0,0,4,0
KARNA,M,0,0,0,0,0,3,0
KARNAN,M,0,0,0,0,0,3,0
KARNYE,M,0,0,0,0,0,8,0
KARO,M,0,0,0,0,0,6,0
KAROLINE,F,0,0,0,0,0,11,0
KAROLIS,M,0,0,0,0,0,66,0
KARRAN,M,3,3,0,0,0,10,6
KARRERA,F,0,0,0,0,0,6,0
KARRI,F,0,0,0,0,0,3,0
KARRIGAN,F,0,3,0,0,0,3,3
KARRINA,F,0,3,0,0,0,3,3
KARSEN,M,0,0,0,0,0,15,0
KARSON,M,0,0,0,0,0,166,0
KARTA,M,0,0,0,0,0,3,0
KARTAR,M,0,0,0,0,0,61,0
KARTEL,M,0,0,0,0,0,19,0
KARTHI,M,0,0,0,0,0,3,0
KARTHIK,M,0,0,0,0,0,66,0
KARTHIKA,F,0,0,0,0,0,3,0
KARTHIKEYA,M,0,0,0,0,0,6,0
KARUM,M,0,0,3,0,3,28,6
KASANDRA,F,0,0,0,0,0,7,0
KASE,M,0,0,0,0,0,3,0
KASEN,M,0,0,0,0,0,34,0
KASEY-LEE,F,0,0,0,0,0,7,0
KASEY-LEIGH,F,0,0,0,0,0,44,0
KASEY-MAE,F,0,0,0,0,0,8,0
KASEY-MAY,F,0,0,0,0,0,4,0
KASHAAN,M,0,0,0,0,0,6,0
KASHAF,F,0,0,0,0,0,55,0
KASHAI,M,0,0,0,0,0,3,0
KASHAN,M,0,0,0,0,0,29,0
KASHANE,M,0,0,0,3,0,3,3
KASHAUN,M,0,0,0,0,3,3,3
KASHEF,M,0,0,0,0,0,4,0
KASHI,M,0,0,0,0,0,3,0
KASHIFA,F,0,0,0,0,0,6,0
KASHISH,F,0,0,0,0,0,82,0
KASHMALA,F,4,0,0,0,0,39,4
KASHVI,F,0,0,0,0,0,85,0
KASHVIN,M,0,0,0,0,0,4,0
KASI,F,0,0,0,0,3,17,3
KASIAH,F,0,0,0,0,0,3,0
KASIAN,M,0,0,0,0,0,3,0
KASIB,M,0,0,0,0,0,3,0
KASIE,M,0,0,0,3,0,6,3
KASJAN,M,0,0,0,0,0,22,0
KASON,M,0,0,0,0,0,132,0
KASRA,M,0,0,0,0,0,88,0
KASSA,M,0,0,0,0,0,3,0
KASSAM,M,3,0,0,0,3,6,6
KASSEM,M,0,0,0,0,0,4,0
KASSIAH,F,0,0,0,0,0,3,0
KASSIDY,M,0,0,0,0,0,10,0
KASTHURI,F,0,3,0,0,0,3,3
KASTURI,F,0,0,3,0,0,3,3
KASUMI,F,0,0,0,0,0,7,0
KATA,F,0,0,0,0,0,3,0
KATALEA,F,0,0,0,0,0,6,0
KATALEJA,F,0,0,0,0,0,9,0
KATALEYA,F,0,0,0,0,0,13,0
KATALIA,F,0,0,0,0,0,3,0
KATALIN,F,0,0,0,0,0,7,0
KATALINA,F,0,0,0,6,0,64,6
KATAN,F,0,0,0,0,0,3,0
KATANA,F,0,0,0,3,0,36,3
KATAYA,F,0,0,0,0,0,3,0
KATEE,F,0,0,0,0,0,3,0
KATE-LYN,F,0,0,0,0,0,3,0
KATELYND,F,0,0,4,0,0,4,4
KATELYNE,F,0,3,0,0,0,21,3
KATE-LYNN,F,0,0,0,0,0,10,0
KATELYNNE,F,0,0,0,0,4,24,4
KATELYN-ROSE,F,0,0,0,0,0,3,0
KATHAN,M,0,0,0,0,0,18,0
KATHARYN,F,0,0,0,0,3,3,3
KATHERINA,F,0,0,0,0,0,10,0
KATHERYNE,F,0,0,3,0,0,3,3
KATHIR,M,0,0,0,0,0,3,0
KATHLEEN-MARIE,F,0,0,0,0,0,4,0
KATHRIN,F,0,0,0,0,0,3,0
KATHRINA,F,3,0,0,0,0,3,3
KATIE-,F,0,0,0,0,3,30,3
KATIEANN,F,0,0,0,0,0,3,0
KATIEANNE,F,0,3,0,0,0,3,3
KATIE-GRACE,F,0,0,0,0,0,9,0
KATIE-JO,F,0,0,0,3,0,38,3
KATIE-LEA,F,0,0,0,0,0,6,0
KATIE-LEE,F,4,0,0,0,0,26,4
KATIELEIGH,F,0,0,0,0,0,12,0
KATIE-LOU,F,0,0,0,0,0,7,0
KATIELOUISE,F,0,0,0,0,0,6,0
KATIE-MAI,F,0,0,0,0,0,17,0
KATINKA,F,0,0,0,3,0,23,3
KATISHA,F,0,3,0,0,0,3,3
KATLAN,F,0,0,0,0,3,3,3
KATREENA,F,0,0,0,0,0,3,0
KATRYNA,F,0,3,0,0,0,3,3
KATY-LEE,F,0,0,0,0,0,3,0
KATY-LEIGH,F,0,0,0,0,0,3,0
KATY-MAY,F,0,0,0,0,0,4,0
KAUA,M,0,0,0,0,0,3,0
KAUAN,M,0,0,0,0,0,13,0
KAUSAR,F,4,0,0,0,0,21,4
KAUSHIK,M,0,0,0,0,0,3,0
KAVALI,M,0,0,0,0,0,3,0
KAVALLI,M,0,0,0,0,0,6,0
KAVARI,M,0,0,0,0,0,3,0
KAVARN,M,0,0,0,0,0,4,0
KAVARNI,M,0,0,0,0,0,3,0
KAVEEN,M,0,0,0,0,0,9,0
KAVEER,M,0,0,0,0,0,8,0
KAVEETA,F,0,0,0,0,0,3,0
KAVEH,M,0,0,0,0,0,4,0
KAVEL,M,0,0,0,0,3,10,3
KAVELL,M,0,0,0,0,0,23,0
KAVELLE,M,0,0,0,0,0,3,0
KAVEN,M,0,0,0,3,0,40,3
KAVI,F,0,0,0,0,0,11,0
KAVINA,F,0,0,3,0,0,12,3
KAVINAYAN,M,0,0,0,0,0,3,0
KAVIR,M,0,0,0,0,0,4,0
KAVISH,M,0,0,0,0,0,82,0
KAVISHA,F,0,0,0,0,4,25,4
KAVISHAN,M,0,0,0,0,0,3,0
KAVIYA,F,0,0,0,0,0,17,0
KAVLEEN,F,0,0,0,0,0,3,0
KAVNEET,F,0,0,0,0,0,6,0
KAVYA,F,0,0,0,0,3,168,3
KAVYA,M,0,0,0,0,0,25,0
KAWTAR,F,0,0,0,0,0,7,0
KAY,M,0,0,0,0,0,22,0
KAYAAN,M,0,0,0,0,0,59,0
KAYAH,F,0,0,0,0,0,79,0
KAYAHAN,M,0,0,0,0,0,8,0
KAYAL,F,0,0,0,0,0,10,0
KAYAL,M,0,0,0,0,0,4,0
KAYAN,F,0,0,0,0,0,3,0
KAYANA,F,0,0,0,0,0,8,0
KAYANN,F,0,0,0,0,0,3,0
KAYANNA,F,0,0,0,0,0,7,0
KAYANNE,F,0,0,0,3,0,3,3
KAYCE,M,0,0,0,0,0,6,0
KAYCEE-LEIGH,F,0,0,0,0,0,26,0
KAYCEE-MAI,F,0,0,0,0,0,3,0
KAYCEE-MAY,F,0,0,0,0,0,3,0
KAYCI,F,0,0,0,0,0,90,0
KAYCIE-LEIGH,F,0,0,0,0,0,8,0
KAYCIE-MARIE,F,0,0,0,0,0,3,0
KAYD,M,0,0,0,0,0,7,0
KAYDA,F,0,0,0,0,0,11,0
KAYDAN,M,0,0,0,0,0,188,0
KAYDANCE,F,0,0,0,0,0,6,0
KAYDEE-LEIGH,F,0,0,0,0,0,22,0
KAYDEN,F,0,0,0,0,0,40,0
KAYDEN-JAMES,M,0,0,0,0,0,42,0
KAYDEN-JAY,M,0,0,0,0,0,24,0
KAYDEN-JOHN,M,0,0,0,0,0,3,0
KAYDEN-LEE,M,0,0,0,0,0,98,0
KAYDEN-SCOTT,M,0,0,0,0,0,3,0
KAYDEY,F,0,0,0,0,0,3,0
KAYDI,F,0,3,0,3,0,101,6
KAYDIAN,F,0,0,0,0,0,3,0
KAYDIE,F,0,0,0,4,0,97,4
KAYDIE-LEIGH,F,0,0,0,0,0,12,0
KAYDI-LEIGH,F,0,0,0,0,0,3,0
KAYDIN,M,0,0,0,0,0,14,0
KAYDN,M,0,0,0,0,0,85,0
KAYDON-JAY,M,0,0,0,0,0,3,0
KAYDY,F,0,0,0,0,0,6,0
KAYEL,M,0,0,0,0,0,3,0
KAYEN,M,0,0,0,0,0,18,0
KAYENAT,F,0,0,0,0,0,3,0
KAYETAN,M,0,0,0,0,0,7,0
KAYHAN,M,0,0,0,0,0,58,0
KAYIN,M,0,0,0,0,0,15,0
KAYLAB,M,0,0,0,0,0,3,0
KAYLA-LEIGH,F,0,0,0,0,0,3,0
KAYLA-LOUISE,F,0,0,0,0,0,10,0
KAYLA-MAE,F,0,0,0,0,0,59,0
KAYLA-MAI,F,0,0,0,0,0,28,0
KAYLA-MARIE,F,0,0,0,0,0,19,0
KAYLA-MAY,F,0,0,0,0,0,31,0
KAYLAN,F,0,0,0,0,0,30,0
KAYLANI,F,0,0,0,0,0,3,0
KAYLA-ROSE,F,0,0,0,0,0,48,0
KAYLEB,M,0,0,0,3,0,151,3
KAYLEEN,F,0,0,0,0,0,13,0
KAYLEI,F,0,0,0,0,0,7,0
KAYLEIGH-MARIE,F,3,3,0,0,0,9,6
KAYLEIGH-MAY,F,0,0,0,0,0,9,0
KAYLEIGH-ROSE,F,0,0,0,0,0,3,0
KAYLIA,F,0,0,0,0,0,9,0
KAYLIB,M,0,0,4,0,0,19,4
KAYLIN,M,0,0,0,0,0,4,0
KAYLLA,F,0,0,0,0,0,3,0
KAYLLUM,M,0,0,0,0,0,3,0
KAYLN,M,0,0,0,0,0,3,0
KAYLON,M,0,3,0,0,0,57,3
KAYLUB,M,0,0,0,0,0,19,0
KAYLUN,M,4,0,0,0,0,27,4
KAYLYN,F,3,0,0,0,3,64,6
KAYN,M,0,0,0,0,0,9,0
KAYNA,F,0,0,3,0,0,14,3
KAYNAAT,F,0,0,0,0,3,21,3
KAYNAN,M,0,0,0,0,0,9,0
KAYNATH,F,0,0,3,0,3,9,6
KAYNEN,M,0,0,0,0,0,6,0
KAYO,M,0,0,0,0,0,7,0
KAYON,M,0,0,0,0,0,23,0
KAYORI,F,0,0,0,0,0,3,0
KAYRA,F,0,0,0,0,0,98,0
KAYRA,M,0,0,0,0,0,73,0
KAYSAAN,M,0,0,0,0,0,3,0
KAYSAH,F,0,0,0,0,0,7,0
KAYSAN,M,0,0,0,0,0,137,0
KAYSEN,M,0,0,0,0,0,20,0
KAYSER,M,0,0,0,0,0,3,0
KAYSEY,F,0,6,0,0,0,38,6
KAYSHIA,F,0,0,0,0,0,3,0
KAYSI,F,0,0,0,0,0,3,0
KAYTE,F,0,0,3,0,0,10,3
KAYTEE,F,0,0,0,0,0,10,0
KAYTI,F,0,0,4,0,0,13,4
KAYTIE,F,0,0,3,3,0,40,6
KAYTON,M,0,0,0,0,0,6,0
KAYVAN,M,0,0,0,0,0,3,0
KAYWAN,M,0,0,0,0,0,3,0
KAYZIA,F,0,0,0,0,0,6,0
KAZEEM,M,0,0,0,0,0,12,0
KAZIAH,M,0,0,0,0,0,3,0
KAZIMIERZ,M,0,0,0,0,0,9,0
KC,M,0,0,0,0,0,14,0
K-CI,M,0,0,4,0,0,10,4
KE,F,0,0,0,0,0,50,0
KEAH,M,0,0,0,3,0,3,3
KEAIRA,F,0,0,0,0,0,6,0
KEAL,M,0,0,3,0,0,6,3
KEALA,F,0,0,0,0,0,3,0
KEALEN,M,0,0,0,0,0,4,0
KEANAH,F,0,0,0,0,0,3,0
KEANDRE,M,0,0,0,0,0,3,0
KEANNE,F,3,0,3,0,0,12,6
KEANON,M,0,0,0,0,0,7,0
KEANUN,M,0,3,0,0,0,3,3
KEAON,M,0,0,0,0,0,6,0
KEAREN,M,0,0,0,3,0,3,3
KEARNA,F,0,3,0,0,0,6,3
KEARNO,M,0,0,0,0,0,9,0
KEATEN,M,0,0,0,0,0,17,0
KEATON-LEE,M,0,0,0,0,0,3,0
KEAUNA,F,0,0,3,0,0,3,3
KEAVA,F,0,0,0,0,0,4,0
KEAVIE,F,0,0,0,6,0,45,6
KEBBA,M,0,0,0,0,0,47,0
KEBRON,M,0,0,0,0,0,3,0
KEDUS,M,0,0,0,0,0,6,0
KEEAN,M,0,0,0,0,5,71,5
KEEGAN-LEE,M,0,0,0,0,0,11,0
KEEHAN,M,0,0,0,0,0,3,0
KEELAN,F,0,0,0,3,0,6,3
KEELEA,F,0,0,0,0,0,6,0
KEELEE,F,0,0,0,0,0,11,0
KEELEN,M,0,0,0,5,0,15,5
KEELEY-ANN,F,3,0,0,0,0,3,3
KEELEY-MAE,F,0,0,0,0,0,3,0
KEELEY-ROSE,F,0,0,0,0,0,13,0
KEELIA,F,0,0,0,0,0,3,0
KEELIN,M,0,0,0,0,0,7,0
KEENON,M,0,0,0,3,0,3,3
KEERAT,M,0,0,0,0,4,27,4
KEERAT,F,0,3,0,0,0,69,3
KEERATH,F,0,0,0,0,0,3,0
KEERIT,F,0,0,0,0,0,4,0
KEERON,M,3,0,0,0,0,6,3
KEERTAN,M,3,0,0,0,0,7,3
KEERTHANA,F,0,0,0,0,4,33,4
KEERTHI,F,0,0,0,0,0,6,0
KEERTHIKA,F,0,0,0,0,0,4,0
KEES,M,0,0,0,3,0,6,3
KEETAN,M,0,0,0,0,0,7,0
KEEVAH,F,0,0,0,0,0,30,0
KEEVI,F,0,0,0,0,0,3,0
KEEVIE,F,0,0,0,0,0,17,0
KEEVY,F,0,0,0,0,0,3,0
KEEYA,F,0,0,0,0,0,11,0
KEEYAN,M,0,0,0,0,0,29,0
KEHARA,F,0,0,0,0,0,3,0
KEI,F,0,0,0,3,0,3,3
KEIANA,F,0,0,0,0,0,20,0
KEIANNA,F,0,0,0,0,0,17,0
KEIARA,F,0,0,0,0,0,21,0
KEIARAH,F,0,0,0,0,0,3,0
KEIDEN,M,0,0,0,0,0,7,0
KEIGHAN,M,0,0,0,0,0,4,0
KEILANA,F,0,0,0,0,0,8,0
KEIRAH,F,0,0,0,5,0,22,5
KEIRA-LEA,F,0,0,0,0,0,14,0
KEIRA-LEE,F,0,0,0,0,0,14,0
KEIRALEIGH,F,0,0,0,0,0,3,0
KEIRA-LEIGH,F,0,0,0,0,0,200,0
KEIRA-LOUISE,F,0,0,0,0,0,44,0
KEIRA-MAE,F,0,0,0,0,0,19,0
KEIRA-MAI,F,0,0,0,0,0,11,0
KEIRA-MARIE,F,0,0,0,0,0,9,0
KEIRA-MAY,F,0,0,0,0,0,12,0
KEIRA-ROSE,F,0,0,0,0,0,10,0
KEIRRA,F,3,3,0,0,0,6,6
KEIRRAN,M,0,0,4,0,0,4,4
KEIRYN,M,0,0,0,0,0,3,0
KEISI,F,0,0,0,0,0,15,0
KEITA,M,0,0,0,0,0,3,0
KEITIJA,F,0,0,0,0,0,17,0
KEITON,M,0,0,0,0,0,22,0
KEIYAN,M,0,0,0,0,0,3,0
KEIYONA,F,0,0,0,0,0,3,0
KEJAUN,M,0,0,0,0,0,3,0
KEKELI,M,0,0,0,0,0,4,0
KELCEE,F,0,0,0,0,0,3,0
KELDA,F,0,0,3,0,0,14,3
KELDON,M,0,0,0,0,0,11,0
KELHAM,M,3,0,3,0,0,6,6
KELI,F,3,0,0,0,0,7,3
KELIA,F,0,0,0,0,0,3,0
KELISA,F,0,0,0,0,0,8,0
KELISHA,F,0,0,0,3,0,73,3
KELLA,F,0,0,0,3,0,3,3
KELLAN,F,0,0,3,0,0,3,3
KELLE,F,3,0,0,0,0,3,3
KELLEN,F,0,0,0,0,6,6,6
KELLEY,M,0,0,0,0,0,6,0
KELLI,M,0,0,0,0,0,3,0
KELLIANNE,F,0,0,0,0,0,3,0
KELLIE-ANN,F,0,0,0,0,0,3,0
KELLIE-MARIE,F,0,0,0,0,0,3,0
KELLIN,M,0,0,0,0,0,7,0
KELLIS,F,0,0,0,0,5,29,5
KELLSEY,F,0,0,0,0,0,3,0
KELLUM,M,0,0,0,0,0,6,0
KELLY-LOUISE,F,3,0,0,0,0,6,3
KELSA,F,0,3,0,0,0,6,3
KELSEI,F,0,0,0,0,0,3,0
KELSEY-,F,0,0,0,0,0,3,0
KELSEY-JO,F,0,0,0,0,0,9,0
KELSEY-LOUISE,F,0,0,0,0,0,3,0
KELSEY-MAE,F,0,0,0,0,0,13,0
KELSEY-MAI,F,0,0,0,0,0,12,0
KELSEY-MAY,F,0,0,0,0,0,16,0
KELSEY-RAE,F,0,0,0,0,0,3,0
KELSIE-ANN,F,0,0,0,0,0,4,0
KELSIE-LEIGH,F,0,0,0,0,0,19,0
KELSIE-MAE,F,0,0,0,0,0,10,0
KELSIE-MAI,F,0,0,0,0,0,3,0
KELSIE-MARIE,F,0,0,0,0,0,3,0
KELSIE-MAY,F,0,0,0,0,0,3,0
KELSIE-ROSE,F,0,0,0,0,0,3,0
KELSTON,M,0,0,0,0,0,3,0
KELYAN,M,0,0,0,0,0,9,0
KELYN,M,0,0,0,0,0,6,0
KEMANI,M,0,0,0,0,0,3,0
KEMANIE,M,0,0,0,0,0,3,0
KEMARI,M,0,0,0,0,0,19,0
KEMI,M,0,0,0,0,0,3,0
KEMIYAH,F,0,0,0,0,0,3,0
KEMUEL,M,0,0,0,0,0,14,0
KENADIE,F,0,0,0,0,0,13,0
KENAI,M,0,0,0,0,0,14,0
KENAYA,F,0,0,0,0,0,21,0
KENAYAH,F,0,0,0,0,0,6,0
KENDA,F,0,0,0,0,0,3,0
KENDAN,M,0,0,0,0,0,3,0
KENDON,M,0,0,0,0,0,6,0
KENDYL,F,0,0,0,0,0,4,0
KENECHI,M,0,0,0,0,0,11,0
KENEIL,M,0,0,0,0,0,3,0
KENENNA,M,0,0,0,0,0,3,0
KENIA,F,0,0,0,0,0,4,0
KENLEE,M,0,0,0,0,0,3,0
KENLEY,M,0,0,0,0,0,94,0
KENLEY,F,0,0,0,0,0,4,0
KENNA,M,0,0,0,0,0,3,0
KENNADIE,F,3,0,0,0,0,7,3
KENNEDI,F,0,0,4,0,0,25,4
KENNIE,M,0,0,0,0,0,12,0
KENO,M,0,0,0,0,0,3,0
KENON,M,0,0,0,0,0,3,0
KENSHIRO,M,0,0,0,0,0,4,0
KENSI,F,0,0,0,0,0,50,0
KENSIE,F,0,0,0,0,0,15,0
KENSLEY,M,0,0,0,0,0,3,0
KENYAH,F,0,0,0,0,5,8,5
KENYA-ROSE,F,0,0,0,0,0,3,0
KENYON,M,0,0,0,0,0,17,0
KENZEE,M,0,0,0,0,0,3,0
KENZIE-J,M,0,0,0,0,0,3,0
KENZIE-JAMES,M,0,0,0,0,0,12,0
KENZIE-JAY,M,0,0,0,0,0,24,0
KENZIE-LEE,M,0,0,0,0,0,87,0
KENZY,M,0,0,0,0,0,66,0
KENZY,F,0,0,0,0,0,19,0
KEONA,F,0,0,0,0,3,84,3
KEONI,M,0,0,0,0,0,26,0
KEONI,F,0,0,0,0,0,3,0
KERALA,F,0,0,0,0,0,3,0
KERAN,M,0,0,0,0,0,7,0
KEREECE,F,0,0,0,0,0,3,0
KERENA,F,0,0,3,0,3,9,6
KERIA,F,0,0,0,0,0,4,0
KERIAN,M,0,3,0,0,0,13,3
KERI-ANN,F,0,3,0,0,0,6,3
KERIANNE,F,3,0,0,0,0,3,3
KERI-ANNE,F,0,0,3,0,0,3,3
KERIN,F,4,0,0,0,0,7,4
KERISS,F,0,0,0,0,0,3,0
KERNIUS,M,0,0,0,0,0,4,0
KERR,M,3,0,0,0,0,15,3
KERRIANN,F,3,0,0,0,0,6,3
KERRIN,F,3,0,3,0,0,15,6
KERRON,M,0,0,3,0,0,3,3
KERRY-LEE,F,0,0,0,0,0,3,0
KERVIN,M,0,0,0,0,0,8,0
KESAR,F,0,0,0,0,0,9,0
KESAVAN,M,0,0,0,0,0,3,0
KESHAN,M,0,0,0,0,0,6,0
KESHAUN,M,0,0,0,0,0,3,0
KESHAVA,M,0,0,0,0,3,3,3
KESHAVI,F,0,0,0,0,0,5,0
KESHAWN,M,0,0,0,0,0,9,0
KESHET,F,0,0,0,0,0,3,0
KESHIKA,F,0,0,0,3,0,15,3
KESHINI,F,0,0,0,0,0,7,0
KESHVI,F,0,0,0,0,0,6,0
KESSER,M,0,0,0,0,0,3,0
KESSIA,F,0,0,0,0,0,23,0
KESSIE,F,0,0,0,0,0,3,0
KETIA,F,0,0,0,0,0,11,0
KETIJA,F,0,0,0,0,0,3,0
KETRIN,F,0,0,0,0,0,11,0
KETZIAH,F,0,0,0,0,0,3,0
KEVA,F,0,0,0,0,0,10,0
KEVELL,M,0,0,0,0,0,3,0
KEVELLE,M,0,0,0,0,0,3,0
KEVEN,M,0,0,0,0,0,24,0
KEVINA,F,0,0,0,0,0,6,0
KEVINAS,M,0,0,0,0,0,118,0
KEVINS,M,0,0,0,0,0,37,0
KEVON,M,0,0,0,0,0,34,0
KEVSER,F,0,0,6,0,0,6,6
KEWAN,M,0,0,0,0,0,3,0
KEWIN,M,0,0,0,0,0,3,0
KEXIN,F,0,0,0,0,0,4,0
KEYAAN,M,0,0,0,0,0,435,0
KEYAH,F,0,0,0,0,0,10,0
