NAME,gender,count,90sCount,AdjustedCount
DIONE,F,194,73,194
DIONNE,F,731,374,731
DIOR,F,178,7,178
DISHA,F,145,11,145
DISNEY,F,19,10,19
DIVA,F,57,10,57
DIVINE,F,459,38,459
DIVYA,F,244,78,244
DIXIE,F,310,15,310
DIYA,F,1502,22,1502
DOHA,F,15,0,5
DOLCIE,F,486,6,486
DOLLIE,F,180,0,60
DOLLY,F,920,26,920
DOLORES,F,115,14,115
DOLSIE,F,4,0,1
DOMENICA,F,20,16,20
DOMINI,F,3,3,3
DOMINICA,F,95,26,95
DOMINIKA,F,470,12,470
DOMINIQUE,F,745,428,745
DOMINO,F,16,0,5
DOMONIQUE,F,4,4,4
DONA,F,40,0,13
DONATELLA,F,15,0,5
DONIA,F,59,17,59
DONIKA,F,24,12,24
DONNA,F,6202,218,6202
DONNA-MARIE,F,3,3,3
DONYA,F,102,16,102
DORA,F,3152,60,3152
DORCAS,F,157,38,157
DOREEN,F,12505,13,12505
DORIS,F,21649,3,21649
DOROTHEA,F,137,16,137
DOROTHY,F,27351,103,27351
DORSA,F,14,3,14
DOTTIE,F,204,0,68
DOTTY,F,102,0,34
DREAM,F,3,0,1
DREW,F,793,246,793
DUA,F,374,3,374
DUAA,F,226,9,226
DUANA,F,3,3,3
DUCHESS,F,7,0,2
DULCIE,F,858,116,858
DUNYA,F,80,4,80
DURU,F,26,0,9
DUYGU,F,35,18,35
DYLAN,F,172,12,172
EABHA,F,75,0,25
EADIE,F,479,8,479
EANNA,F,14,10,14
EASTER,F,4,0,1
EBANY,F,16,4,16
EBBA,F,101,11,101
EBBIE,F,6,3,6
EBBONIE,F,6,0,2
EBONEY,F,82,10,82
EBONI,F,274,41,274
EBONIE,F,431,70,431
EBONY,F,6261,1293,6261
EBONY-ROSE,F,115,3,115
EBRU,F,57,31,57
EBUBECHUKWU,F,6,0,2
EBUNOLUWA,F,97,16,97
ECE,F,95,13,95
ECEM,F,59,8,59
ECHO,F,83,21,83
EDA,F,201,41,201
EDDI,F,3,3,3
EDEL,F,19,10,19
EDELE,F,6,6,6
EDEN,F,5770,1022,5770
EDEN-ROSE,F,89,0,30
EDIE,F,2547,94,2547
EDIL,F,11,3,11
EDINA,F,24,3,24
EDITH,F,19012,100,19012
EDNA,F,8250,6,8250
EDWINA,F,91,41,91
EESHA,F,497,24,497
EEVEE,F,36,0,12
EFA,F,394,10,394
EFE,F,6,3,6
EFFI,F,6,0,2
EFFIE,F,681,32,681
EFFY,F,83,0,28
EGLE,F,8,0,3
EHLANA,F,26,14,26
EIBHLIN,F,69,8,69
EIBHLINN,F,3,0,1
EILA,F,151,0,50
EILEEN,F,14185,83,14185
EILIDH,F,500,135,500
EILIS,F,115,64,115
EILISH,F,239,157,239
EIMAAN,F,120,0,40
EIMAN,F,75,14,75
EIMEAR,F,179,51,179
EIMER,F,15,15,15
EIRA,F,393,21,393
EIRE,F,19,0,6
EIREANN,F,71,18,71
EIRENE,F,9,0,3
EIRIAN,F,35,8,35
EIRIN,F,9,0,3
EIRINN,F,87,8,87
EIRLYS,F,47,3,47
EIRWEN,F,39,0,13
EISHA,F,201,24,201
EITHNE,F,51,15,51
EKATERINA,F,133,11,133
EKTA,F,37,18,37
ELA,F,1345,94,1345
ELAIN,F,99,28,99
ELAINA,F,370,40,370
ELAINE,F,6788,117,6788
ELAN,F,236,46,236
ELANA,F,485,80,485
ELANI,F,26,0,9
ELANNA,F,39,10,39
ELANOR,F,240,75,240
ELANYA,F,4,4,4
ELARA,F,102,0,34
ELAYNA,F,84,9,84
ELBA,F,8,0,3
ELCIE,F,18,0,6
ELDA,F,39,3,39
ELEANA,F,188,70,188
ELEANER,F,21,15,21
ELEANOR,F,37762,12591,37762
ELEANORA,F,72,3,72
ELEANORE,F,105,53,105
ELEASHA,F,117,102,117
ELECTRA,F,120,17,120
ELEEN,F,18,0,6
ELEESHA,F,33,18,33
ELEISHA,F,109,57,109
ELEN,F,581,174,581
ELENA,F,4994,1088,4994
ELENI,F,742,140,742
ELENNA,F,6,0,2
ELENOR,F,125,35,125
ELENORA,F,10,0,3
ELENORE,F,15,9,15
ELENYA,F,27,18,27
ELEONORA,F,159,9,159
ELEONORE,F,91,16,91
ELERI,F,705,148,705
ELESE,F,20,17,20
ELESHA,F,117,34,117
ELEYNA,F,19,3,19
ELFIE,F,39,0,13
ELFIN,F,6,0,2
ELFREDA,F,10,0,3
ELHAM,F,55,8,55
ELI,F,95,20,95
ELIA,F,281,27,281
ELIANA,F,1426,76,1426
ELIANE,F,76,20,76
ELICE,F,21,3,21
ELICIA,F,595,145,595
ELIE,F,26,0,9
ELIESHA,F,33,25,33
ELIF,F,750,96,750
ELIKA,F,65,10,65
ELIN,F,1630,352,1630
ELINA,F,557,57,557
ELINOR,F,1276,564,1276
ELINORE,F,19,9,19
ELIORA,F,114,0,38
ELIRA,F,11,0,4
ELIS,F,69,15,69
ELISA,F,1398,190,1398
ELISABET,F,3,0,1
ELISABETA,F,44,3,44
ELISABETH,F,1427,414,1427
ELISABETTA,F,60,3,60
ELISE,F,7747,1849,7747
ELISH,F,7,7,7
ELISHA,F,4178,1575,4178
ELISHEVA,F,163,39,163
ELISHIA,F,122,70,122
ELISIA,F,310,61,310
ELISKA,F,134,9,134
ELISSA,F,1294,149,1294
ELISSE,F,84,22,84
ELISSIA,F,242,23,242
ELITA,F,35,7,35
ELIVIA,F,93,18,93
ELIYA,F,68,5,68
ELIZ,F,204,38,204
ELIZA,F,10167,791,10167
ELIZABET,F,9,0,3
ELIZABETH,F,69956,9023,69956
ELIZABETH-ROSE,F,51,3,51
ELIZAH,F,93,0,31
ELIZE,F,148,12,148
ELKA,F,25,4,25
ELKE,F,50,6,50
ELKIE,F,99,12,99
ELLA,F,53129,7878,53129
ELLA-GRACE,F,261,0,87
ELLA-LOUISE,F,978,59,978
ELLA-MAE,F,800,34,800
ELLA-MARIE,F,203,17,203
ELLAMAY,F,46,3,46
ELLA-MAY,F,562,28,562
ELLAN,F,16,12,16
ELLANA,F,122,32,122
ELLAND,F,14,6,14
ELLANOR,F,80,14,80
ELLAOUISE,F,6,0,2
ELLA-ROSE,F,1226,30,1226
ELLE,F,4880,1838,4880
ELLEANA,F,9,3,9
ELLEANOR,F,168,72,168
ELLECIA,F,32,13,32
ELLEE,F,119,43,119
ELLEISE,F,10,4,10
ELLE-JANE,F,3,3,3
ELLE-JAY,F,3,3,3
ELLE-JO,F,21,11,21
ELLE-LOUISE,F,62,9,62
ELLE-MAE,F,173,30,173
ELLE-MARIE,F,9,6,9
ELLE-MAY,F,183,32,183
ELLEN,F,16228,3770,16228
ELLENA,F,1298,492,1298
ELLENI,F,17,11,17
ELLENOR,F,258,106,258
ELLE-ROSE,F,23,3,23
ELLESE,F,110,47,110
ELLESHA,F,128,62,128
ELLESHIA,F,4,4,4
ELLESIA,F,17,7,17
ELLESSE,F,327,176,327
ELLEY,F,58,29,58
ELLI,F,435,121,435
ELLIA,F,174,15,174
ELLIANA,F,164,7,164
ELLIANNA,F,42,0,14
ELLIANNE,F,8,4,8
ELLICE,F,200,107,200
ELLICIA,F,117,31,117
ELLIE,F,56480,13319,56480
ELLIEANN,F,8,0,3
ELLIE-ANN,F,96,8,96
ELLIE-ANNE,F,63,15,63
ELLIE-JADE,F,35,10,35
ELLIE-JAE,F,12,6,12
ELLIE-JANE,F,109,25,109
ELLIE-JAY,F,74,6,74
ELLIE-JAYNE,F,68,5,68
ELLIE-JO,F,150,39,150
ELLIE-LOUISE,F,442,79,442
ELLIEMAE,F,91,16,91
ELLIE-MAE,F,2563,264,2563
ELLIE-MAI,F,1140,45,1140
ELLIE-MARIE,F,223,31,223
ELLIEMAY,F,222,28,222
ELLIE-MAY,F,2560,254,2560
ELLIE-RAE,F,57,3,57
ELLIE-ROSE,F,541,50,541
ELLIESE,F,13,3,13
ELLINOR,F,68,19,68
ELLIOT,F,101,0,34
ELLIS,F,1224,612,1224
ELLISA,F,102,18,102
ELLISE,F,594,174,594
ELLISHA,F,329,146,329
ELLISHIA,F,7,7,7
ELLISIA,F,114,19,114
ELLISS,F,8,8,8
ELLISSA,F,122,9,122
ELLISSE,F,12,7,12
ELLIW,F,151,26,151
ELLOISE,F,198,51,198
ELLORA,F,119,23,119
ELLOUISE,F,461,88,461
ELLSIE,F,33,0,11
ELLY,F,522,154,522
ELLYCE,F,3,3,3
ELLY-MAY,F,20,6,20
ELLYN,F,73,24,73
ELLYS,F,41,19,41
ELLYSE,F,118,51,118
ELLYSIA,F,57,15,57
ELLYSSE,F,9,6,9
ELMA,F,84,7,84
ELMIRA,F,4,0,1
ELODIE,F,2224,96,2224
ELODY,F,8,0,3
ELOISA,F,315,48,315
ELOISE,F,10079,2199,10079
ELONA,F,61,12,61
ELORA,F,274,17,274
ELOUISA,F,79,17,79
ELOUISE,F,913,158,913
ELOWEN,F,159,0,53
ELOWYN,F,30,0,10
ELSA,F,2892,208,2892
ELSBETH,F,140,21,140
ELSI,F,105,0,35
ELSIE,F,23651,177,23651
ELSIE-MAE,F,287,0,96
ELSPETH,F,854,206,854
ELUNED,F,67,22,67
ELVA,F,68,5,68
ELVIA,F,10,0,3
ELVIE,F,175,3,175
ELVINA,F,59,12,59
ELVIRA,F,60,12,60
ELWEN,F,4,0,1
ELWYN,F,3,0,1
ELYCE,F,3,3,3
ELYCIA,F,33,8,33
ELYS,F,10,7,10
ELYSE,F,628,137,628
ELYSHA,F,189,83,189
ELYSHIA,F,26,14,26
ELYSIA,F,1161,367,1161
ELYSSA,F,292,20,292
ELYSSE,F,37,13,37
ELYSSIA,F,142,24,142
EMA,F,484,24,484
EMAAN,F,759,11,759
EMAN,F,344,46,344
EMANUELA,F,122,9,122
EMBER,F,193,3,193
EME,F,13,0,4
EMEL,F,79,21,79
EMELIA,F,2724,271,2724
EMELIE,F,207,23,207
EMELINE,F,93,15,93
EMELLIA,F,6,3,6
EMELYE,F,36,22,36
EMER,F,186,75,186
EMERALD,F,192,49,192
EMERSON,F,74,3,74
EMI,F,240,25,240
EMIE,F,189,5,189
EMIKO,F,40,0,13
EMILA,F,8,0,3
EMILE,F,84,0,28
EMILEE,F,431,79,431
EMILEIGH,F,35,19,35
EMILEY,F,29,11,29
EMILIA,F,10765,990,10765
EMILIE,F,2750,496,2750
EMILLIA,F,93,10,93
EMILLIE,F,309,77,309
EMILLY,F,173,38,173
EMILY,F,115131,32573,115131
EMILY-ANN,F,31,4,31
EMILY-JADE,F,15,6,15
EMILYJANE,F,3,3,3
EMILY-JANE,F,275,95,275
EMILY-JAYNE,F,117,33,117
EMILY-JO,F,35,16,35
EMILY-KATE,F,18,0,6
EMILY-LOUISE,F,85,18,85
EMILY-MAE,F,143,16,143
EMILY-MAY,F,201,33,201
EMILY-RAE,F,12,0,4
EMILY-ROSE,F,578,58,578
EMINA,F,41,9,41
EMINE,F,197,41,197
EMIRA,F,23,0,8
EMMA,F,62544,17417,62544
EMMA-JADE,F,4,4,4
EMMA-JANE,F,141,61,141
EMMA-JAYNE,F,53,37,53
EMMA-JO,F,12,9,12
EMMA-LEA,F,9,9,9
EMMA-LEE,F,34,20,34
EMMALEIGH,F,9,6,9
EMMA-LEIGH,F,136,48,136
EMMALENE,F,7,7,7
EMMALINE,F,18,8,18
EMMALOUISE,F,6,6,6
EMMA-LOUISE,F,356,148,356
EMMANUELA,F,190,16,190
EMMANUELLA,F,606,57,606
EMMANUELLE,F,173,44,173
EMMA-ROSE,F,53,3,53
EMME,F,385,7,385
EMMELIA,F,24,0,8
EMMELINE,F,729,86,729
EMMEY,F,4,0,1
EMMI,F,282,30,282
EMMIE,F,2171,191,2171
EMMI-LEIGH,F,3,3,3
EMMILY,F,13,7,13
EMMY,F,1024,110,1024
EMY,F,49,8,49
ENA,F,146,8,146
ENAS,F,26,0,9
ENAYA,F,59,0,20
ENESA,F,12,0,4
ENID,F,2255,3,2255
ENIOLA,F,185,23,185
ENISA,F,12,3,12
ENISE,F,3,3,3
ENLLI,F,62,9,62
ENNA,F,46,6,46
ENNIS,F,10,0,3
ENO,F,4,4,4
ENOLA,F,140,22,140
ENRIKA,F,30,0,10
ENYA,F,1014,201,1014
EOS,F,3,0,1
EOWYN,F,88,0,29
EPIPHANY,F,6,3,6
ERAM,F,15,12,15
ERI,F,15,12,15
ERICA,F,2145,518,2145
ERICKA,F,28,3,28
ERIDA,F,3,3,3
ERIKA,F,1231,264,1231
ERIN,F,26715,3490,26715
ERINA,F,176,14,176
ERINE,F,9,0,3
ERINN,F,129,27,129
ERINNE,F,4,0,1
ERIS,F,88,0,29
ERISA,F,68,4,68
ERNA,F,3,3,3
ERRIN,F,83,27,83
ERRIS,F,3,0,1
ERRON,F,4,4,4
ERUM,F,38,12,38
ERYKAH,F,63,12,63
ERYN,F,1062,108,1062
ERYNN,F,87,3,87
ESE,F,8,4,8
ESEN,F,10,3,10
ESHA,F,1276,60,1276
ESHE,F,19,16,19
ESHER,F,6,0,2
ESMA,F,217,15,217
ESMAE,F,1687,22,1687
ESMAI,F,340,0,113
ESMAY,F,341,3,341
ESME,F,10607,981,10607
ESMEE,F,1612,98,1612
ESMERALDA,F,134,12,134
ESMERELDA,F,40,0,13
ESMI,F,10,0,3
ESMIE,F,150,0,50
ESOHE,F,13,0,4
ESRA,F,247,53,247
ESSIE,F,69,0,23
ESTA,F,118,24,118
ESTEE,F,44,8,44
ESTELA,F,52,0,17
ESTELLA,F,273,51,273
ESTELLE,F,984,251,984
ESTER,F,204,20,204
ESTERE,F,21,0,7
ESTHER,F,7261,1152,7261
ESTI,F,23,0,8
ESTRA,F,3,3,3
ESTRELLA,F,18,0,6
ESTY,F,12,0,4
ESYLLT,F,30,7,30
ESZTER,F,25,0,8
ETERNITY,F,6,0,2
ETHEL,F,9256,4,9256
ETHNE,F,9,6,9
ETHOLLE,F,6,0,2
ETIENNE,F,84,3,84
ETTA,F,389,3,389
ETTIE,F,102,0,34
ETTIENNE,F,6,0,2
ETTY,F,49,0,16
EUDORA,F,3,0,1
EUGENIA,F,78,17,78
EUGENIE,F,139,41,139
EUNICE,F,270,48,270
EUPHEMIA,F,46,9,46
EVA,F,22402,903,22402
EVA-GRACE,F,74,0,25
EVALEIGH,F,4,0,1
EVALINE,F,23,0,8
EVA-MAE,F,120,0,40
EVA-MARIE,F,84,0,28
EVAN,F,66,22,66
EVANGALINE,F,3,3,3
EVANGELINA,F,161,16,161
EVANGELINE,F,2222,425,2222
EVA-ROSE,F,221,0,74
EVE,F,12710,2534,12710
EVELIN,F,44,0,15
EVELINA,F,416,20,416
EVELINE,F,131,13,131
EVELYN,F,19040,425,19040
EVELYNE,F,94,3,94
EVELYNN,F,151,0,50
EVELYNNE,F,48,3,48
EVERLEIGH,F,39,0,13
EVERLEY,F,37,0,12
EVERLY,F,179,0,60
EVERLYN,F,65,0,22
EVERLYNN,F,3,0,1
EVETTE,F,3,0,1
EVEY,F,90,7,90
EVI,F,51,0,17
EVIE,F,36949,1247,36949
EVIE-GRACE,F,297,0,99
EVIE-JO,F,17,0,6
EVIE-ROSE,F,544,6,544
EVIN,F,58,0,19
EVITA,F,105,7,105
EVLIN,F,3,0,1
EVLYN,F,68,0,23
EVY,F,71,3,71
EYDIE,F,6,0,2
EZGI,F,79,30,79
EZMAI,F,84,0,28
EZMAY,F,57,0,19
EZME,F,157,15,157
EZMEE,F,59,0,20
EZMIE,F,11,0,4
EZMIRA,F,3,0,1
EZO,F,9,0,3
EZRA,F,83,6,83
EZRI,F,77,9,77
FAAIZA,F,53,22,53
FAAIZAH,F,107,31,107
FAARIA,F,30,18,30
FAATIMA,F,86,10,86
FAATIMAH,F,378,62,378
FABBIHA,F,48,20,48
FABIA,F,49,23,49
FABIANA,F,70,10,70
FABIENNE,F,115,49,115
FABIHA,F,181,50,181
FADIME,F,14,3,14
FADUMA,F,98,15,98
FADUMO,F,72,12,72
FAE,F,202,48,202
FAEEZA,F,6,3,6
FAHEEMA,F,84,39,84
FAHEEMAH,F,69,24,69
FAHIMA,F,523,189,523
FAHMIDA,F,422,190,422
FAIGE,F,4,4,4
FAISA,F,68,17,68
FAITH,F,11655,733,11655
FAIZA,F,1043,205,1043
FAIZAH,F,499,112,499
FALAK,F,433,37,433
FALLON,F,520,94,520
FANNY,F,609,0,203
FANTA,F,43,0,14
FARA,F,17,0,6
FARADAY,F,11,3,11
FARAH,F,1336,289,1336
FAREEHA,F,155,12,155
FARHA,F,100,32,100
FARHANA,F,414,206,414
FARHAT,F,56,23,56
FARHEEN,F,150,57,150
FARHIA,F,14,7,14
FARHIN,F,8,8,8
FARHIYA,F,50,16,50
FARIA,F,176,13,176
FARIDA,F,195,38,195
FARIDAH,F,88,11,88
FARIHA,F,402,84,402
FARIHAH,F,75,18,75
FARJANA,F,107,58,107
FARRAH,F,1009,166,1009
FARRAN,F,24,7,24
FARREN,F,60,18,60
FARYAL,F,165,21,165
FARYL,F,23,0,8
FARZANA,F,397,182,397
FATEHA,F,150,55,150
FATEMA,F,404,92,404
FATEMAH,F,71,14,71
FATEMEH,F,19,9,19
FATHEHA,F,28,15,28
FATHEMA,F,93,35,93
FATHIMA,F,526,74,526
FATIHA,F,116,14,116
FATIM,F,12,0,4
FATIMA,F,6693,891,6693
FATIMAH,F,1822,212,1822
FATMA,F,656,134,656
FATOU,F,179,17,179
FATUMA,F,69,18,69
FAUZIA,F,17,17,17
FAVOUR,F,362,0,121
FAWN,F,29,15,29
FAWZIA,F,47,9,47
FAWZIYAH,F,61,25,61
FAY,F,986,376,986
FAYE,F,7557,1979,7557
FAYTH,F,126,3,126
FAYZA,F,15,8,15
FAZEELA,F,16,13,16
FAZILA,F,38,18,38
FEARN,F,61,16,61
FEARNE,F,829,6,829
FEDERICA,F,47,10,47
FEIGE,F,9,3,9
FELICE,F,6,3,6
FELICIA,F,356,68,356
FELICITE,F,3,3,3
FELICITY,F,4454,561,4454
FELIX,F,14,3,14
FEMI,F,13,3,13
FEMKE,F,19,8,19
FEN,F,6,3,6
FENELLA,F,349,109,349
FENN,F,18,11,18
FENNA,F,12,3,12
FERN,F,1922,657,1922
FERNANDA,F,43,4,43
FERNE,F,225,22,225
FFION,F,5006,1294,5006
FFLUR,F,117,15,117
FIA,F,125,3,125
FIADH,F,15,0,5
FIANNA,F,20,0,7
FIDAN,F,10,4,10
FIFI,F,74,3,74
FILIPA,F,46,9,46
FILIPPA,F,25,0,8
FILIZ,F,12,9,12
FINELLA,F,3,0,1
FINLAE,F,3,3,3
FINLAY,F,224,105,224
FINLEA,F,4,0,1
FINLEIGH,F,14,7,14
FINLEY,F,178,47,178
FINN,F,37,19,37
FINNLAY,F,10,4,10
FINNLEY,F,3,3,3
FINOLA,F,74,40,74
FINTY,F,50,17,50
FIONA,F,6785,1235,6785
FIONN,F,35,22,35
FIONNA,F,13,4,13
FIONNOULA,F,4,0,1
FIONNUALA,F,177,91,177
FIONNULA,F,3,3,3
FIORELLA,F,51,3,51
FIRDAUS,F,90,10,90
FIRDAWS,F,63,16,63
FIRDOUS,F,45,0,15
FIRDOWS,F,4,4,4
FIYINFOLUWA,F,42,0,14
FIZA,F,713,64,713
FIZAH,F,82,9,82
FJOLLA,F,20,14,20
FLAVIA,F,155,34,155
FLEUR,F,1839,351,1839
FLORA,F,1904,464,1904
FLORANCE,F,13,0,4
FLOREN,F,6,0,2
FLORENCE,F,30060,1271,30060
FLORES,F,9,0,3
FLORI,F,22,0,7
FLORIANE,F,3,0,1
FLORIE,F,38,0,13
FLORRIE,F,323,19,323
FLOURISH,F,11,0,4
FLYNN,F,10,3,10
FOLAKE,F,4,4,4
FOLAKEMI,F,6,3,6
FOLASADE,F,77,23,77
FOLASHADE,F,35,12,35
FORIDA,F,16,16,16
FORTUNA,F,3,0,1
FORTUNE,F,3,0,1
FOUZIA,F,29,8,29
FOX,F,3,0,1
FOZIA,F,133,56,133
FRANCES,F,10873,1047,10873
FRANCESCA,F,15275,4671,15275
FRANCESKA,F,56,13,56
FRANCESSCA,F,137,42,137
FRANCHESCA,F,217,43,217
FRANCHESKA,F,57,5,57
FRANCINE,F,174,61,174
FRANCIS,F,26,9,26
FRANCISCA,F,122,15,122
FRANCOISE,F,7,0,2
FRANKI,F,98,12,98
FRANKIE,F,3157,195,3157
FRANKY,F,4,0,1
FRAYA,F,350,9,350
FREDA,F,4072,28,4072
FREDDIE,F,32,16,32
FREDERICA,F,89,31,89
FREDERIKA,F,3,0,1
FREDERIQUE,F,3,3,3
FREDRIKA,F,3,3,3
FREEDA,F,13,0,4
FREIA,F,43,4,43
FREIDA,F,63,3,63
FREIYA,F,13,0,4
FREJA,F,505,86,505
FREYA,F,32206,2682,32206
FREYA-GRACE,F,18,0,6
FREYAH,F,102,0,34
FREYIA,F,6,0,2
FREYJA,F,742,74,742
FRIDA,F,306,6,306
FRIEDA,F,133,6,133
FYZA,F,3,0,1
GABBIE,F,14,7,14
GABBY,F,37,7,37
GABI,F,13,3,13
GABRIEL,F,50,19,50
GABRIELA,F,1950,111,1950
GABRIELE,F,383,28,383
GABRIELLA,F,7796,1531,7796
GABRIELLE,F,7068,2332,7068
GABY,F,46,23,46
GAGANDEEP,F,43,20,43
GAIA,F,412,49,412
GAIL,F,1646,25,1646
GALA,F,26,8,26
GAMZE,F,65,27,65
GAYLE,F,9,9,9
GAYNOR,F,31,28,31
GAZEL,F,3,3,3
GEENA,F,96,48,96
GEETA,F,3,3,3
GEMIMA,F,26,11,26
GEMINI,F,27,11,27
GEMMA,F,16560,4659,16560
GEMMA-LOUISE,F,18,15,18
GENESIS,F,109,3,109
GENEVA,F,82,35,82
GENEVIEVE,F,1638,341,1638
GENIE,F,16,3,16
GENNA,F,85,52,85
GEORGA,F,146,78,146
GEORGE,F,26,8,26
GEORGEA,F,18,11,18
GEORGEANA,F,3,3,3
GEORGEINA,F,3,3,3
GEORGENA,F,8,8,8
GEORGETTE,F,111,46,111
GEORGI,F,101,36,101
GEORGIA,F,45159,20876,45159
GEORGIA-LEE,F,18,12,18
GEORGIA-LEIGH,F,93,36,93
GEORGIA-LOUISE,F,43,30,43
GEORGIA-MAE,F,121,43,121
GEORGIA-MAY,F,104,28,104
GEORGIANA,F,580,126,580
GEORGIANNA,F,49,16,49
GEORGIA-ROSE,F,96,14,96
GEORGIE,F,2923,726,2923
GEORGINA,F,17640,7121,17640
GEORGY,F,9,9,9
GERALDINE,F,1416,95,1416
GERDA,F,57,3,57
GERI,F,66,51,66
GERMAINE,F,24,17,24
GERRI,F,3,3,3
GERTA,F,3,0,1
GERTRUDE,F,3768,3,3768
GHAZAL,F,16,0,5
GHAZALA,F,12,12,12
GHISLAINE,F,12,8,12
GIA,F,367,12,367
GIADA,F,63,7,63
GIANA,F,18,0,6
GIANNA,F,280,32,280
GIFT,F,51,0,17
GIFTY,F,19,4,19
GIGI,F,54,11,54
GILA,F,47,12,47
GILLIAN,F,10302,117,10302
GINA,F,630,275,630
GINEVRA,F,43,3,43
GINNIE,F,3,0,1
GINNY,F,94,17,94
GIORGI,F,4,4,4
GIORGIA,F,428,170,428
GIORGINA,F,18,9,18
GIOVANNA,F,257,39,257
GISELA,F,20,3,20
GISELE,F,123,0,41
GISELLE,F,481,67,481
GITA,F,13,6,13
GITTEL,F,100,14,100
GITTY,F,136,21,136
GIULIA,F,476,68,476
GIULIANA,F,54,11,54
GIULIETTA,F,18,0,6
GIUSEPPINA,F,12,9,12
GIZELLE,F,3,0,1
GIZEM,F,132,61,132
GLADYS,F,14674,5,14674
GLENA,F,3,0,1
GLENDA,F,18,5,18
GLENYS,F,555,0,185
GLESNI,F,78,32,78
GLORIA,F,2271,107,2271
GLORIOUS,F,4,0,1
GLORY,F,143,12,143
GLYNIS,F,522,0,174
GODIVA,F,6,0,2
GOLDA,F,45,15,45
GOLDEN,F,3,0,1
GOLDIE,F,52,10,52
GOLDY,F,25,5,25
GOODNESS,F,9,0,3
GOPIKA,F,3,3,3
GOZDE,F,30,12,30
GRACE,F,68670,8497,68670
GRACIA,F,60,9,60
GRACIE,F,12841,282,12841
GRACIE-LEE,F,61,0,20
GRACIE-LEIGH,F,246,0,82
GRACIE-MAE,F,822,3,822
GRACIE-MAY,F,551,0,184
GRACIOUS,F,11,0,4
GRACY,F,59,0,20
GRAINNE,F,124,59,124
GRANIA,F,3,3,3
GRAYCE,F,61,8,61
GRAZIELLA,F,3,3,3
GRESA,F,20,11,20
GRETA,F,827,86,827
GRETEL,F,80,4,80
GRETTA,F,6,0,2
GRISELDA,F,6,0,2
GUINEVERE,F,41,0,14
GUL,F,44,17,44
GULCAN,F,10,10,10
GULCIN,F,10,4,10
GULSEN,F,11,5,11
GULSHAN,F,10,10,10
GUNAY,F,4,4,4
GURJINDER,F,8,8,8
GURKIRAN,F,49,27,49
GURLEEN,F,360,19,360
GURMEET,F,3,3,3
GURNEET,F,86,9,86
GURPREET,F,239,124,239
GURSHARAN,F,55,29,55
GURSHARON,F,21,15,21
GURSIMRAN,F,194,45,194
GURVINDER,F,7,7,7
GURVIR,F,3,0,1
GWAWR,F,17,11,17
GWEN,F,659,90,659
GWENAN,F,75,16,75
GWENDOLEN,F,65,8,65
GWENDOLINE,F,5508,11,5508
GWENDOLYN,F,153,12,153
GWENETH,F,3,0,1
GWENEVERE,F,3,0,1
GWENI,F,3,0,1
GWENLLI,F,7,0,2
GWENLLIAN,F,352,75,352
GWENNA,F,15,0,5
GWENNAN,F,173,39,173
GWENNIE,F,3,0,1
GWENNO,F,191,44,191
GWENYTH,F,4,0,1
GWYNETH,F,171,38,171
GYPSY,F,179,31,179
HA,F,42,17,42
HAADIYA,F,145,11,145
HAAJARAH,F,47,15,47
HAAJIRA,F,8,8,8
HAAJRA,F,44,10,44
HAAJRAH,F,37,7,37
HABEEBA,F,81,15,81
HABEEBAH,F,108,22,108
HABIBA,F,708,143,708
HABIBAH,F,326,51,326
HADASSAH,F,204,27,204
HADDY,F,76,4,76
HADEEL,F,60,11,60
HADEEQA,F,56,8,56
HADIA,F,313,20,313
HADIAH,F,3,3,3
HADIQA,F,174,26,174
HADIYA,F,346,22,346
HADIYAH,F,259,22,259
HADLEY,F,110,0,37
HAF,F,79,16,79
HAFINA,F,3,3,3
HAFIZA,F,214,59,214
HAFIZAH,F,79,7,79
HAFSA,F,2964,418,2964
HAFSAH,F,2043,279,2043
HAFZA,F,86,14,86
HAGER,F,6,6,6
HAIDEE,F,71,21,71
HAIFA,F,102,0,34
HAILEY,F,389,54,389
HAILIE,F,170,3,170
HAIQA,F,116,11,116
HAJA,F,54,7,54
HAJAR,F,262,48,262
HAJARA,F,101,20,101
HAJER,F,61,9,61
HAJERA,F,70,36,70
HAJIRA,F,172,36,172
HAJIRAH,F,91,13,91
HAJRA,F,686,130,686
HAJRAH,F,479,52,479
HALA,F,211,22,211
HALEEMA,F,1795,421,1795
HALEEMAH,F,470,121,470
HALEENA,F,39,11,39
HALEIGH,F,32,17,32
HALEMA,F,46,24,46
HALEY,F,171,69,171
HALI,F,45,0,15
HALIMA,F,2309,514,2309
HALIMAH,F,595,108,595
HALINA,F,93,32,93
HALLE,F,1981,54,1981
HALLI,F,22,0,7
HALLIE,F,1730,22,1730
HALLY,F,19,3,19
HALO,F,34,0,11
HAMDA,F,235,53,235
HAMDI,F,144,18,144
HAMERA,F,25,11,25
HAMIDA,F,174,59,174
HAMIDAH,F,51,10,51
HAMNA,F,246,8,246
HAMNAH,F,240,9,240
HANA,F,2867,417,2867
HANAA,F,233,59,233
HANAAN,F,94,7,94
HANAE,F,18,9,18
HANAH,F,148,33,148
HANAKO,F,15,8,15
HANAN,F,482,71,482
HANAR,F,25,0,8
HANEEFA,F,78,12,78
HANEEFAH,F,90,7,90
HANEEN,F,178,27,178
HANI,F,88,9,88
