NAME,gender,count,90sCount,AdjustedCount
BETHLEHEM,F,44,7,44
BETHNEY,F,24,20,24
BETHONY,F,6,3,6
BETI,F,21,0,7
BETIEL,F,11,0,4
BETSAN,F,163,20,163
BETSEY,F,52,0,17
BETSIE,F,162,0,54
BETSY,F,2384,93,2384
BETTIE,F,63,0,21
BETTINA,F,44,13,44
BETTSIE,F,3,0,1
BETTSY,F,3,0,1
BETTY,F,10022,66,10022
BETUL,F,47,10,47
BEULAH,F,91,7,91
BEVERLEY,F,3023,119,3023
BEVERLY,F,73,9,73
BHAKTI,F,54,15,54
BHAVIKA,F,59,22,59
BHAVINA,F,9,9,9
BHAVINI,F,57,32,57
BHAVISHA,F,47,36,47
BHUMI,F,34,11,34
BHUMIKA,F,32,7,32
BIANCA,F,1194,194,1194
BIANKA,F,259,0,86
BIBA,F,104,5,104
BIBI,F,614,127,614
BIJAL,F,24,24,24
BILLI,F,60,25,60
BILLIE,F,2372,944,2372
BILLIE-JADE,F,7,4,7
BILLIE-JAY,F,8,8,8
BILLIE-JEAN,F,65,23,65
BILLIEJO,F,37,25,37
BILLIE-JO,F,660,330,660
BILLIE-JOE,F,22,13,22
BILLIE-MAY,F,19,7,19
BILLIE-RAE,F,46,8,46
BILLIE-ROSE,F,39,8,39
BILLI-JO,F,10,10,10
BILLY,F,20,13,20
BILLY-JO,F,8,8,8
BINTA,F,100,7,100
BINTOU,F,44,0,15
BINTU,F,11,0,4
BIRDIE,F,7,0,2
BISMA,F,305,39,305
BISMAH,F,237,45,237
BLAIR,F,38,8,38
BLAIRE,F,21,3,21
BLAISE,F,145,46,145
BLAITHIN,F,7,3,7
BLAIZE,F,26,12,26
BLAKE,F,95,6,95
BLANAID,F,6,0,2
BLANCA,F,65,0,22
BLANCHE,F,570,0,190
BLANKA,F,297,0,99
BLAZE,F,40,16,40
BLEONA,F,30,16,30
BLERINA,F,10,7,10
BLERTA,F,17,7,17
BLESSING,F,679,43,679
BLEU,F,21,0,7
BLISS,F,252,57,252
BLOSSOM,F,748,20,748
BLU,F,36,3,36
BLUE,F,62,17,62
BLUEBELL,F,262,10,262
BLUEBELLE,F,120,3,120
BLYTHE,F,329,75,329
BO,F,562,7,562
BOBBI,F,833,166,833
BOBBIE,F,1008,282,1008
BOBBIE-JO,F,112,43,112
BOBBIE-LEIGH,F,45,12,45
BOBBI-JO,F,58,19,58
BOBBY,F,103,32,103
BODHI,F,20,0,7
BOE,F,170,0,57
BONITA,F,239,79,239
BONNIE,F,3310,452,3310
BONNIE-LEE,F,9,6,9
BONNY,F,96,27,96
BOO,F,27,0,9
BOUDICA,F,4,0,1
BRACHA,F,79,11,79
BRACKEN,F,129,9,129
BRADIE,F,39,20,39
BRADY,F,18,14,18
BRANDI,F,39,25,39
BRANDIE,F,12,9,12
BRANDY,F,42,22,42
BRANNAGH,F,4,0,1
BRANWEN,F,94,22,94
BREA,F,96,3,96
BREAGHA,F,3,3,3
BREAH,F,13,0,4
BREANA,F,8,0,3
BREANNA,F,455,53,455
BREANNE,F,57,21,57
BRECON,F,6,0,2
BREE,F,285,73,285
BREEZE,F,122,37,122
BRENDA,F,8731,45,8731
BRENNA,F,134,64,134
BRIA,F,193,70,193
BRIANA,F,311,68,311
BRIANNA,F,1514,231,1514
BRIANNAH,F,38,3,38
BRIANNE,F,176,39,176
BRIANNY,F,3,3,3
BRIAR,F,102,18,102
BRIDEY,F,61,14,61
BRIDGET,F,3536,295,3536
BRIDGETTE,F,24,3,24
BRIDGIE,F,3,0,1
BRIDIE,F,818,355,818
BRIE,F,16,0,5
BRIEANNA,F,32,11,32
BRIEGE,F,3,3,3
BRIELLE,F,138,0,46
BRIENNE,F,8,0,3
BRIERLEY,F,3,3,3
BRIGID,F,34,23,34
BRIGIT,F,6,6,6
BRIGITA,F,22,0,7
BRIGITTE,F,37,5,37
BRIONEY,F,24,9,24
BRIONI,F,10,7,10
BRIONIE,F,8,8,8
BRIONNY,F,3,3,3
BRIONY,F,1046,491,1046
BRITANEY,F,3,3,3
BRITANI,F,8,8,8
BRITANIE,F,4,4,4
BRITANNIA,F,15,5,15
BRITANNY,F,8,8,8
BRITANY,F,71,51,71
BRITNEE,F,6,6,6
BRITNEY,F,995,588,995
BRITNIE,F,3,3,3
BRITTANEY,F,11,11,11
BRITTANI,F,24,24,24
BRITTANIE,F,33,33,33
BRITTANNY,F,3,3,3
BRITTANY,F,1714,1580,1714
BRITTENY,F,12,12,12
BRITTNEY,F,88,76,88
BRITTONY,F,6,6,6
BRIYANA,F,6,0,2
BROCHA,F,30,0,10
BROCHO,F,6,3,6
BRODI,F,24,0,8
BRODIE,F,819,159,819
BRODIE-LEIGH,F,13,0,4
BRODY,F,107,9,107
BROGAN,F,1420,688,1420
BROGEN,F,51,24,51
BROGHAN,F,37,15,37
BROMWYN,F,6,3,6
BRONAGH,F,120,49,120
BRONIA,F,23,20,23
BRONNEN,F,4,4,4
BRONTE,F,875,326,875
BRONTI,F,3,3,3
BRONTY,F,3,0,1
BRONWEN,F,572,220,572
BRONWYN,F,914,323,914
BRONYA,F,51,40,51
BROOK,F,319,49,319
BROOKE,F,15999,1815,15999
BROOKLYN,F,960,177,960
BROOKLYNE,F,3,3,3
BROOKLYNN,F,73,3,73
BRUCHA,F,37,3,37
BRUNA,F,89,0,30
BRYANA,F,41,6,41
BRYANIE,F,9,9,9
BRYANNA,F,94,7,94
BRYDIE,F,133,65,133
BRYHER,F,81,22,81
BRYN,F,3,3,3
BRYNIE,F,4,4,4
BRYONEY,F,9,9,9
BRYONI,F,60,30,60
BRYONIE,F,79,44,79
BRYONNY,F,9,9,9
BRYONY,F,2895,1534,2895
BUKET,F,3,3,3
BUNNY,F,6,0,2
BURCU,F,31,12,31
BUSE,F,88,16,88
BUSHRA,F,738,163,738
BUSRA,F,69,23,69
CACIE,F,6,0,2
CADENCE,F,379,0,126
CADEY,F,65,0,22
CADI,F,507,41,507
CADIE,F,142,15,142
CADY,F,122,6,122
CAELAN,F,17,0,6
CAELIA,F,18,0,6
CAERA,F,11,8,11
CAGLA,F,54,13,54
CAICEY,F,6,0,2
CAIDY,F,8,0,3
CAILEIGH,F,16,13,16
CAILEY,F,57,7,57
CAILIN,F,135,28,135
CAILYN,F,74,0,25
CAIRA,F,69,21,69
CAIRO,F,26,11,26
CAISEY,F,37,0,12
CAIT,F,80,41,80
CAITHLIN,F,3,3,3
CAITLAIN,F,67,26,67
CAITLAN,F,649,298,649
CAITLAND,F,27,23,27
CAITLEN,F,115,37,115
CAITLIN,F,28157,8244,28157
CAITLINE,F,3,3,3
CAITLUN,F,3,3,3
CAITLYN,F,4786,733,4786
CAITLYNN,F,69,7,69
CAITRIN,F,3,3,3
CAITRIONA,F,70,30,70
CAJA,F,13,3,13
CALAIS,F,16,3,16
CALEIGH,F,44,3,44
CALEY,F,42,15,42
CALI,F,264,25,264
CALIE,F,6,0,2
CALISE,F,23,0,8
CALISTA,F,242,38,242
CALLA,F,80,14,80
CALLAN,F,8,8,8
CALLEIGH,F,168,0,56
CALLEY,F,7,7,7
CALLI,F,132,26,132
CALLIE,F,1500,230,1500
CALLIOPE,F,35,0,12
CALLISTA,F,90,9,90
CALLY,F,357,140,357
CALYPSO,F,80,34,80
CAMARA,F,22,17,22
CAMELIA,F,53,3,53
CAMELLIA,F,33,6,33
CAMEO,F,10,7,10
CAMERON,F,672,225,672
CAMI,F,4,0,1
CAMILA,F,162,17,162
CAMILIA,F,6,0,2
CAMILLA,F,1055,246,1055
CAMILLE,F,798,188,798
CAMILLIA,F,3,3,3
CAMISHA,F,3,3,3
CAMMIE,F,9,0,3
CAMMY,F,3,3,3
CAMPBELL,F,4,0,1
CAMRYN,F,62,12,62
CANDACE,F,84,35,84
CANDICE,F,695,241,695
CANDIS,F,4,4,4
CANDY,F,79,30,79
CANSEL,F,7,7,7
CANSU,F,78,29,78
CAOIFE,F,8,0,3
CAOILAINN,F,15,0,5
CAOILFHINN,F,4,4,4
CAOILINN,F,3,0,1
CAOIMHE,F,716,109,716
CAPRI,F,37,5,37
CAPRICE,F,447,276,447
CAPUCINE,F,20,9,20
CARA,F,5135,1440,5135
CARAGH,F,184,77,184
CARENZA,F,105,48,105
CAREY,F,60,33,60
CARI,F,387,72,387
CARIAD,F,185,35,185
CARIANNE,F,7,7,7
CARICE,F,3,3,3
CARINA,F,398,126,398
CARIS,F,279,83,279
CARISS,F,13,13,13
CARISSA,F,152,55,152
CARITA,F,3,3,3
CARLA,F,3253,1029,3253
CARLA-LOUISE,F,3,3,3
CARLEE,F,41,7,41
CARLEIGH,F,34,16,34
CARLENA,F,3,3,3
CARLENE,F,31,16,31
CARLEY,F,363,168,363
CARLI,F,71,39,71
CARLIE,F,337,147,337
CARLOTA,F,62,8,62
CARLOTTA,F,170,26,170
CARLY,F,3465,953,3465
CARMAN,F,19,10,19
CARMEL,F,332,85,332
CARMELA,F,104,24,104
CARMEN,F,1819,373,1819
CAROL,F,13643,87,13643
CAROLANN,F,21,12,21
CAROL-ANN,F,17,11,17
CAROLANNE,F,53,30,53
CAROLE,F,4318,12,4318
CAROLINA,F,445,61,445
CAROLINE,F,11735,903,11735
CAROLYN,F,2220,61,2220
CARON,F,3,3,3
CARRA,F,22,11,22
CARRAGH,F,3,3,3
CARRERA,F,29,4,29
CARRIANNE,F,5,5,5
CARRIE,F,842,334,842
CARRIEANN,F,11,3,11
CARRIE-ANN,F,84,43,84
CARRIEANNE,F,12,8,12
CARRIE-ANNE,F,94,51,94
CARRIGAN,F,40,33,40
CARRIS,F,75,30,75
CARYL,F,38,32,38
CARYS,F,4541,1071,4541
CASANDRA,F,3,3,3
CASEY,F,6610,1855,6610
CASEY-ANNE,F,4,4,4
CASEY-JANE,F,15,6,15
CASEY-LEIGH,F,214,20,214
CASIE,F,182,51,182
CASSANDRA,F,886,334,886
CASSEY,F,82,32,82
CASSI,F,17,4,17
CASSIA,F,396,56,396
CASSIDY,F,968,141,968
CASSIE,F,1669,359,1669
CASSY,F,29,7,29
CATALINA,F,248,28,248
CATARINA,F,176,42,176
CATE,F,172,17,172
CATELIN,F,24,0,8
CATELYN,F,53,3,53
CATERINA,F,164,46,164
CATHARINE,F,50,41,50
CATHERINA,F,16,10,16
CATHERINE,F,25838,3411,25838
CATHLEEN,F,23,10,23
CATHRINE,F,20,14,20
CATHRYN,F,158,70,158
CATHY,F,58,29,58
CATIA,F,25,13,25
CATIE,F,44,3,44
CATLIN,F,18,12,18
CATRIN,F,1433,464,1433
CATRINA,F,184,116,184
CATRIONA,F,677,352,677
CATRYN,F,25,8,25
CAYDEE,F,17,0,6
CAYLA,F,236,7,236
CAYLEIGH,F,58,16,58
CAYLEY,F,27,5,27
CEANA,F,15,0,5
CEANNA,F,17,0,6
CEARA,F,125,62,125
CECE,F,75,0,25
CECELIA,F,160,18,160
CECILE,F,126,26,126
CECILIA,F,1020,174,1020
CECILIE,F,34,6,34
CECILLE,F,4,0,1
CECILY,F,732,114,732
CECYLIA,F,14,0,5
CEDAR,F,11,0,4
CEEJAY,F,16,16,16
CEINWEN,F,60,14,60
CEIRA,F,156,24,156
CEIRE,F,4,4,4
CELENE,F,3,3,3
CELESTE,F,656,126,656
CELESTINA,F,9,0,3
CELESTINE,F,63,7,63
CELIA,F,620,201,620
CELICIA,F,3,3,3
CELINA,F,272,58,272
CELINE,F,866,438,866
CELSIE,F,11,0,4
CELYN,F,431,69,431
CEREN,F,151,36,151
CERI,F,706,368,706
CERIAN,F,104,56,104
CERI-ANN,F,14,11,14
CERIDWEN,F,52,21,52
CERIS,F,100,28,100
CERISE,F,158,49,158
CERYN,F,34,14,34
CERYS,F,6888,1630,6888
CEYDA,F,182,60,182
CEYLAN,F,67,24,67
CEYLIN,F,39,0,13
CHAE,F,8,4,8
CHAI,F,12,9,12
CHAISE,F,42,21,42
CHALICE,F,6,6,6
CHANA,F,298,58,298
CHANAI,F,22,0,7
CHANCE,F,52,15,52
CHANDLER,F,9,9,9
CHANDNI,F,148,93,148
CHANDRA,F,10,7,10
CHANEL,F,1662,473,1662
CHANELL,F,88,34,88
CHANELLE,F,1405,388,1405
CHANI,F,80,8,80
CHANIA,F,9,3,9
CHANICE,F,229,120,229
CHANIE,F,3,0,1
CHANIECE,F,19,13,19
CHANISE,F,50,22,50
CHANNA,F,8,8,8
CHANNAH,F,8,3,8
CHANNEL,F,89,41,89
CHANNELLE,F,111,31,111
CHANNING,F,6,6,6
CHANNON,F,62,45,62
CHANTAE,F,58,17,58
CHANTAI,F,23,0,8
CHANTAL,F,325,183,325
CHANTALLE,F,21,15,21
CHANTAY,F,64,34,64
CHANTE,F,288,133,288
CHANTEL,F,627,339,627
CHANTELE,F,5,5,5
CHANTELL,F,119,52,119
CHANTELLE,F,5294,2393,5294
CHARA,F,12,0,4
CHARELLE,F,17,14,17
CHARIS,F,854,340,854
CHARISE,F,5,5,5
CHARISSE,F,70,25,70
CHARITY,F,155,51,155
CHARLA,F,32,11,32
CHARLEA,F,95,48,95
CHARLEE,F,557,164,557
CHARLEEN,F,28,16,28
CHARLEIGH,F,587,171,587
CHARLENE,F,1478,275,1478
CHARLETTE,F,28,19,28
CHARLEY,F,4259,1466,4259
CHARLEY-ANN,F,32,21,32
CHARLEY-ANNE,F,12,9,12
CHARLEY-LOUISE,F,6,6,6
CHARLI,F,571,144,571
CHARLIE,F,7479,2586,7479
CHARLIE-ANN,F,94,35,94
CHARLIE-ANNE,F,59,34,59
CHARLIE-JANE,F,7,4,7
CHARLIE-JO,F,10,7,10
CHARLIE-LEIGH,F,17,3,17
CHARLIE-LOUISE,F,24,12,24
CHARLIZE,F,292,6,292
CHARLOTTE,F,83255,26569,83255
CHARLOTTE-ANNE,F,6,6,6
CHARLOTTE-LOUISE,F,38,20,38
CHARLOTTE-MAY,F,11,0,4
CHARLOTTE-ROSE,F,50,6,50
CHARLY,F,405,165,405
CHARM,F,26,3,26
CHARMAIN,F,17,11,17
CHARMAINE,F,650,350,650
CHARMI,F,11,0,4
CHARMIAN,F,10,10,10
CHARNA,F,28,13,28
CHARNELLE,F,19,12,19
CHARNEY,F,3,3,3
CHARYS,F,15,12,15
CHASE,F,131,39,131
CHAUNTELLE,F,3,3,3
CHAVA,F,123,21,123
CHAY,F,9,9,9
CHAYA,F,651,118,651
CHAYSE,F,16,7,16
CHE,F,54,18,54
CHELBIE,F,4,4,4
CHELBY,F,9,9,9
CHELCIE,F,53,49,53
CHELSEA,F,14192,7153,14192
CHELSEA-ANN,F,18,14,18
CHELSEA-ANNE,F,13,13,13
CHELSEA-JADE,F,10,10,10
CHELSEA-LEA,F,8,5,8
CHELSEA-LEE,F,26,11,26
CHELSEA-LEIGH,F,106,32,106
CHELSEA-LOUISE,F,56,34,56
CHELSEA-MARIE,F,23,13,23
CHELSEE,F,64,34,64
CHELSEY,F,1668,766,1668
CHELSI,F,116,53,116
CHELSIE,F,1163,684,1163
CHELSIE-LOUISE,F,4,4,4
CHELSY,F,223,23,223
CHEN,F,31,0,10
CHENAI,F,201,3,201
CHENELLE,F,61,27,61
CHENICE,F,30,20,30
CHENISE,F,64,34,64
CHENNAI,F,22,0,7
CHER,F,16,13,16
CHERELLE,F,110,66,110
CHERI,F,24,20,24
CHERICE,F,28,16,28
CHERIE,F,259,155,259
CHERILYN,F,6,3,6
CHERISE,F,271,120,271
CHERISH,F,254,60,254
CHERISSE,F,17,11,17
CHEROKEE,F,6,3,6
CHERRELLE,F,14,14,14
CHERRI,F,14,7,14
CHERRIE,F,67,23,67
CHERRY,F,590,81,590
CHERYL,F,3329,105,3329
CHESKA,F,15,0,5
CHESNEY,F,24,21,24
CHEVELLE,F,25,13,25
CHEVON,F,3,3,3
CHEVONNE,F,35,23,35
CHEY,F,7,7,7
CHEYANNE,F,372,121,372
CHEYENNE,F,1031,399,1031
CHEYNE,F,15,12,15
CHEZNEY,F,7,7,7
CHI,F,55,18,55
CHIAMAKA,F,172,13,172
CHIANA,F,55,7,55
CHIANNE,F,6,0,2
CHIARA,F,1073,239,1073
CHIDIMMA,F,24,0,8
CHIDO,F,22,0,7
CHIDUBEM,F,3,3,3
CHIKA,F,45,4,45
CHINA,F,163,60,163
CHING,F,3,3,3
CHINWE,F,11,5,11
CHINWENDU,F,3,0,1
CHIOMA,F,201,40,201
CHIQUITA,F,11,3,11
CHISOM,F,116,8,116
CHIYO,F,3,0,1
CHIZARA,F,67,0,22
CHIZITELU,F,3,0,1
CHIZITERE,F,6,0,2
CHLOE,F,106152,40769,106152
CHLOE-ANN,F,191,60,191
CHLOE-ANNE,F,157,52,157
CHLOE-JADE,F,15,7,15
CHLOE-JANE,F,30,8,30
CHLOE-JAYNE,F,18,9,18
CHLOE-LEIGH,F,64,9,64
CHLOE-LOUISE,F,274,78,274
CHLOE-MAE,F,91,8,91
CHLOE-MARIE,F,131,31,131
CHLOE-MAY,F,113,14,113
CHLOE-ROSE,F,60,8,60
CHLOEY,F,17,11,17
CHLOIE,F,51,9,51
CHOI,F,6,3,6
CHOLE,F,42,18,42
CHONTELLE,F,3,3,3
CHRISSIE,F,64,18,64
CHRISSY,F,44,6,44
CHRISTA,F,149,45,149
CHRISTABEL,F,324,63,324
CHRISTABELLE,F,57,3,57
CHRISTAL,F,37,12,37
CHRISTEL,F,22,3,22
CHRISTELLE,F,68,17,68
CHRISTI,F,11,8,11
CHRISTIANA,F,442,102,442
CHRISTIANE,F,28,13,28
CHRISTIANNA,F,50,20,50
CHRISTIANNE,F,4,4,4
CHRISTIE,F,594,366,594
CHRISTINA,F,4635,952,4635
CHRISTINE,F,19906,365,19906
CHRISTY,F,257,124,257
CHRYSTAL,F,175,60,175
CHYANNE,F,98,26,98
CHYNA,F,385,132,385
CHYNNA,F,50,46,50
CIAN,F,31,17,31
CIANA,F,94,3,94
CIANNA,F,160,3,160
CIANNE,F,6,3,6
CIARA,F,5120,1697,5120
CIARAH,F,6,0,2
CIARRA,F,22,7,22
CICELY,F,302,77,302
CICI,F,27,0,9
CICILY,F,6,0,2
CIDNEY,F,6,3,6
CIELO,F,11,0,4
CIENNA,F,318,0,106
CIERA,F,205,81,205
CINDY,F,392,90,392
CINZIA,F,14,10,14
CIONA,F,14,9,14
CLAIR,F,557,23,557
CLAIRA,F,16,13,16
CLAIRE,F,17603,1786,17603
CLAIRE-LOUISE,F,16,9,16
CLARA,F,6055,550,6055
CLARE,F,7533,706,7533
CLARICE,F,316,109,316
CLARIS,F,4,0,1
CLARISA,F,3,0,1
CLARISE,F,4,4,4
CLARISSA,F,666,262,666
CLARISSE,F,81,25,81
CLARRISA,F,3,3,3
CLAUDETTE,F,21,18,21
CLAUDIA,F,4652,1601,4652
CLAUDIE,F,17,0,6
CLAUDINE,F,24,12,24
CLEA,F,105,27,105
CLEMENCE,F,154,7,154
CLEMENCY,F,94,14,94
CLEMENTINA,F,26,3,26
CLEMENTINE,F,1163,139,1163
CLEO,F,1608,214,1608
CLEOPATRA,F,128,28,128
CLIO,F,185,36,185
CLIODHNA,F,47,17,47
CLIONA,F,109,39,109
CLODAGH,F,295,94,295
CLODIE,F,3,3,3
CLOE,F,422,165,422
CLOEY,F,13,0,4
CLOTILDE,F,3,0,1
CLOVER,F,150,23,150
COBI,F,5,0,2
COBIE,F,26,3,26
COBY,F,31,13,31
COCO,F,863,33,863
CODEY,F,85,32,85
CODI,F,209,52,209
CODIE,F,1156,322,1156
CODY,F,1158,436,1158
COLBIE,F,39,3,39
COLBY,F,42,24,42
COLEEN,F,32,9,32
COLETTE,F,417,202,417
COLLEEN,F,225,128,225
COLLETTE,F,184,113,184
COMFORT,F,91,20,91
CONDOLEEZZA,F,3,0,1
CONNIE,F,5391,775,5391
CONNIE-MAE,F,52,4,52
CONNIE-MAY,F,15,0,5
CONNIE-ROSE,F,27,0,9
CONNY,F,3,0,1
CONSTANCE,F,7465,524,7465
CONSTANZA,F,7,0,2
CONSUELA,F,6,0,2
CORA,F,1645,226,1645
CORAH,F,45,7,45
CORAL,F,1022,468,1022
CORALE,F,3,3,3
CORALENA,F,6,3,6
CORALIE,F,210,48,210
CORALINE,F,34,0,11
CORAN,F,13,13,13
CORDELIA,F,749,135,749
CORELLE,F,3,3,3
COREY,F,141,69,141
CORI,F,71,31,71
CORIE,F,36,22,36
CORIN,F,85,35,85
CORINA,F,87,37,87
CORINNA,F,128,68,128
CORINNE,F,343,170,343
CORNELIA,F,124,22,124
CORRA,F,5,5,5
CORRAN,F,11,8,11
CORREY,F,3,3,3
CORRI,F,3,3,3
CORRIE,F,114,94,114
CORRIN,F,57,48,57
CORRINA,F,126,75,126
CORRINE,F,48,35,48
CORRINNE,F,10,10,10
CORRYN,F,9,9,9
CORTNEY,F,155,61,155
CORTNIE,F,3,3,3
CORY,F,39,32,39
CORYN,F,19,8,19
COSIMA,F,173,37,173
COUNTESS,F,3,3,3
COURTENAY,F,90,70,90
COURTENEY,F,798,614,798
COURTNAY,F,30,27,30
COURTNEE,F,22,11,22
COURTNEY,F,23410,11882,23410
COURTNEY-JADE,F,37,24,37
COURTNEY-JANE,F,7,7,7
COURTNEY-LEE,F,21,16,21
COURTNEY-LEIGH,F,107,35,107
COURTNEY-LOUISE,F,63,25,63
COURTNEY-MARIE,F,20,7,20
COURTNEY-PAIGE,F,7,7,7
COURTNEY-ROSE,F,26,3,26
COURTNIE,F,118,68,118
CREE,F,21,13,21
CRESSIDA,F,147,36,147
CRISTA,F,3,3,3
CRISTABEL,F,3,0,1
CRISTINA,F,364,98,364
CRISTY,F,7,7,7
CRYSTAL,F,2861,540,2861
CYAN,F,65,10,65
CYANNE,F,4,0,1
CYDNEE,F,41,9,41
CYDNEY,F,473,149,473
CYDNI,F,12,5,12
CYDNIE,F,24,8,24
CYNTHIA,F,1177,43,1177
CYPRUS,F,4,4,4
CYRA,F,89,15,89
DACEY,F,12,0,4
DACIA,F,12,3,12
DAENA,F,15,9,15
DAENERYS,F,19,0,6
DAGMARA,F,45,0,15
DAHLIA,F,262,13,262
DAINA,F,84,43,84
DAIRE,F,5,5,5
DAISEY,F,160,17,160
DAISIE,F,753,69,753
DAISY,F,37742,4333,37742
DAISY-LEIGH,F,68,0,23
DAISY-MAE,F,658,30,658
DAISY-MAI,F,238,3,238
DAISY-MAY,F,629,45,629
DAIZY,F,72,7,72
DAKOTA,F,876,53,876
DALAL,F,37,10,37
DALE,F,16,13,16
DALIA,F,367,50,367
DALILA,F,22,0,7
DALLAS,F,51,11,51
DALYA,F,41,11,41
DAMARIS,F,107,16,107
DAMILOLA,F,76,11,76
DAMINI,F,49,27,49
DAMLA,F,107,20,107
DANA,F,1459,716,1459
DANAE,F,166,30,166
DANAH,F,61,24,61
DANAI,F,44,0,15
DANAYA,F,19,0,6
DANEKA,F,9,9,9
DANELLA,F,6,3,6
DANELLE,F,12,3,12
DANI,F,342,129,342
DANIA,F,394,41,394
DANICA,F,349,96,349
DANIELA,F,1076,245,1076
DANIELE,F,132,11,132
DANIELLA,F,3688,1335,3688
DANIELLE,F,17797,8480,17797
DANIKA,F,364,112,364
DANIQUE,F,10,3,10
DANISHA,F,52,18,52
DANNA,F,26,3,26
DANNI,F,777,322,777
DANNICA,F,6,3,6
DANNIE,F,8,5,8
DANNIELLA,F,286,133,286
DANNIELLE,F,492,341,492
DANNII,F,138,54,138
DANNIKA,F,30,7,30
DANNI-LEIGH,F,17,10,17
DANYA,F,220,40,220
DANYELLE,F,23,16,23
DAPHNE,F,3059,41,3059
DARA,F,198,49,198
DARBY,F,121,51,121
DARCEE,F,59,0,20
DARCEY,F,6440,363,6440
DARCI,F,741,54,741
DARCIA,F,17,4,17
DARCIE,F,5178,336,5178
DARCIE-MAE,F,125,0,42
DARCY,F,6569,642,6569
D'ARCY,F,195,66,195
DARIA,F,760,48,760
DARIAN,F,41,36,41
DARIANNE,F,4,4,4
DARLA,F,158,0,53
DARLENE,F,54,12,54
DARLEY,F,4,0,1
DARLIA,F,4,0,1
DARNA,F,3,0,1
DARRIAN,F,3,3,3
DARYA,F,163,10,163
DARYL,F,53,40,53
DASHA,F,77,3,77
DAVEENA,F,30,9,30
DAVINA,F,1037,276,1037
DAVINIA,F,48,23,48
DAVITA,F,4,4,4
DAWN,F,5589,144,5589
DAYLE,F,7,7,7
DAYNA,F,562,345,562
DEA,F,148,11,148
DEANA,F,125,65,125
DEANDRA,F,14,3,14
DEANNA,F,1226,719,1226
DEANNA-MARIE,F,3,3,3
DEANNE,F,157,89,157
DEARBHLA,F,27,10,27
DEBBIE,F,1313,119,1313
DEBBY,F,4,4,4
DEBORA,F,73,4,73
DEBORAH,F,12225,444,12225
DEBRA,F,2422,48,2422
DEBRAH,F,3,0,1
DECCA,F,3,0,1
DEE,F,87,22,87
DEEANNA,F,13,10,13
DEENA,F,205,57,205
DEENAH,F,39,0,13
DEEPA,F,28,18,28
DEEPALI,F,18,15,18
DEEPIKA,F,64,13,64
DEESHA,F,17,4,17
DEIA,F,39,0,13
DEIRDRE,F,6,6,6
DEJA,F,104,29,104
DEKA,F,3,3,3
DELA,F,4,0,1
DELANEY,F,102,25,102
DELANIE,F,3,3,3
DELCIE,F,13,0,4
DELENN,F,9,9,9
DELIA,F,208,20,208
DELICIA,F,64,8,64
DELIGHT,F,3,0,1
DELILAH,F,1770,53,1770
DELLA,F,212,54,212
DELORES,F,8,3,8
DELPHI,F,166,21,166
DELPHIE,F,22,0,7
DELPHINA,F,6,0,2
DELPHINE,F,200,26,200
DELYTH,F,115,36,115
DEMELZA,F,110,28,110
DEMETRA,F,20,7,20
DEMI,F,8686,2688,8686
DEMIE,F,104,29,104
DEMI-JAY,F,4,4,4
DEMI-JO,F,19,7,19
DEMILEA,F,24,13,24
DEMI-LEA,F,211,64,211
DEMILEE,F,89,36,89
DEMI-LEE,F,399,109,399
DEMILEIGH,F,173,45,173
DEMI-LEIGH,F,1394,232,1394
DEMI-LOUISE,F,186,53,186
DEMI-MARIE,F,41,15,41
DEMITRA,F,13,7,13
DEMITRIA,F,3,3,3
DEMMI,F,115,41,115
DEMMIE,F,14,0,5
DEMPSEY,F,70,23,70
DENA,F,105,40,105
DENBY,F,13,13,13
DENI,F,112,39,112
DENICA,F,3,3,3
DENIKA,F,23,15,23
DENIQUE,F,3,3,3
DENISA,F,277,17,277
DENISE,F,5229,127,5229
DENISHA,F,63,10,63
DENIZ,F,147,46,147
DENNI,F,105,29,105
DENNIE,F,32,7,32
DENNY,F,11,3,11
DENVER,F,85,26,85
DEON,F,20,11,20
DEQA,F,30,9,30
DERI,F,3,3,3
DERRI,F,10,7,10
DERRIE,F,3,3,3
DERRY,F,28,12,28
DERRYN,F,20,17,20
DERVLA,F,41,25,41
DERYA,F,52,23,52
DERYN,F,127,28,127
DESIRE,F,69,3,69
DESIREE,F,202,46,202
DESREE,F,8,8,8
DESTINEE,F,142,27,142
DESTINI,F,79,17,79
DESTINY,F,3047,331,3047
DEVAN,F,77,48,77
DEVEN,F,28,12,28
DEVIKA,F,116,33,116
DEVIN,F,15,9,15
DEVINA,F,172,40,172
DEVON,F,1158,436,1158
DEVONNE,F,7,7,7
DEVORAH,F,145,28,145
DHANISHA,F,11,7,11
DHARA,F,87,16,87
DHARMA,F,76,17,76
DHRUVI,F,118,9,118
DIALA,F,8,0,3
DIAMOND,F,171,14,171
DIANA,F,4359,289,4359
DIANDRA,F,10,3,10
DIANE,F,9700,71,9700
DIANNA,F,23,9,23
DIANNE,F,27,0,9
DIAZ,F,64,4,64
DIDEM,F,6,6,6
DILAN,F,169,55,169
DILARA,F,326,68,326
DILEK,F,31,10,31
DILPREET,F,91,23,91
DILYS,F,118,9,118
DIMA,F,57,0,19
DIMPLE,F,19,19,19
DINA,F,569,151,569
DINAH,F,138,37,138
DION,F,327,167,327
DIONA,F,10,3,10
