NAME,count
KRISHNAN,52
KRISS,15
KRISTAN,76
KRISTEN,125
KRISTI,3
KRISTIAN,2329
KRISTIEN,13
KRISTIN,9
KRISTIYAN,6
KRISTOFER,123
KRISTOFF,1
KRISTOFFER,45
KRISTOPHER,437
KRISTOS,4
KRITHIK,6
KRUM,2
KRUZE,1
KRYSTIAN,513
KRZYSZTOF,301
KSAWERY,58
KUBA,366
KUBILAY,20
KUMAIL,30
KUMAR,6
KUN,2
KUNAL,111
KUPAKWASHE,2
KURAN,23
KURRAN,20
KURT,1092
KURTIS,1556
KUSH,346
KUSHAGRA,2
KUSHAL,153
KUZIVA,1
KWABENA,175
KWADWO,66
KWAJO,1
KWAKU,136
KWAME,281
KWASI,47
KWESI,69
KWOK,11
KY,77
KYAL,132
KYAN,1018
KYE,3543
KYI,54
KYLAN,758
KYLE,28755
KYLER,72
KYM,16
KYMANI,286
KYNAN,175
KYO,1
KYRAN,2074
KYRELL,132
KYREN,184
KYRIACOS,83
KYRO,113
KYRON,1344
KYRONE,57
KYU,3
LABIB,69
LACHLAN,1285
LADISLAV,13
LAIGHTON,53
LAINE,44
LAIRD,5
LAITH,477
LAMAR,281
LAMARR,34
LAMIN,90
LANCE,500
LANCELOT,3
LANDEN,15
LANDON,293
LANE,20
LAQUAN,21
LARRY,214
LARS,226
LASZLO,84
LATHAM,42
LATHAN,77
LATIF,38
LAUCHLAN,33
LAURANCE,9
LAURENCE,4212
LAURENS,10
LAURENT,63
LAURIE,575
LAURIS,1
LAVAN,2
LAVELL,3
LAW,3
LAWRENCE,8354
LAWRIE,60
LAWSON,753
LAWTON,13
LAYLAND,20
LAYNE,117
LAYTHAN,1
LAYTON,3461
LAZARUS,27
LE,23
LEAM,58
LEANDER,24
LEANDRO,348
LEANDROS,2
LEART,64
LEBRON,24
LEE,20692
LEEBAN,4
LEELAND,34
LEEROY,90
LEESON,33
LEGEND,5
LEIF,132
LEIGH,1468
LEIGHAM,8
LEIGHTON,4020
LEITH,35
LELAND,366
LEMAR,252
LEMARR,1
LEMUEL,175
LENARD,11
LENNAN,7
LENNARD,60
LENNIE,496
LENNON,3605
LENNOX,678
LENNY,2065
LENON,2
LENOX,6
LEO,32022
LEON,18036
LEONARD,17535
LEONARDO,2710
LEONE,38
LEONEL,30
LEONHARD,1
LEONIDAS,441
LEONIDES,1
LEONIS,1
LEOPOLD,184
LEROY,408
LES,3
LESLIE,20445
LESTER,111
LEUTRIM,4
LEVENT,25
LEVI,6246
LEVIN,36
LEVON,82
LEVY,39
LEWAN,14
LEWES,39
LEWI,183
LEWIE,484
LEWIN,127
LEWIS,71923
LEWYS,570
LEX,264
LEXUS,52
LEYLAND,49
LEYTON,1330
LI,10
LIAM,59385
LIAN,75
LIBAN,215
LIEM,10
LINAS,6
LINCOLN,2361
LINDAN,3
LINDEN,246
LINDON,128
LINFORD,9
LINTON,85
LINUS,323
LION,10
LIONEL,2184
LIR,2
LIRIM,4
LLEWELLYN,179
LLEWELYN,195
LLEWYN,8
LLEYTON,330
LLIAM,11
LLIFON,1
LLION,177
LLOYD,3045
LLWYD,3
LLYR,186
LLYWELYN,112
LOCHAN,6
LOCHLAIN,8
LOCHLAINN,11
LOCHLAN,691
LOCHLANN,158
LOCKLAN,2
LOGAN,26425
LOGEN,8
LOGHAN,19
LOGUN,15
LOIC,147
LOK,6
LOKESH,3
LOKI,377
LONNIE,33
LORCAN,701
LORD,68
LOREN,8
LORENZO,1562
LORIK,21
LORIMER,10
LORIS,23
LORNE,37
LOUCAS,14
LOUEY,19
LOUI,532
LOUIE,11543
LOUIS,28171
LOUKAS,85
LOVELL,28
LOVELLE,2
LOWELL,36
LOWEN,35
LOXLEY,7
LUAN,177
LUC,921
LUCA,13845
LUCAN,101
LUCAS,31530
LUCCA,570
LUCIAN,815
LUCIANO,280
LUCIEN,457
LUCIOUS,4
LUCIUS,228
LUCKY,11
LUCUS,205
LUDO,17
LUDOVIC,138
LUDOVICO,16
LUDWIG,3
LUDWIK,6
LUGHAN,1
LUI,143
LUIGI,171
LUIS,2734
LUIZ,41
LUKA,1675
LUKAS,3037
LUKASH,1
LUKASZ,270
LUKE,76206
LUKMAN,53
LUQMAAN,207
LUQMAN,601
LUTHER,176
LYALL,70
LYAM,75
LYCAN,1
LYDON,32
LYLE,364
LYNDAN,3
LYNDEN,202
LYNDON,634
LYNTON,17
LYON,71
LYSANDER,113
MAC,299
MACAULAY,830
MACAULEY,2029
MACAULLY,29
MACAULY,105
MACE,93
MACEY,17
MACK,244
MACKENZIE,4064
MACORLEY,28
MACSEN,396
MADDEN,5
MADDISON,31
MADDOX,264
MADISON,94
MADOC,107
MAEL,15
MAGNUS,789
MAHAD,360
MAHDI,732
MAHER,149
MAHMOOD,188
MAHMOUD,282
MAISON,987
MAIWAND,6
MAJOR,2
MAK,19
MAKENZIE,263
MAKO,2
MAKSIM,114
MAKSYM,28
MAL,1
MALACHAI,118
MALACHI,3160
MALACHIE,1
MALACHY,883
MALACKI,2
MALAKAI,1064
MALAKI,289
MALAKIE,19
MALCOLM,9842
MALEK,133
MALIEK,5
MALIK,1198
MALIKAI,19
MALIN,38
MALIQUE,81
MALLORY,4
MALVIN,8
MANFRED,3
MANI,191
MANISH,87
MANNY,127
MANPREET,102
MANSOOR,114
MANSUR,60
MANTAS,107
MANTRA,2
MANU,65
MANUEL,264
MANUS,5
MANVEER,296
MANVIR,209
MARC,4259
MARC-ANTHONY,7
MARCEAU,2
MARCEL,1958
MARCELL,112
MARCELLO,143
MARCELLUS,50
MARCELO,77
MARCIN,173
MARCIO,18
MARCO,1696
MARCOS,253
MARCUS,10899
MAREK,341
MARIN,8
MARIO,866
MARIOS,80
MARIS,1
MARIUS,249
MARK,39913
MARKO,306
MARKOS,37
MARKUS,470
MARKUSS,38
MARLEY,4099
MARLIN,2
MARLO,92
MARLOE,1
MARLON,446
MARLOW,139
MARLOWE,104
MARLY,66
MARMADUKE,2
MARQUIS,14
MARQUISE,16
MARSHAL,176
MARSHALL,2395
MARTELL,62
MARTI,30
MARTIN,23009
MARTINO,7
MARTY,186
MARTYN,3225
MARUF,71
MARVEL,4
MARVELOUS,2
MARVIN,459
MARWAN,318
MASON,26113
MASON-LEE,40
MASOOD,42
MASSIMILIANO,92
MASSIMO,342
MASUD,98
MASUM,29
MATAS,209
MATE,15
MATEEN,121
MATEI,74
MATEO,625
MATEOS,3
MATEUS,127
MATEUSZ,1472
MATH,34
MATHEO,11
MATHEUS,40
MATHEW,5109
MATHIAS,254
MATHIEU,115
MATHIS,23
MATIAS,279
MATIN,132
MATIS,9
MATISS,6
MATISSE,13
MATT,641
MATTEO,1377
MATTEUS,4
MATTHAUS,3
MATTHEUS,6
MATTHEW,97881
MATTHEW-JAMES,13
MATTHIAS,400
MATTHIEU,130
MATTIA,165
MATTIAS,146
MATTIE,38
MATTY,126
MATYAS,21
MAURICE,8565
MAURICIO,13
MAURISIO,1
MAURIZIO,3
MAVERICK,215
MAWGAN,103
MAX,45369
MAXAMILLIAN,19
MAXAMILLION,3
MAXFIELD,7
MAXIE,6
MAXIM,1221
MAXIME,326
MAXIMILIAN,5007
MAXIMILIEN,128
MAXIMILLIAN,1550
MAXIMILLION,76
MAXIMO,30
MAXIMOS,7
MAXIMUS,2705
MAXTON,51
MAXWEL,4
MAXWELL,6920
MAXX,183
MAYAN,21
MAYSON,302
MAYUR,53
MAZEN,80
MAZHAR,37
MAZHARUL,10
MAZIN,154
MAZLUM,13
MCAULEY,90
MCCAULEY,225
MCKENZIE,4202
MCKYE,9
MEER,109
MEHDI,340
MEHMET,774
MEHRAN,99
MEHTAB,42
MEHUL,77
MEILIR,10
MEIR,165
MEIRION,14
MEKHI,84
MEL,3
MELVIN,249
MELVYN,800
MEMPHIS,59
MENACHEM,201
MENDEL,67
MENDY,7
MENELIK,25
MERCER,1
MERGIM,35
MERIC,1
MERLIN,224
MERRICK,50
MERRILL,1
MERRYN,1
MERSON,6
MERT,401
MERVYN,43
MESHACH,107
MESSI,10
MESSIAH,11
METEHAN,23
METIN,70
MEURIG,8
MEYER,11
MICAH,1895
MICAIAH,131
MICHA,4
MICHAEL,97837
MICHAEL-JOHN,6
MICHAIL,6
MICHAL,1063
MICHEAL,321
MICHEL,66
MICHELE,94
MICHIEL,6
MICK,21
MICKAEL,7
MICKEY,255
MICKIE,8
MICKY,214
MIESZKO,13
MIGUEL,813
MIHAI,30
MIHAIL,19
MIHIR,157
MIJANUR,9
MIKA,172
MIKAEL,342
MIKAIL,396
MIKE,239
MIKEL,208
MIKESH,9
MIKEY,1324
MIKHAEL,15
MIKHAIL,388
MIKHEL,1
MIKHIL,3
MIKKEL,47
MIKLOS,4
MILAD,114
MILAN,1366
MILANO,5
MILES,5465
MILEY,83
MILLAN,123
MILLAR,35
MILLER,697
MILO,4245
MILOS,55
MILOSZ,98
MILTON,105
MILUN,5
MINESH,21
MING,73
MINH,65
MINHAJ,84
MINHAZ,30
MIQUEL,3
MIR,180
MIRACLE,51
MIRAJ,132
MIRAN,122
MIREN,11
MIRO,37
MIROSLAV,108
MIRZA,350
MISCHA,7
MISHA,32
MISHAEL,21
MITCH,109
MITCHAL,11
MITCHEL,587
MITCHELL,8617
MITCHUM,3
MITEN,7
MITESH,49
MITUL,32
MIZAN,18
MIZANUR,10
MO,6
MOBARAK,1
MOBEEN,120
MODOU,66
MOE,1
MOHAB,3
MOHAMED,7181
MOHAMMAD,19641
MOHAMMED,66657
MOHIB,75
MOHIBUR,3
MOHID,40
MOHIN,14
MOHIT,88
MOHMED,63
MOHMMAD,46
MOHMMED,108
MOHSAN,33
MOHSEN,49
MOHSIN,560
MOIN,91
MOISHE,258
MOISHI,1
MOIZ,118
MOKSH,8
MOMIN,105
MONEEB,23
MONIR,3
MONJUR,3
MONROE,17
MONTAGU,21
MONTAGUE,318
MONTANA,4
MONTE,12
MONTEL,152
MONTELL,69
MONTELLE,3
MONTGOMERY,1198
MONTI,1
MONTY,1432
MOOSA,181
MORDCHE,19
MORDECAI,10
MORDECHAI,211
MORGAN,14404
MORGEN,42
MORITZ,7
MORLEY,76
MORRIS,796
MORRISON,16
MORTEN,51
MORTIMER,33
MORTON,33
MOSES,972
MOSHE,527
MOSS,41
MOSTAFA,109
MOTIEJUS,5
MOTTI,11
MOUNIR,40
MOUSSA,19
MOUSTAFA,13
MUAAZ,150
MUAD,33
MUADH,123
MUAWIYAH,46
MUAZ,98
MUBARAK,223
MUBARIK,56
MUBASHIR,127
MUBEEN,93
MUBIN,19
MUDASIR,12
MUDASSAR,48
MUHAIMIN,23
MUHAMAD,129
MUHAMED,210
MUHAMMAD,35554
MUHAMMED,7850
MUHAMMOD,91
MUHIB,46
MUHIBUR,15
MUHSIN,196
MUIZ,17
MUJAHID,174
MUJTABA,238
MUKESH,8
MUKHTAR,122
MUMIN,42
MUNEEB,270
MUNGO,40
MUNIR,117
MUNRO,21
MURAD,119
MURAT,159
MURDOCH,1
MURPHY,231
MURRAY,569
MURTAZA,299
MUSA,2579
MUSAB,356
MUS'AB,70
MUSSA,68
MUSTAF,49
MUSTAFA,3303
MUSTAFAA,55
MUSTAFAH,19
MUSTAFE,49
MUSTAPHA,197
MUZZAMMIL,99
MYKOLAS,3
MYLES,4451
MYLO,895
MYRON,217
NABEEL,536
NABHAN,20
NABIL,572
NADAL,2
NADEEM,275
NADER,60
NADIM,155
NADIR,225
NAEEM,362
NAFEES,52
NAHEEM,27
NAHID,148
NAHIDUL,9
NAHIM,26
NAHOM,110
NAHSHON,9
NAHUM,124
NAIM,151
NAITHAN,21
NAJIB,122
NAM,51
NANA,570
NAQEEB,62
NARAYAN,97
NASAR,25
NASEEM,247
NASH,84
NASIM,138
NASIR,269
NASRI,14
NASSAR,12
NASSER,177
NASSIM,116
NATAN,738
NATE,274
NATHAN,45921
NATHANAEL,1069
NATHANIAL,322
NATHANIEL,8650
NATHEN,131
NATHON,13
NAUMAN,56
NAVDEEP,75
NAVEED,205
NAVEEN,88
NAVID,83
NAVIN,82
NAVJOT,74
NAVRAJ,151
NAWAZ,39
NAYAN,280
NAYEEM,65
NAYIM,21
NAYTHAN,3
NAZAM,13
NAZAR,23
NAZEEM,32
NAZIM,118
NAZIR,86
NAZMUL,39
NEAL,187
NED,1092
NEEL,384
NEERAJ,34
NEHEMIAH,256
NEIDAS,12
NEIL,14300
NEILAS,5
NELSON,492
NEMO,3
NEO,993
NEON,3
NERO,11
NESTA,3
NESTOR,9
NEVAN,82
NEVILLE,751
NEVIN,77
NEWTON,57
NEYMAR,10
NEYO,11
NEZAR,3
NIAL,123
NIALL,5011
NIAM,264
NIAZ,43
NICCOLO,65
NICHOLAS,28853
NICK,286
NICKI,3
NICKOLAS,139
NICKY,334
NICO,1581
NICOLAE,10
NICOLAI,54
NICOLAS,2255
NICOS,11
NIDAL,7
NIELS,35
NIGEL,9010
NIHAL,385
NII,70
NIKESH,79
NIKHIL,1021
NIKITA,471
NIKKI,38
NIKLAS,100
NIKLAUS,3
NIKO,221
NIKODEM,276
NIKOLA,135
NIKOLAI,273
NIKOLAOS,141
NIKOLAS,654
NIKOLAUS,9
NIKOS,50
NIKUL,9
NILAY,33
NILE,350
NILES,51
NILESH,40
NILS,126
NIMA,103
NIMESH,9
NIMROD,10
NINO,59
NIRAJ,64
NIRAV,60
NISHAN,99
NISHANT,42
NISHIL,37
NITESH,16
NITIN,17
NIXON,68
NIYAZ,87
NNAMDI,53
NOA,325
NOAH,34438
NOAM,127
NOBEL,3
NOBLE,6
NOEL,1659
NOLAN,288
NOMAAN,66
NOMAN,108
NOOR,288
NORBERT,141
NORMAN,14937
NORRIS,1
NORTON,42
NOSSON,34
NUMAAN,117
NUMAIR,79
NUMAN,114
NUNO,76
NUR,34
NURUL,24
NYALL,134
NYAN,3
NYASHA,15
NYE,124
NYLE,398
NYRON,11
OAK,38
OAKLEY,2426
OBADIAH,12
OBAID,63
OBAN,43
OBED,62
OBI,123
OBIE,27
OBINNA,129
OBY,1
OCEAN,214
OCTAVIAN,11
OCTAVIO,3
OCTAVIUS,2
ODEN,14
ODHRAN,101
ODIN,275
ODYSSEUS,1
OGHENETEGA,28
OGUZHAN,33
OISIN,685
OKAN,62
OLABODE,12
OLADIPUPO,10
OLAF,159
OLAJIDE,5
OLALEKAN,15
OLAMIDE,154
OLAOLUWA,93
OLATAYO,3
OLATOKUNBO,23
OLATUNDE,6
OLAWALE,22
OLAYINKA,5
OLE,152
OLEG,10
OLI,128
OLIUR,3
OLIVER,120701
OLIVER-JAMES,50
OLIVIER,1474
OLIWIER,275
OLLI,45
OLLIE,7443
OLLIVER,64
OLLY,3124
OLTI,5
OLUFEMI,66
OLUGBENGA,3
OLUKAYODE,23
OLUMIDE,69
OLUSEGUN,30
OLUSEUN,3
OLUWADAMILARE,93
OLUWADAMILOLA,131
OLUWADARA,20
OLUWADARE,3
OLUWADEMILADE,130
OLUWADUROTIMI,30
OLUWAFEMI,124
OLUWAFERANMI,77
OLUWAGBEMIGA,16
OLUWAGBENGA,3
OLUWAKOREDE,31
OLUWAPELUMI,47
OLUWAROTIMI,28
OLUWASEGUN,40
OLUWASEUN,172
OLUWASEYI,137
OLUWASHOLA,3
OLUWATAMILORE,54
OLUWATIMILEHIN,174
OLUWATOBI,391
OLUWATOBILOBA,253
OLUWATOMISIN,72
OLUWATOMIWA,86
OLUWATONI,51
OLUWATOSIN,86
OMAIR,78
OMAR,4489
OMARI,570
OMER,513
OMID,135
OMRI,6
ONDER,6
ONKAR,41
ONNI,6
ONUR,180
OPEOLUWA,9
OPEYEMI,34
ORAN,352
OREN,254
OREOLUWA,85
ORHAN,49
ORI,43
ORIN,191
ORION,361
ORLANDO,929
ORPHEUS,2
ORRIN,90
ORSEN,2
ORSON,497
ORVILLE,1
OSAGIE,3
OSAMA,217
OSAMAH,20
OSBERT,2
OSBORN,1
OSBOURNE,1
OSCAR,38638
OSHER,62
OSHIAN,2
OSIAN,1784
OSIRIS,8
OSKA,101
OSKAR,2974
OSKARAS,37
OSKER,3
OSMAN,585
OSSAMA,18
OSSIAN,114
OSSIE,16
OSTIN,9
OSWALD,23
OSWIN,25
OSZKAR,1
OTHMAN,69
OTIS,1444
OTO,2
OTTIS,6
OTTO,1222
OUSAMA,14
OUSMAN,111
OUSSAMA,19
OVIE,20
OWAIN,2038
OWAIS,650
OWAN,1
OWEN,31638
OWEN-JAMES,1
OWIN,2
OWYN,132
OWYNN,1
OZ,17
OZAIR,34
OZAN,254
OZCAN,16
OZGUR,40
OZIL,1
OZKAN,22
OZWALD,2
OZZI,1
OZZIE,35
OZZY,231
PABLO,519
PACEY,137
PADDY,496
PADRAIC,34
PADRAIG,221
PAISLEY,14
PANAGIOTIS,14
PANASHE,106
PANAYIOTIS,89
PAOLO,349
PAPA,90
PARAM,78
PARAMVEER,105
PARAMVIR,10
PARAS,62
PARDEEP,45
PARIS,275
PARISH,1
PARKER,350
PARMINDER,32
PARRIS,11
PARTH,222
PASCAL,180
PASHA,63
PASQUALE,19
PATRIC,53
PATRICK,30811
PATRIK,281
PATRIKAS,3
PATRYK,1435
PAUL,47474
PAULIE,8
PAULIUS,42
PAULO,181
PAVAN,283
PAVANDEEP,120
PAVEL,161
PAVINDER,3
PAVITAR,12
PAVLOS,41
PAWAN,29
PAWANDEEP,21
PAX,1
PAXTON,5
PAYTON,61
PEARCE,174
PEARSE,31
PEDRO,474
PEER,3
PELE,61
PELHAM,6
PELLE,3
PERCIVAL,1569
PERCY,5773
PEREGRINE,26
PERRAN,74
PERRI,22
PERRIE,22
PERRIN,9
PERRY,862
PERSEUS,5
PETAR,82
PETE,31
PETER,61783
PETRAS,1
PETROS,51
PETRU,10
PETRUS,6
PEYTON,35
PHARREL,2
PHARRELL,132
PHELAN,46
PHIL,63
PHILBERT,1
PHILEMON,14
PHILIP,26782
PHILIPP,38
PHILIPPE,99
PHILLIP,7054
PHINEAS,95
PHINN,1
PHINNAEUS,1
PHOENIX,1602
PHONG,15
PIERCE,655
PIERO,17
PIERRE,439
PIERS,730
PIETER,61
PIETRO,163
PINCHAS,49
PINCHOS,81
PIOTR,623
PIOUS,1
PIP,84
PIRAN,175
POLAT,5
PRABAL,2
PRABHJOT,86
PRABHNOOR,7
PRAISE,100
PRAKASH,12
PRANAV,392
PRANAY,163
PRASHANT,40
PRATIK,46
PRAVEEN,76
PRECIOUS,11
PREM,201
PRENTICE,28
PRESLEY,397
PRESTON,2462
PRIAM,1
PRINCE,1103
PRITAM,14
PRITESH,48
PRITHVI,43
PRITPAL,12
PRIYAN,79
PRIYEN,16
PRIYESH,57
PROMISE,24
PTOLEMY,142
PUNEET,20
QAASIM,98
QAIS,236
QAISER,13
QAMAR,50
QASAM,9
QASIM,1212
QAYS,46
QAZI,16
QUADE,52
QUAID,66
QUAN,2
QUENTIN,267
QUILLAN,4
QUIN,15
QUINCEY,2
QUINCY,199
QUINLAN,173
QUINLEY,3
QUINN,1386
QUINTEN,41
QUINTIN,43
QUINTON,155
QUINTUS,2
QUOC,21
RABAH,1
RADEK,5
RADIN,13
RADMAN,1
RADOMIR,1
RADOSLAV,7
RADOSLAW,14
RADU,11
RADVIN,3
RADWAN,82
RAEES,583
RAEKWON,67
RAFAEL,1949
RAFAELE,1
RAFAL,40
RAFE,960
RAFFAEL,14
RAFFAELE,119
RAFFE,1
RAFFERTY,1050
RAFFI,27
RAFFY,2
RAFI,358
RAFIQ,65
RAGHAV,153
RAGNAR,4
RAHAN,22
RAHAT,138
RAHEEL,263
RAHEEM,1072
RAHIL,179
RAHIM,511
RAHMAN,127
RAHOUL,3
RAHSAAN,18
RAHUL,1171
RAI,65
RAID,7
RAIDEN,46
RAIF,171
RAIHAAN,100
RAIHAN,627
RAIN,6
RAINE,8
RAIS,90
RAITH,38
RAIYAN,162
RAJ,218
RAJA,1088
RAJAN,742
RAJANDEEP,12
RAJBIR,17
RAJDEEP,66
RAJEEV,16
RAJESH,38
RAJINDER,28
RAJIV,55
RAJPAL,18
RAJU,8
RAJUN,20
RAJVEER,390
RAJVIR,153
RAKEEM,120
RAKESH,26
RAKIB,31
RAKIBUR,3
RAKIM,49
RAKULAN,3
RALF,174
RALPH,7707
RALPHIE,134
RAM,128
RAMA,1
RAMADAN,47
RAMAN,143
RAMANDEEP,29
RAMAZAN,23
RAMEEZ,86
RAMEL,54
RAMESH,6
RAMEZ,10
RAMI,229
RAMIREZ,1
RAMIRO,14
RAMIZ,51
RAMON,104
RAMONE,170
RAMSAY,51
RAMSEY,132
RAMZAN,48
RAMZI,117
RAMZY,4
RANA,84
RAND,9
RANDAL,3
RANDALL,35
RANDEEP,21
RANDELL,3
RANDOLPH,2
RANDY,72
RANJIT,29
RANJODH,8
RANULPH,69
RANVEER,281
RANVIR,152
RAOUL,69
RAPHAEL,2745
RAQEEB,57
RASAN,6
RASHAAN,67
RASHAD,74
RASHAN,13
RASHARN,59
RASHAUN,64
RASHED,31
RASHEED,84
RASHEL,8
RASHID,212
RASMUS,11
RAUF,10
RAUL,425
RAVEL,6
RAVEN,96
RAVI,467
RAVIN,12
RAVINDER,107
RAY,663
RAYAN,2269
RAYANE,27
RAYDEN,13
RAYHAAN,338
RAYHAN,940
RAYMOND,20578
RAYMUND,1
RAZA,171
RAZWAN,22
REACE,83
REAGAN,927
RECO,5
RED,121
REDA,43
REDD,47
REDFORD,34
REDMOND,26
REDWAN,64
REECE,24306
REED,180
REEF,264
REEGAN,768
REES,389
REESE,340
REEVE,171
REG,5
REGAN,3104
REGGI,2
REGGIE,3775
REGGY,1
REGINALD,13686
REGIS,3
REHAAN,472
REHAN,1329
REHMAN,117
REI,7
REICE,65
REID,498
REIF,7
REIGN,10
REIKO,1
REILLY,608
REIS,189
REISE,1
REISS,815
REMEL,81
REMELL,80
REMI,583
REMIE,2
REMINGTON,2
REMMEL,6
REMMI,2
REMMIE,3
REMUS,11
REMY,781
REN,34
RENALDO,15
RENAS,6
RENE,194
RENELL,44
RENLEY,2
RENLY,2
RENNY,2
RENO,65
RENZO,22
REO,233
REON,338
REUBAN,28
REUBEN,12509
REUBYN,13
REUEL,114
REUVEN,7
REVAN,2
REVE,1
REX,1083
REXHEP,1
REY,9
REYES,4
REYNARD,4
REYO,1
REZA,100
REZWAN,80
RHAIN,3
RHEAN,1
RHEECE,1
RHEO,8
RHEON,2
RHETT,46
RHEUBEN,2
RHIAD,1
RHIAN,63
RHIDIAN,28
RHIEN,6
RHION,26
RHOAN,1
RHODRI,665
RHUBEN,8
RHUN,44
RHY,1
RHYAN,138
RHYCE,60
RHYDIAN,375
RHYLAN,11
RHYLEE,50
RHYON,2
RHYS,23492
RHYSE,46
RHYS-JAMES,1
RHYSS,3
RHYTHM,4
RIAD,107
RIAIN,3
RIAN,1038
RIAZ,262
RICARDO,900
RICCARDO,231
RICCI,7
RICCO,127
RICHARD,51932
RICHIE,505
RICHMOND,82
RICK,40
RICKESH,6
RICKEY,6
RICKI,60
RICKIE,42
RICKY,2214
RICKY-LEE,20
RICO,873
RIDDICK,9
RIDHWAAN,43
RIDHWAN,92
RIDLEY,145
RIDWAN,611
RIECE,39
RIELLY,8
RIHAN,41
RIKAI,1
RIKARDO,5
RIKESH,56
RIKI,13
RIKKI,88
RIKKY,3
RIKO,6
RIKU,15
RILEY,29339
RILLEY,4
RILWAN,16
RIMMEL,3
RINGO,1
RINOR,15
RIO,4259
RION,166
RIORDAN,92
RISHABH,125
RISHAL,3
RISHAN,91
RISHI,966
RISHIK,6
RISHIL,13
RITCHIE,196
RITESH,30
RITHIK,56
RITHVIK,9
RITIK,34
RIVALDO,26
RIVER,776
RIYAD,250
RIYAN,210
RIYAZ,54
RIZWAAN,62
RIZWAN,464
ROALD,2
ROAN,569
ROARK,1
ROARY,21
ROB,35
ROBBERT,3
ROBBIE,4311
ROBBIE-LEE,13
ROBBY,85
ROBEL,73
ROBEN,1
ROBERT,80629
ROBERTO,467
ROBI,6
ROBIN,8153
ROBIUL,11
ROBSON,509
ROBY,4
ROBYN,22
ROCCO,3184
ROCH,4
ROCK,3
ROCKIE,2
ROCKO,12
ROCKY,482
ROCO,3
ROD,3
RODDY,41
RODERICK,109
RODI,55
RODIN,7
RODNEY,2334
RODRIGO,388
ROEN,6
ROGAN,238
ROGER,9754
ROHAAN,231
ROHAIL,135
ROHAN,4628
ROHEN,2
ROHID,6
ROHIN,112
ROHIT,336
ROHITH,8
ROJAN,4
ROJHAT,7
ROKAS,56
ROKO,1
ROLAND,2368
ROLLO,66
ROMAIN,121
ROMAN,4598
ROMANO,78
ROMARIO,318
ROMAYNE,7
ROME,225
ROMEL,35
ROMEO,1422
ROMERO,84
ROMEY,9
ROMI,29
ROMMEL,10
RON,120
RONAK,137
RONALD,25643
RONALDO,227
RONAN,2283
RONI,182
RONIN,128
RONIT,22
RONNIE,6732
RONNY,438
ROONEY,41
ROQUE,4
RORI,4
RORIE,46
RORY,9841
ROSARIO,10
ROSCO,13
ROSCOE,198
ROSH,3
ROSHAAN,53
ROSHAN,651
ROSHANE,30
ROSHAUN,46
ROSHEN,1
ROSKO,1
ROSS,9605
ROSSI,54
ROSTAM,1
ROURKE,62
ROUX,20
ROWAN,6677
ROWEN,137
ROWLAND,30
ROWLEY,1
ROY,12975
ROYCE,93
ROYSTON,1190
RUADHAN,6
RUAIDHRI,25
RUAIRI,483
RUAIRIDH,88
RUAN,207
RUARAIDH,19
RUARI,292
RUARIDH,164
RUBAN,23
RUBEL,18
RUBEN,4301
RUBIN,152
RUBIO,1
RUDEY,3
RUDI,791
RUDIE,19
RUDOLF,7
RUDOLPH,2
RUDRA,72
RUDY,1170
RUDYARD,7
RUEBEN,669
RUEDI,1
RUFUS,2335
RUHAAN,11
RUHAL,3
RUHAN,31
RUHEL,26
RUHUL,25
RUI,256
RUMAN,23
RUMEL,3
RUMMAN,3
RUNAKO,1
RUNE,23
RUO,1
RUPEN,1
RUPERT,2222
RUPINDER,8
RUSHAN,3
RUSHAUN,6
RUSHI,2
RUSHIL,104
RUSLAN,15
RUSSEL,33
RUSSELL,4314
RUSTY,4
RUTVIK,3
RUZGAR,28
RWAN,1
RY,3
RYAN,73941
RYANDEEP,42
RYAN-JAMES,27
RYAN-LEE,97
RYE,40
RYHAN,46
RYHS,3
RYKER,83
RYLAN,864
RYLEE,1196
RYLEIGH,213
RYLEY,1817
RYLIE,379
RYO,54
RYOSUKE,3
RYOTA,6
RYSZARD,13
RYU,55
SAAD,673
SAAGAR,19
SABASTIAN,17
SABBIR,45
SABIR,209
SABRI,31
SACHA,464
SACHIN,655
SADIQ,152
SAFIAN,46
SAFWAN,552
SAGAR,79
SAHAL,62
SAHIL,1397
SAI,285
SAID,351
SAIF,1507
SAIM,249
SAINT,5
SAJID,196
SAKI,1
SALADIN,1
SALAH,169
SALEEM,156
SALEH,287
SALEM,135
SALIH,149
SALIK,21
SALIM,298
SALMAAN,170
SALMAN,831
SALVADOR,141
SALVATORE,164
SAM,21687
SAMAR,120
SAMARTH,35
SAMEE,104
SAMEER,1167
SAMI,2396
SAMIR,1155
SAMIUL,194
SAMMI,65
SAMMIE,23
SAMMUEL,13
SAMMY,637
SAMPSON,87
SAMSON,979
SAMUAL,541
SAMUEL,111013
SAMUELE,83
SAMUIL,5
SAMY,153
SANCHEZ,74
SANDRO,42
SANDY,51
SANI,6
SANJAY,305
SANJEET,11
SANJEEV,79
SANJIV,12
SANTIAGO,730
SANTINO,472
SANTOSH,14
SANVEER,4
SAQAB,9
SAQIB,377
SAQLAIN,78
SARACEN,3
SARAN,64
SARDAR,64
SARFARAZ,18
SARFRAZ,12
SAROSH,2
SARWAR,26
SASCHA,50
SASHA,260
SATHVIK,5
SATISH,3
SATNAM,46
SATVIK,2
SAUD,100
SAUL,1589
