NAME,gender,count,90sCount,AdjustedCount
ESTYN,M,6,0,2
ETAIN,F,3,0,1
ETAN,M,4,0,1
ETANA,F,63,0,21
ETANAS,M,3,0,1
ETHAN-JACK,M,3,0,1
ETHAN-JAMES,M,94,0,31
ETHAN-JAY,M,9,0,3
ETHAN-LEE,M,46,0,15
ETHEM,M,3,0,1
ETHNI,F,3,0,1
ETHYN,M,31,0,10
ETINOSA,F,4,0,1
ETINOSA,M,11,0,4
ETTA-MAE,F,6,0,2
ETTORE,M,9,0,3
EULALIE,F,4,0,1
EUN,F,15,0,5
EUN,M,4,0,1
EVAAN,M,6,0,2
EVA-BELLE,F,7,0,2
EVAH,F,22,0,7
EVA-JANE,F,7,0,2
EVA-JEAN,F,6,0,2
EVA-LEIGH,F,5,0,2
EVA-LILY,F,36,0,12
EVALIN,F,3,0,1
EVALINA,F,41,0,14
EVA-LOUISE,F,32,0,11
EVALYN,F,413,0,138
EVALYNE,F,3,0,1
EVALYNN,F,41,0,14
EVALYNNE,F,7,0,2
EVA-MAI,F,45,0,15
EVA-MARIA,F,13,0,4
EVA-MAY,F,92,0,31
EVANA,F,64,0,21
EVANAS,M,35,0,12
EVANGELENE,F,3,0,1
EVANGELIA,F,32,0,11
EVANI,F,16,0,5
EVANIA,F,13,0,4
EVANN,M,19,0,6
EVANNA,F,59,0,20
EVANNE,F,3,3,3
EVANTHE,F,3,0,1
EVANTHIA,F,6,0,2
EVA-RAE,F,16,0,5
EVA-SOPHIA,F,4,0,1
EVAYA,F,3,0,1
EVEA,F,3,0,1
EVEE,F,59,0,20
EVEIE,F,45,0,15
EVELEEN,F,16,0,5
EVELIA,F,3,0,1
EVELIEN,F,3,0,1
EVELLYN,F,3,0,1
EVELYNA,F,4,0,1
EVELYN-GRACE,F,16,0,5
EVELYN-MAE,F,4,0,1
EVELYN-MAY,F,9,0,3
EVELYNN-ROSE,F,3,0,1
EVELYN-ROSE,F,86,0,29
EVEN,M,3,0,1
EVERLIE,F,8,0,3
EVERT,M,3,0,1
EVIA,F,16,0,5
EVIANA,F,6,0,2
EVIE-,F,21,0,7
EVIE-ANN,F,11,0,4
EVIE-ANNE,F,4,0,1
EVIE-BELLE,F,5,0,2
EVIE-BLOSSOM,F,3,0,1
EVIEE,F,80,0,27
EVIE-FAITH,F,3,0,1
EVIE-HOPE,F,3,0,1
EVIE-JADE,F,3,0,1
EVIE-JAE,F,3,0,1
EVIE-JAI,F,7,0,2
EVIE-JANE,F,25,0,8
EVIE-JAYNE,F,9,0,3
EVIE-JEAN,F,23,0,8
EVIE-LEA,F,9,0,3
EVIE-LEE,F,23,0,8
EVIE-LEIGH,F,160,0,53
EVIE-LILLY,F,3,0,1
EVIE-LOU,F,14,0,5
EVIE-LOUISE,F,86,0,29
EVIE-LYNN,F,4,0,1
EVIE-MAE,F,688,0,229
EVIE-MAI,F,321,0,107
EVIE-MARIA,F,3,0,1
EVIE-MARIE,F,72,0,24
EVIE-MAY,F,339,0,113
EVIE-RAE,F,93,0,31
EVIE-SUE,F,3,0,1
EVIE-WILLOW,F,3,0,1
EVIIE,F,3,0,1
EVIJA,F,4,0,1
EVIN,M,43,0,14
EVINA,F,5,0,2
EVISSA,F,3,0,1
EVLYNN,F,15,0,5
EVNI,F,3,0,1
EVON,M,3,0,1
EVONY,F,9,0,3
EVREN,M,69,0,23
EVRON,M,3,0,1
EVVIE,F,6,0,2
EVYN,M,30,0,10
EWA,F,170,0,57
EWAOLUWA,F,9,0,3
EWELINA,F,46,0,15
EWOMAZINO,F,3,0,1
EWURA,F,3,0,1
EXAUCE,F,6,0,2
EXAUCE,M,35,0,12
EXAUCEE,F,6,0,2
EXCEL,F,10,0,3
EXCEL,M,3,0,1
EXCELLENT,M,3,0,1
EYAD,M,118,3,118
EYAL,M,13,0,4
EYHAB,M,3,0,1
EYLA,F,14,0,5
EYLEM,F,11,0,4
EYLUL,F,125,0,42
EYMAN,M,3,0,1
EYMEN,M,35,0,12
EYOB,M,11,0,4
EYOEL,M,6,0,2
EYRA,F,3,0,1
EYRAH,F,3,0,1
EYSAN,F,15,0,5
EYSHA,F,3,0,1
EYTAN,M,20,0,7
EYTHAN,M,13,0,4
EYUB,M,3,0,1
EYVA,F,3,0,1
EZAAN,M,32,0,11
EZAN,M,3,0,1
EZANA,M,33,0,11
EZARA,F,16,3,16
EZECHIEL,M,3,0,1
EZEL,F,31,0,10
EZEL,M,64,0,21
EZINNE,F,7,0,2
EZMAE,F,129,0,43
EZMAE-ROSE,F,3,0,1
EZRAE,F,3,0,1
EZRAH,F,8,0,3
EZZAH,F,66,0,22
FAA'IZAH,F,3,0,1
FAAKHIR,M,9,0,3
FAARIHA,F,3,0,1
FAATIMA-ZAHRA,F,3,0,1
FAAZ,M,14,0,5
FABEHA,F,8,0,3
FABIOLA,F,24,3,24
FABION,M,3,0,1
FABLE,F,3,0,1
FABLIHA,F,3,3,3
FABRICE,M,9,3,9
FADEELAH,F,3,0,1
FADEL,M,3,0,1
FADIA,F,9,0,3
FADIL,M,59,0,20
FADILA,F,11,0,4
FADIMA,F,3,0,1
FADWA,F,10,3,10
FADZAI,F,17,0,6
FAELAN,M,6,0,2
FAEZA,F,10,0,3
FAEZAH,F,3,0,1
FAFA,F,9,0,3
FAHEMA,F,10,6,10
FAHIMAH,F,25,3,25
FAHIMUL,M,6,6,6
FAHIZA,F,11,4,11
FAHMEDA,F,4,0,1
FAHMI,M,18,3,18
FAHMID,M,15,3,15
FAHMIDAH,F,8,0,3
FAHMINA,F,6,6,6
FAHREN,M,3,0,1
FAHRIN,F,3,3,3
FAHTIMA,F,13,0,4
FAI,F,9,3,9
FAIGA,F,3,0,1
FAIGY,F,58,5,58
FAIHA,F,8,0,3
FAIMA,F,5,0,2
FAIQ,M,22,3,22
FAIQA,F,24,3,24
FAITHE,F,6,0,2
FAITHIA,F,3,0,1
FAITH-LOUISE,F,16,0,5
FAITH-MARIE,F,20,0,7
FAITH-ROSE,F,3,0,1
FAIYAZ,M,43,6,43
FAJAR,F,79,0,26
FAJER,F,21,0,7
FAJR,F,105,0,35
FALAK,M,15,0,5
FALAN,F,3,3,3
FALAQ,F,148,5,148
FALEN,F,3,0,1
FALIHA,F,11,0,4
FALISHA,F,53,0,18
FALLON,M,26,0,9
FALLYN,F,7,0,2
FALON,F,22,0,7
FAMKE,F,8,0,3
FANTASIA,F,11,0,4
FANUEL,M,3,0,1
FARAI,F,4,0,1
FARAI,M,57,4,57
FARAJ,M,7,0,2
FARAN,M,51,6,51
FARDIN,M,27,3,27
FARDOWSA,F,58,5,58
FAREEDA,F,18,0,6
FAREEDAH,F,63,0,21
FAREEDAT,F,7,0,2
FAREEN,F,3,3,3
FAREENA,F,3,0,1
FAREES,M,3,0,1
FAREN,M,3,0,1
FARES,M,112,3,112
FARHAAD,M,6,0,2
FARHANAH,F,16,3,16
FARIAH,F,51,4,51
FARIDAT,F,25,0,8
FARIDEH,F,5,0,2
FARINA,F,6,0,2
FARISHA,F,6,0,2
FARIYA,F,27,3,27
FARIYAH,F,3,0,1
FARIZ,M,3,0,1
FARKHAN,M,3,0,1
FARMAN,M,6,0,2
FARNAZ,F,4,4,4
FARON,F,6,0,2
FAROUK,M,51,5,51
FAROUQ,M,19,6,19
FARRADEH,F,3,0,1
FARRAN,M,36,0,12
FARREL,M,3,0,1
FARRELL,F,4,4,4
FARRIN,F,3,0,1
FARRON,F,3,0,1
FARRON,M,43,0,14
FARRUKH,M,6,3,6
FARRYL,F,3,0,1
FARRYN,F,5,0,2
FARTUN,F,10,0,3
FARWA,F,47,0,16
FARWAH,F,27,3,27
FARYAAL,F,20,0,7
FARYN,F,6,0,2
FARZAD,M,22,0,7
FARZAN,M,24,3,24
FARZEEN,F,10,6,10
FASEEHA,F,20,3,20
FASIHA,F,6,0,2
FATAMA,F,7,3,7
FATEEMA,F,10,0,3
FATEH,M,62,4,62
FATHIA,F,62,0,21
FATHIMAH,F,9,0,3
FATHIYA,F,13,0,4
FATHMA,F,11,0,4
FATIHAH,F,20,0,7
FATIMAHZAHRA,F,3,0,1
FATIMAH-ZAHRA,F,25,0,8
FATIMAH-ZAHRAH,F,3,0,1
FATIMAT,F,6,3,6
FATIMATOU,F,4,0,1
FATIMA-TUZ-ZAHRA,F,4,0,1
FATIMA-ZAHRA,F,26,0,9
FATIN,F,6,3,6
FATMAH,F,3,0,1
FATMANUR,F,8,0,3
FATMATA,F,58,4,58
FATOS,F,9,3,9
FATOUMATA,F,161,6,161
FATOUMATTA,F,45,0,15
FATUMATA,F,14,0,5
FAUNA,F,3,0,1
FAUSTA,F,43,0,14
FAUSTAS,M,46,0,15
FAUSTE,F,3,0,1
FAUSTINA,F,11,0,4
FAUSTINE,F,4,0,1
FAUSTO,M,3,0,1
FAUSTYNA,F,6,0,2
FAUVE,F,4,4,4
FAUZAN,M,13,0,4
FAUZIAH,F,3,0,1
FAVOR,F,4,0,1
FAWAAZ,M,9,0,3
FAWAD,M,68,4,68
FAWWAZ,M,62,4,62
FAWZAAN,M,3,0,1
FAWZAN,M,10,0,3
FAWZIYA,F,3,0,1
FAYAAZ,M,9,0,3
FAYED,M,6,6,6
FAYE-LOUISE,F,12,0,4
FAYE-MARIE,F,3,0,1
FAYEZ,M,24,5,24
FAYHA,F,59,0,20
FAYOLA,F,3,3,3
FAYROUZ,F,3,0,1
FAYTHE,F,5,0,2
FAYYAD,M,7,0,2
FAYYAZ,M,18,0,6
FAYZAAN,M,12,0,4
FAYZAN,M,82,3,82
FAZAAN,M,3,3,3
FAZAN,M,18,3,18
FAZEEL,M,3,3,3
FAZIL,M,11,0,4
FEBE,F,19,0,6
FEBIN,M,3,0,1
FEDOR,M,10,0,3
FEDORA,F,13,0,4
FEHZAAN,M,11,3,11
FEI,F,4,0,1
FEIGY,F,86,5,86
FEISAL,M,3,0,1
FEIVEL,M,6,3,6
FELESHA,F,3,3,3
FELICITAS,F,6,0,2
FELICITY-MAY,F,3,0,1
FELICITY-ROSE,F,15,0,5
FELICJA,F,6,0,2
FELIKS,M,57,0,19
FELISHA,F,13,4,13
FENIL,M,3,0,1
FENNELLA,F,3,0,1
FEODOR,M,3,0,1
FERAH,F,3,3,3
FERAS,M,14,3,14
FERDAWS,M,8,0,3
FERDIA,M,3,0,1
FERDOUS,F,6,3,6
FERDOUS,M,3,0,1
FERDOUSI,F,7,3,7
FERDOWS,M,3,0,1
FERENC,M,6,0,2
FERHAN,M,9,0,3
FERHAT,M,20,4,20
FERIDE,F,3,0,1
FERIEL,F,6,0,2
FEROZE,M,3,3,3
FERRELL,M,3,0,1
FESTUS,M,6,0,2
FEVEN,F,3,0,1
FEYISAYO,F,3,0,1
FEYNMAN,M,4,0,1
FEYSAL,M,4,0,1
FEYZA,F,21,0,7
FEZA,F,3,0,1
FEZHAN,M,3,3,3
FFYON,F,7,7,7
FFYONA,F,6,6,6
FIAZA,F,6,3,6
FIDA,F,6,0,2
FIDA,M,3,0,1
FIDAH,M,3,0,1
FIIFI,M,9,0,3
FIKRET,M,3,0,1
FILIPP,M,3,0,1
FILIPPOS,M,17,0,6
FILIPS,M,3,0,1
FILLIP,M,3,0,1
FILMON,M,3,3,3
FILSAN,F,38,3,38
FILZA,F,42,4,42
FINA,F,3,0,1
FINJA,F,5,0,2
FINLEY-J,M,3,0,1
FINNICK,M,7,0,2
FINNLEE,M,7,0,2
FINNLEIGH,M,3,0,1
FION,F,3,0,1
FIRAZ,M,5,0,2
FIROZA,F,3,0,1
FISNIK,M,9,3,9
FITZGERALD,M,4,0,1
FITZROY,M,7,0,2
FIYINFOLUWA,M,27,0,9
FIYINFUNOLUWA,F,3,0,1
FIZAA,F,4,0,1
FIZAAN,M,23,0,8
FIZAN,M,34,0,11
FIZZA,F,136,5,136
FIZZAH,F,125,5,125
FLO,F,113,0,38
FLOELLA,F,12,0,4
FLORENCE-MAY,F,7,0,2
FLORENCE-ROSE,F,8,0,3
FLORENCIA,F,14,0,5
FLORENTIA,F,7,0,2
FLORENTINA,F,26,0,9
FLORENTINE,F,16,0,5
FLORIA,F,4,0,1
FLORIANA,F,17,0,6
FLORINA,F,8,0,3
FLORIS,M,3,0,1
FLORYN,F,6,0,2
FLOSSIE,F,18,0,6
FODAY,M,10,0,3
FOLABOMI,F,4,0,1
FOLARIN,M,10,0,3
FORBES,M,12,6,12
FOREST,F,3,3,3
FORID,M,3,3,3
FOUAD,M,17,0,6
FOWZIA,F,24,5,24
FOYEZ,M,3,3,3
FOYZUL,M,5,5,5
FRAIDA,F,3,0,1
FRAIYA,F,9,0,3
FRAN,M,25,0,8
FRANCA,F,3,0,1
FRANCESCA-ROSE,F,4,0,1
FRANCIE,M,10,0,3
FRANCISZEK,M,604,0,201
FRANCK,M,12,0,4
FRANEK,M,79,0,26
FRANKA,F,7,0,2
FRANKE,M,3,0,1
FRANKEE,F,76,0,25
FRANKEE,M,31,0,10
FRANKEY,M,39,0,13
FRANKI,M,34,0,11
FRANKIE-ANN,F,3,0,1
FRANKIE-DEAN,M,3,0,1
FRANKIEE,F,3,0,1
FRANKIE-GEORGE,M,9,0,3
FRANKIE-J,M,4,0,1
FRANKIE-JAMES,M,24,0,8
FRANKIE-JANE,F,3,0,1
FRANKIE-JAY,F,4,0,1
FRANKIE-JAY,M,27,0,9
FRANKIE-JO,F,3,0,1
FRANKIE-JOE,M,31,0,10
FRANKIE-JOHN,M,3,0,1
FRANKIE-LEA,F,8,0,3
FRANKIE-LEE,F,12,0,4
FRANKIE-LEE,M,95,3,95
FRANKIE-LEIGH,F,71,0,24
FRANKIE-LOUISE,F,6,0,2
FRANKIE-MAE,F,18,0,6
FRANKIE-MAI,F,12,0,4
FRANKIE-MARIE,F,9,0,3
FRANKIE-MAY,F,15,0,5
FRANKIE-RAE,F,20,0,7
FRANKIE-RAE,M,3,0,1
FRANKIE-RAY,M,4,0,1
FRANKIE-ROSE,F,20,0,7
FRANKII,F,6,0,2
FRANKO,M,15,0,5
FRANTISEK,M,26,0,9
FRANZISKA,F,16,6,16
FRAYAH,F,38,0,13
FRAYER,F,31,3,31
FRAZEY,F,3,0,1
FREA,F,11,3,11
FREDDI,M,47,0,16
FREDDIE-GEORGE,M,4,0,1
FREDDIE-JAMES,M,37,0,12
FREDDIE-JAY,M,24,0,8
FREDDIE-JOE,M,16,0,5
FREDDIE-JOHN,M,3,0,1
FREDDIE-LEE,M,55,0,18
FREDDIE-RAY,M,10,0,3
FREDDY-JAMES,M,3,0,1
FREDDY-LEE,M,3,0,1
FREDI,M,16,0,5
FREEMAN,M,10,0,3
FREIDY,F,28,4,28
FREIJA,F,19,0,6
FRESHTA,F,17,0,6
FREYA-ANN,F,6,0,2
FREYA-ANNE,F,4,0,1
FREYA-LEIGH,F,13,0,4
FREYA-LILLY,F,4,0,1
FREYA-LILY,F,3,0,1
FREYA-LOUISE,F,45,0,15
FREYA-MAE,F,59,0,20
FREYA-MAI,F,29,0,10
FREYA-MARIE,F,12,0,4
FREYA-MAY,F,32,0,11
FREYA-ROSE,F,103,0,34
FREYJA-ROSE,F,3,0,1
FRIEDERIKE,F,3,0,1
FRIEDY,F,3,0,1
FRISHTA,F,6,0,2
FRUZSINA,F,3,0,1
FRYDERYK,M,31,0,10
FUAAD,M,7,0,2
FUCHSIA,F,16,0,5
FUNMILAYO,F,6,0,2
FUNMILOLA,F,3,0,1
FUZAIL,M,6,0,2
FYN,M,22,0,7
FYNLAY,M,50,0,17
FYNLEE,M,17,0,6
FYNNLEY,M,77,0,26
FYODOR,M,3,0,1
GABIA,F,22,0,7
GABIJA,F,345,0,115
GABRIAL,M,14,0,5
GABRIELIS,M,20,0,7
GABRIELLA-ROSE,F,3,0,1
GABRIELS,M,41,0,14
GAD,M,7,0,2
GADI,M,4,0,1
GAEL,M,69,0,23
GAELLE,F,12,0,4
GAETANO,M,4,0,1
GAGAN,F,10,3,10
GAGANPREET,F,6,6,6
GAGANPREET,M,3,3,3
GAJA,F,31,0,10
GAL,M,4,0,1
GALIA,F,8,0,3
GALINA,F,3,0,1
GALLA,F,3,0,1
GALLAGHER,M,7,0,2
GALVIN,M,3,0,1
GAMAL,M,6,3,6
GAMAR,F,3,0,1
GANEVE,F,5,0,2
GANGA,F,6,0,2
GARANCE,F,10,0,3
GARGI,F,11,0,4
GARREN,M,3,0,1
GAURI,F,75,0,25
GAURIKA,F,4,0,1
GAUTAM,M,46,0,15
GAUTHAM,M,31,0,10
GAVAN,M,10,0,3
GAVRIELLA,F,3,0,1
GAVYN,M,3,3,3
GAYA,F,4,0,1
GAYATHIRI,F,3,3,3
GAYATHRI,F,27,0,9
GAYATRI,F,20,4,20
GAZI,M,10,0,3
GBEMISOLA,F,6,0,2
GBOLAHAN,M,14,0,5
GEDALIA,M,4,0,1
GEDALYA,M,4,0,1
GEDEON,M,17,0,6
GEDIMINAS,M,6,0,2
GEET,F,19,0,6
GEETIKA,F,4,0,1
GELILA,F,15,0,5
GEM,F,7,0,2
GEM,M,20,6,20
GENA,F,7,7,7
GENEVE,F,3,0,1
GENEZA,F,3,0,1
GENNARO,M,15,0,5
GENSON,M,3,0,1
GENTA,F,4,0,1
GENTIAN,M,3,3,3
GENTIANA,F,6,3,6
GENTRIT,M,12,4,12
GEO,M,15,0,5
GEORG,M,3,0,1
GEORGEE,F,3,0,1
GEORGE-HENRY,M,3,0,1
GEORGE-JAMES,M,6,0,2
GEORGE-WILLIAM,M,3,0,1
GEORGEY,M,10,0,3
GEORGIA-GRACE,F,20,0,7
GEORGIA-MAI,F,25,3,25
GEORGIA-RAE,F,10,0,3
GEORGIE-ANN,F,4,0,1
GEORGIE-LEE,F,3,0,1
GEORGIE-LEE,M,4,0,1
GEORGIE-LEIGH,F,13,0,4
GEORGIE-MAE,F,27,0,9
GEORGIE-MAI,F,3,0,1
GEORGIE-MAY,F,24,0,8
GEORGIE-RAE,F,9,0,3
GEORGIE-ROSE,F,7,0,2
GEORGIY,M,9,0,3
GEORGY,M,16,0,5
GEORJA,F,6,3,6
GEOVANNA,F,6,0,2
GEOVANNI,M,7,0,2
GERARDAS,M,6,0,2
GERASIMOS,M,3,0,1
GERGANA,F,11,0,4
GERGELY,M,3,0,1
GERGO,M,15,0,5
GERI,M,3,0,1
GERRAN,M,3,0,1
GERSHON,M,17,0,6
GERSON,M,3,0,1
GERTIE,F,4,0,1
GESSICA,F,7,4,7
GETHEN,M,3,0,1
GEVORG,M,3,0,1
GHADA,F,3,3,3
GHADEER,F,3,0,1
GHAFOOR,M,3,3,3
GHALA,F,4,0,1
GHANIA,F,14,3,14
GHANIM,M,3,0,1
GHASSAN,M,10,0,3
GHEORGHE,M,15,0,5
GHINA,F,5,0,2
GHITA,F,4,0,1
GHULAM,F,11,3,11
GHYLL,M,7,0,2
GIAAN,M,12,0,4
GIANMARCO,M,4,0,1
GIANNIS,M,4,0,1
GIANPAOLO,M,3,0,1
GIBRIL,M,59,0,20
GILDA,F,5,0,2
GILLAN,M,5,0,2
GILLEN,M,3,0,1
GILLY,M,6,0,2
GINTARE,F,6,0,2
GIOIA,F,8,0,3
GIORGIANA,F,3,0,1
GIOVANNY,M,3,0,1
GIPSY,F,3,0,1
GIRAY,M,3,0,1
GITEL,F,3,0,1
GIVERNY,F,9,3,9
GIYA,F,11,0,4
GJERGJ,M,3,0,1
GLAIN,F,13,0,4
GLODI,M,7,0,2
GLODY,M,10,3,10
GLORIJA,F,3,0,1
GODA,F,168,0,56
GODSON,M,9,0,3
GOKAY,M,3,3,3
GOKCE,F,4,0,1
GOKDENIZ,M,3,0,1
GOKUL,M,3,0,1
GOKULAN,M,3,3,3
GOLAM,M,4,0,1
GOLDEN,M,6,0,2
GONZALO,M,10,0,3
GORGIA,F,4,0,1
GORKEM,M,3,0,1
GOURAV,M,3,0,1
GOURI,F,6,0,2
GOUTHAM,M,3,0,1
GOVINDER,M,4,4,4
GOWRI,F,6,0,2
GOWTHAM,M,3,0,1
GRACE,M,3,0,1
GRACEE,F,6,0,2
GRACE-ELIZABETH,F,13,0,4
GRACE-KELLY,F,3,0,1
GRACE-LEIGH,F,6,0,2
GRACE-LILY,F,12,0,4
GRACE-LOUISE,F,28,0,9
GRACELYN,F,33,0,11
GRACE-MARIE,F,19,0,6
GRACE-MAY,F,6,0,2
GRACE-OLIVIA,F,7,0,2
GRACE-ROSE,F,3,0,1
GRACEY,F,255,4,255
GRACEY-MAI,F,3,0,1
GRACEY-MAY,F,10,0,3
GRACI,F,26,0,9
GRACIANA,F,3,0,1
GRACIE-,F,6,0,2
GRACIE-ANN,F,26,0,9
GRACIE-ANNE,F,21,0,7
GRACIE-BELLE,F,3,0,1
GRACIE-JANE,F,39,0,13
GRACIE-JAYNE,F,9,0,3
GRACIE-JEAN,F,4,0,1
GRACIE-JO,F,21,0,7
GRACIELA,F,11,0,4
GRACIE-LEA,F,31,0,10
GRACIELLA,F,11,0,4
GRACIE-LOU,F,79,0,26
GRACIE-LOUISE,F,25,0,8
GRACIE-MAI,F,345,0,115
GRACIE-MARIE,F,10,0,3
GRACIEMAY,F,3,0,1
GRACIE-RAE,F,37,0,12
GRACIE-ROSE,F,91,0,30
GRADI,M,18,3,18
GRADY,F,3,3,3
GRAICE,F,3,0,1
GRANTAS,M,27,0,9
GRAY,M,115,0,38
GRAYCIE,F,7,0,2
GRAYDON,M,9,0,3
GRAYSEN,M,12,0,4
GRAYSON,M,1208,0,403
GRAZIA,F,3,0,1
GREATNESS,M,3,0,1
GREER,F,9,6,9
GREGORIO,M,8,0,3
GREJSI,F,6,0,2
GRETCHEN,F,26,0,9
GREY,M,12,0,4
GREYSEN,M,3,0,1
GREYSON,M,148,0,49
GRIFFYDD,M,21,0,7
GRIGORIOS,M,3,0,1
GRIGORIY,M,3,0,1
GRISHMA,F,3,0,1
GRISMA,F,3,0,1
GRZEGORZ,M,86,0,29
GULAY,F,10,3,10
GULEED,M,4,0,1
GULIZAR,F,3,0,1
GULLU,F,4,0,1
GULRAIZ,M,3,3,3
GULSAH,F,3,3,3
GULUSTAN,F,8,0,3
GULUZAR,F,4,0,1
GUNEET,F,60,6,60
GUNEET,M,3,0,1
GUNES,F,6,0,2
GUNEY,M,60,6,60
GUNNAR,M,19,0,6
GUNREET,F,7,0,2
GUNVEER,M,3,0,1
GURAMRIT,M,3,0,1
GURANSH,M,6,0,2
GURBANI,F,19,0,6
GURBIR,M,7,7,7
GURCHETAN,M,3,3,3
GURDEEP,F,6,6,6
GURDIT,M,36,6,36
GUREKAM,M,3,0,1
GURFATEH,M,31,0,10
GURJAS,M,10,0,3
GURJEET,F,12,6,12
GURJEEVAN,F,5,0,2
GURJIT,F,4,4,4
GURJOT,F,26,0,9
GURJOT,M,66,0,22
GURJYOT,F,3,0,1
GURKAN,M,9,3,9
GURKIRAT,F,27,0,9
GURMAAN,M,12,0,4
GURMAN,F,3,0,1
GURMAN,M,47,0,16
GURMEET,M,6,6,6
GURMINDER,M,5,5,5
GURNAIK,M,5,5,5
GURNAM,M,3,0,1
GURNEET,M,3,0,1
GURNEK,M,11,0,4
GURNOOR,F,87,0,29
GURNOOR,M,79,0,26
GURPRIYA,F,3,0,1
GURRAJ,M,7,0,2
GURREET,F,3,0,1
GURSAHEJ,M,3,0,1
GURSAHIB,M,35,0,12
GURSEERAT,F,19,0,6
GURSEHAJ,M,9,0,3
GURSEV,M,4,0,1
GURSHAAN,F,7,0,2
GURSHAAN,M,81,0,27
GURSHARAN,M,12,0,4
GURSIMAR,F,13,0,4
GURSIRAT,F,10,0,3
GURTAAJ,M,4,0,1
GURTAJ,M,32,0,11
GURTARAN,M,15,0,5
GURVEEN,F,25,5,25
GURVEER,F,6,0,2
GUSTAF,M,6,0,2
GUSTAVS,M,45,0,15
GUSTAW,M,18,0,6
GUSTE,F,89,0,30
GUVEN,M,6,6,6
GVIDAS,M,7,0,2
GWENO,F,3,0,1
GYAAN,M,4,0,1
GYAN,M,27,0,9
GYPSEY,F,7,0,2
GYPSIE,F,18,3,18
GYPSY-MAY,F,3,0,1
GYPSY-ROSE,F,3,0,1
GYTIS,M,6,0,2
HAAD,M,6,0,2
HAADI,M,126,0,42
HAADIA,F,29,0,10
HAADIYAH,F,109,3,109
HAAFIZAH,F,27,5,27
HAAJAR,F,28,0,9
HAAJIRAH,F,56,3,56
HAALA,F,15,0,5
HAALAH,F,13,0,4
HAANA,F,3,0,1
HAANI,M,3,0,1
HAANIA,F,38,0,13
HAANIAH,F,17,0,6
HAANIYA,F,54,0,18
HAANIYAH,F,30,0,10
HAARISAH,F,22,3,22
HAARITH,M,35,3,35
HAASHIR,M,39,0,13
HAASINI,F,3,0,1
HAAWA,F,3,0,1
HAAZIQ,M,50,3,50
HABEEL,M,9,0,3
HABEN,F,3,0,1
HABEN,M,3,0,1
HABIBAT,F,6,0,2
HABIBUL,M,3,0,1
HABIBULLAH,M,17,0,6
HABIIBA,F,6,0,2
HABON,F,3,0,1
HABOON,F,3,0,1
HADAR,F,3,0,1
HADARA,F,3,0,1
HADASA,F,3,0,1
HADASSA,F,83,5,83
HADDIE,F,3,0,1
HADDIJATOU,F,6,3,6
HADDON,M,3,0,1
HADDYJATOU,F,12,0,4
HADEAL,F,3,0,1
HADEE,M,3,0,1
HADEED,M,16,0,5
HADEEQAH,F,10,3,10
HADID,M,10,0,3
HADIJA,F,15,0,5
HADIJATOU,F,3,0,1
HADIKA,F,6,3,6
HADIL,F,28,0,9
HADIQAH,F,21,4,21
HADIS,M,3,0,1
HADIYYAH,F,9,0,3
HADIZA,F,6,3,6
HADJA,F,9,0,3
HADJER,F,22,0,7
HADLEE,M,4,0,1
HADLEIGH,F,4,0,1
HADLEY-JAMES,M,3,0,1
HADY,M,9,0,3
HADYA,F,48,0,16
HAFEEZA,F,29,6,29
HAFEEZAH,F,6,3,6
HAFEZA,F,3,0,1
HAFIZ,M,48,3,48
HAFIZUR,M,9,3,9
HAFSHA,F,4,0,1
HAFSO,F,3,0,1
HAFSSA,F,3,0,1
HAFWEN,F,10,0,3
HAFZAH,F,4,0,1
HAI,F,4,0,1
HAIDEN,F,6,0,2
HAIDER-ALI,M,18,0,6
HAIDYN,M,4,0,1
HAIKA,F,3,3,3
HAIKAL,M,3,0,1
HAILA,F,3,0,1
HAILEE,F,15,0,5
HAILIE-JADE,F,17,0,6
HAILLIE,F,3,0,1
HAIMI,F,3,0,1
HAIQAH,F,3,0,1
HAISAM,M,3,0,1
HAITHEM,M,3,0,1
HAIZEA,F,3,0,1
HAJARAH,F,20,0,7
HAJERAH,F,3,0,1
HAJIR,F,3,0,1
HAJR,F,3,0,1
HAKIMA,F,7,0,2
HALAH,F,3,3,3
HALAINA,F,3,3,3
HALE,F,4,0,1
HALEEMA-SADIA,F,3,0,1
HALEEMAT,F,3,0,1
HALENA,F,7,3,7
HALIA,F,10,0,3
HALIE,F,3,0,1
HALIMA-SADIA,F,4,0,1
HALIMAT,F,26,4,26
HALIMO,F,12,0,4
HALIT,M,11,0,4
HALIYAH,F,14,0,5
HALIYAT,F,6,0,2
HALLA,F,26,0,9
HALLEE,F,12,0,4
HALLE-MAE,F,30,0,10
HALLE-MAI,F,3,0,1
HALLE-RAE,F,9,0,3
HALLE-ROSE,F,11,0,4
HALLEY,F,3,0,1
HALLIE-GRACE,F,7,0,2
HALLIE-MAE,F,47,0,16
HALLIE-MAI,F,9,0,3
HALLIE-MARIE,F,3,0,1
HALLIE-MAY,F,13,0,4
HALLIE-RAE,F,17,0,6
HALLIE-ROSE,F,28,0,9
HAMASA,F,3,0,1
HAMD,M,13,0,4
HAMDAAN,M,52,3,52
HAMDAH,F,3,0,1
HAMDAN,M,153,4,153
HAMDI,M,9,3,9
HAMDY,M,3,0,1
HAMEDA,F,6,3,6
HAMEEDA,F,22,0,7
