NAME,gender,count,90sCount,AdjustedCount
KHADEZA,F,3,3,3
KHADIDJA,F,27,0,9
KHADIGA,F,3,3,3
KHADIIJA,F,3,0,1
KHADIJAH,F,2786,259,2786
KHADIJHA,F,4,0,1
KHADIJO,F,3,0,1
KHADIZAH,F,4,0,1
KHAILA,F,7,3,7
KHAIRA,F,72,0,24
KHAIRAH,F,45,0,15
KHAIRO,M,3,0,1
KHAIRUL,M,3,3,3
KHAIRUN,F,3,3,3
KHALAM,M,16,0,5
KHALEB,M,3,0,1
KHALEDA,F,4,4,4
KHALEEQ,M,6,3,6
KHALEEQA,F,3,3,3
KHALEESI,F,201,0,67
KHALEL,M,3,0,1
KHALEN,M,4,0,1
KHALI,F,3,0,1
KHALIA,F,23,0,8
KHALIDA,F,20,3,20
KHALIFAH,M,11,0,4
KHALILAH,F,20,3,20
KHALIQ,M,8,0,3
KHALIS,M,35,0,12
KHALISA,F,55,0,18
KHALISHA,F,13,0,4
KHALIYA,F,3,0,1
KHALIYAH,F,3,0,1
KHAMAL,M,3,0,1
KHAMANI,M,34,0,11
KHAMARI,M,12,0,4
KHAMARNI,M,10,0,3
KHANDAKER,M,3,0,1
KHANDOKAR,M,3,0,1
KHANH,M,7,0,2
KHANSAA,F,6,0,2
KHANYA,F,6,0,2
KHANYISILE,F,9,0,3
KHAQAN,M,7,0,2
KHARA,F,13,3,13
KHATEEB,M,15,5,15
KHATIJAH,F,15,6,15
KHATTAB,M,22,0,7
KHAULAH,F,3,0,1
KHAVAR,M,4,4,4
KHAWLA,F,48,3,48
KHAWLAH,F,48,0,16
KHAYA,F,23,6,23
KHAYA,M,42,0,14
KHAYAL,M,7,4,7
KHAYAN,M,3,0,1
KHAYDEN,M,7,0,2
KHAYLA,F,10,0,3
KHAYRA,F,3,0,1
KHAYRAH,F,25,0,8
KHAYRI,M,3,0,1
KHAYYAM,M,3,0,1
KHAZEEMA,F,3,0,1
KHEA,F,3,0,1
KHI,M,13,3,13
KHIAH,F,3,0,1
KHIAN,M,70,4,70
KHIANA,F,26,0,9
KHIANNA,F,39,0,13
KHIARA,F,32,0,11
KHIRAD,F,14,0,5
KHIVI,F,12,0,4
KHIYA,F,9,0,3
KHIYAN,M,3,0,1
KHIZRA,F,22,6,22
KHLOEY,F,3,0,1
KHOLA,F,3,0,1
KHOURTNEY,F,3,0,1
KHRISH,M,4,0,1
KHRISHA,F,7,0,2
KHUBAIB,M,34,6,34
KHUBAYB,M,4,0,1
KHULAN,F,3,0,1
KHULUD,F,10,0,3
KHUSBU,F,8,0,3
KHUSHALI,F,12,6,12
KHUSHBOO,F,15,6,15
KHUSHPREET,F,16,0,5
KHUSI,F,3,0,1
KHUZAYMAH,M,3,0,1
KHWAISH,F,3,0,1
KHY,M,16,3,16
KHYA,F,12,3,12
KHYAN,M,49,0,16
KHYANNA,F,3,0,1
KHYATI,F,21,4,21
KHYBER,M,3,0,1
KHYE,M,51,5,51
KHYLA,F,25,0,8
KHYLAN,M,14,0,5
KHYRA,F,52,0,17
KHYRAN,M,14,0,5
KHYREE,M,6,0,2
KHYREN,M,6,0,2
KHYRON,M,6,0,2
KIAAN,M,121,0,40
KIAH,M,39,6,39
KIAHNA,F,21,0,7
KIA-LEIGH,F,3,0,1
KIA-LOUISE,F,4,0,1
KIAM,M,22,4,22
KIA-MAI,F,4,0,1
KIA-MARIE,F,3,0,1
KIANAH,F,3,0,1
KIANE,M,13,0,4
KIANI,F,15,3,15
KIAN-JAMES,M,24,0,8
KIAN-JAY,M,3,0,1
KIAN-LEE,M,42,0,14
KIANNAH,F,17,0,6
KIANNE,F,38,6,38
KIANO,M,13,0,4
KIARAH,F,63,0,21
KIARA-LEIGH,F,15,0,5
KIARA-MAY,F,3,0,1
KIARN,M,8,0,3
KIARNO,M,6,0,2
KIA-ROSE,F,3,0,1
KIARRAH,F,3,0,1
KIAS,M,8,3,8
KIDA,F,3,0,1
KIDUS,M,37,3,37
KIEANNA,F,15,3,15
KIEARNA,F,3,0,1
KIEFFER,M,6,6,6
KIELA,F,3,0,1
KIENNA,F,21,0,7
KIER,F,12,3,12
KIERA-LOUISE,F,25,0,8
KIERA-MAE,F,11,0,4
KIERA-MAY,F,7,0,2
KIERANLEE,M,3,0,1
KIERAN-LEE,M,18,0,6
KIERA-ROSE,F,4,0,1
KIERAT,F,12,0,4
KIERON-LEE,M,3,0,1
KIERYN,M,10,0,3
KIKELOMO,F,3,0,1
KIKO,M,3,0,1
KILA,F,3,0,1
KIMANI,F,14,0,5
KIMARA,F,16,0,5
KIMARNI,M,9,0,3
KIMAYA,F,75,0,25
KIMIKO,F,8,0,3
KIMIYA,F,25,3,25
KIMMI,F,10,0,3
KIMMY,F,17,0,6
KIMORA-LEE,F,6,0,2
KINAN,M,23,0,8
KINCSO,F,3,0,1
KINGA,F,303,0,101
KINGDAVID,M,3,0,1
KING-DAVID,M,9,0,3
KINGSLEIGH,M,3,0,1
KINGSON,M,3,0,1
KINJAL,F,20,6,20
KINLEE,M,3,0,1
KINLEY,F,18,0,6
KINLEY,M,23,0,8
KINNARI,F,3,0,1
KINVARA,F,3,0,1
KINZA,M,3,0,1
KINZAH,F,15,3,15
KIPRAS,M,7,0,2
KIRA-LEIGH,F,18,0,6
KIRANA,F,3,0,1
KIRANDIP,F,4,4,4
KIRA-NERYS,F,6,6,6
KIRANI,M,5,0,2
KIRANJOT,F,12,0,4
KIRA-ROSE,F,3,0,1
KIRAT,F,31,0,10
KIRILL,M,108,0,36
KIRILLS,M,6,0,2
KIRILS,M,3,0,1
KIRPA,F,25,0,8
KIRSTY-LOUISE,F,6,3,6
KIRSTY-MARIE,F,6,6,6
KIRTHANA,F,3,0,1
KIRUBEL,M,10,0,3
KIRUTHIKA,F,3,0,1
KISA,F,9,0,3
KISAN,M,4,0,1
KISANET,F,3,0,1
KISHAAN,M,4,0,1
KISHANA,F,3,0,1
KISHANI,F,3,0,1
KISHON,M,10,3,10
KISHOR,M,6,0,2
KISHORE,M,6,0,2
KISMAT,F,4,0,1
KISWA,F,11,0,4
KISWAH,F,3,0,1
KITAI,M,7,0,2
KITTI,F,16,0,5
KITTO,M,3,0,1
KITTY-ROSE,F,21,0,7
KIVA,F,12,0,4
KIVANC,M,5,0,2
KIY,M,3,0,1
KIYAAN,M,68,0,23
KIYANNA,F,27,0,9
KIYANSH,M,3,0,1
KIYARA,F,16,0,5
KIYARNA,F,3,0,1
KIYLA,F,14,0,5
KIYON,M,8,0,3
KIYRA,F,26,0,9
KIZZI,F,28,5,28
K-JAY,M,3,0,1
KLAIDAS,M,32,0,11
KLAIDI,M,5,0,2
KLAJDI,M,12,3,12
KLAUDIE,F,3,0,1
KLAUDIJA,F,21,0,7
KLAUDIJUS,M,7,0,2
KLAUDIUSZ,M,15,0,5
KLAVS,M,3,0,1
KLEDI,M,3,0,1
KLEIO,F,12,0,4
KLEO,M,10,0,3
KLEON,M,6,0,2
KLESTI,M,3,0,1
KLEVISA,F,6,3,6
KNOX,M,48,0,16
KOA,M,47,0,16
KOAN,M,7,0,2
KOBAN,M,18,0,6
KOBBY,M,4,0,1
KOBEE,M,10,0,3
KOBEN,M,41,0,14
KOBEY,M,95,0,32
KOBEY-JAMES,M,3,0,1
KOBI,F,3,0,1
KOBIE,F,3,0,1
KOBIE-LEE,M,9,0,3
KOBI-JAMES,M,4,0,1
KOBI-JAY,M,6,0,2
KOBINA,M,9,0,3
KOBY-LEE,M,6,0,2
KODA,M,26,0,9
KODEE,M,5,0,2
KODEY,M,81,0,27
KODY-LEE,M,3,0,1
KOHAN,M,22,0,7
KOHANA,F,3,0,1
KOHEI,M,6,0,2
KOHEN,M,83,0,28
KOHINOOR,F,3,0,1
KOHKI,M,3,3,3
KOJI,M,6,0,2
KOKI,M,3,0,1
KOKO,F,23,0,8
KOLADE,M,6,6,6
KOLBE,M,3,0,1
KOLBI,M,3,0,1
KOLBIE,M,6,0,2
KOLI,M,3,0,1
KOLOS,M,3,0,1
KOLTON,M,14,0,5
KOMALPREET,F,3,0,1
KONA,M,3,3,3
KONAIN,F,5,0,2
KONAIN,M,3,0,1
KONAN,M,3,0,1
KONNAH,M,3,0,1
KONNAR,M,3,3,3
KONSTANTIN,M,77,6,77
KONSTANTINA,F,4,0,1
KONSTANTINOS,M,96,6,96
KONSTANTY,M,15,0,5
KOOPER,M,16,0,5
KORAH,F,3,0,1
KORAN,F,3,3,3
KORBAN,M,88,0,29
KORBIN,M,46,0,15
KORBON,M,3,0,1
KORBY,M,3,0,1
KORBYN,M,53,0,18
KORDEL,M,3,0,1
KORDELIA,F,3,0,1
KORDIAN,M,34,0,11
KOREDE,M,3,0,1
KOREN,M,10,0,3
KOREY,F,3,0,1
KORNEL,M,154,0,51
KORNELIJA,F,30,0,10
KORNELIJUS,M,6,0,2
KORNELIUSZ,M,21,0,7
KORTNEY,F,11,0,4
KORYN,F,3,0,1
KOSHAN,M,5,0,2
KOSISOCHUKWU,F,40,0,13
KOSISOCHUKWU,M,34,0,11
KOSMA,M,10,0,3
KOSTAS,M,9,0,3
KOTA,M,7,0,2
KOTRYNA,F,63,0,21
KOURTNIE,F,4,0,1
KOUSHIK,M,3,0,1
KOVAN,M,17,0,6
KRASIMIR,M,7,0,2
KRISHANG,M,12,0,4
KRISHANTH,M,3,0,1
KRISHAY,M,10,0,3
KRISHI,F,10,0,3
KRISHI,M,7,0,2
KRISHIKA,F,10,0,3
KRISHIV,M,53,0,18
KRISHNI,F,15,0,5
KRISHTI,F,3,0,1
KRISIA,F,8,0,3
KRISIYA,F,6,0,2
KRISMA,F,3,0,1
KRISTAPS,M,13,0,4
KRISTELLE,F,3,0,1
KRISTERS,M,54,0,18
KRISTIA,F,3,0,1
KRISTIAAN,M,4,0,1
KRISTIANS,M,59,0,20
KRISTIYAN,M,17,0,6
KRISTIYANA,F,3,0,1
KRISTJAN,M,8,0,3
KRISTOF,M,44,0,15
KRISTOFERS,M,35,0,12
KRISTON,M,7,3,7
KRISTUPAS,M,111,0,37
KRISTYNA,F,31,0,10
KRISZTIAN,M,4,0,1
KRIT,M,3,0,1
KRITHIKA,F,7,0,2
KRITI,F,33,0,11
KRITIKA,F,42,0,14
KRITTIKA,F,9,0,3
KRIYA,F,29,0,10
KRON,M,3,0,1
KRRISH,M,67,0,22
KRUZ,M,43,0,14
KRYSPIN,M,23,0,8
KRYSTAL-ROSE,F,9,0,3
KRYSTEL,F,7,0,2
KRYSTOF,M,10,0,3
KSAWIER,M,62,0,21
KSENIJA,F,45,0,15
KSENIYA,F,9,0,3
KSHAF,F,3,0,1
KT,F,16,0,5
KUDAKWASHE,M,47,6,47
KUDUS,M,3,0,1
KUDZAI,F,10,0,3
KUDZAI,M,15,0,5
KULDIP,M,3,0,1
KULRAJ,M,9,6,9
KULREET,F,3,0,1
KULTHUM,F,35,0,12
KULVEER,M,6,3,6
KUMARAN,M,3,3,3
KUMARI,F,6,3,6
KUMAYL,M,25,0,8
KUNAAL,M,3,3,3
KUNASHE,M,11,0,4
KUNDAI,M,3,0,1
KUNJ,M,8,0,3
KUNWAR,M,3,0,1
KUPRA,F,3,0,1
KURTISS,M,3,3,3
KURUN,M,7,0,2
KUSHI,F,36,0,12
KUZEY,M,89,0,30
KWEKU,M,34,6,34
KYA,M,33,0,11
KYAAN,M,6,0,2
KYAH,M,10,3,10
KYALL,M,3,3,3
KYAN,F,8,0,3
KYANA,F,40,0,13
KYANN,F,11,0,4
KYANN,M,6,0,2
KYARNA,F,9,5,9
KYAS,M,3,0,1
KYDAN,M,13,0,4
KYDEN,M,130,0,43
KYDON,M,23,0,8
KYE,F,6,3,6
KYEA,F,3,0,1
KYEDEN,M,3,0,1
KYEISHA,F,13,0,4
KYE-JAMES,M,3,0,1
KYEL,M,6,3,6
KYELAN,M,26,0,9
KYELL,M,3,0,1
KYEN,M,5,0,2
KYERAN,M,32,4,32
KYERON,M,45,0,15
KYESHA,F,43,6,43
KYIAH,F,3,0,1
KYIAN,M,11,0,4
KYISHA,F,7,0,2
KYLAH-ROSE,F,3,0,1
KYLA-JADE,F,3,0,1
KYLA-JO,F,3,0,1
KYLA-LEIGH,F,3,0,1
KYLA-MAE,F,21,0,7
KYLA-MAI,F,11,0,4
KYLA-MAY,F,11,0,4
KYLAN-JAI,M,3,0,1
KYLAR,M,3,0,1
KYLA-RAE,F,5,0,2
KYLA-ROSE,F,36,0,12
KYLEN,M,71,0,24
KYLIAN,M,3,0,1
KYLO,M,25,0,8
KYLON,M,6,0,2
KYLUM,M,3,0,1
KYLUN,M,4,0,1
KYMANI,F,9,0,3
KY'MANI,M,6,0,2
KY-MANI,M,49,0,16
KYMARA,F,3,3,3
KYMARI,M,7,0,2
KYMARNI,M,45,0,15
KYMORA,F,10,0,3
KYMRAN,F,3,0,1
KYNAAT,F,6,6,6
KYOMIE,F,3,3,3
KYON,M,43,0,14
KYPROS,M,4,0,1
KYRAH-LEIGH,F,3,0,1
KYRA-LEA,F,3,0,1
KYRALEIGH,F,3,0,1
KYRA-LOUISE,F,12,0,4
KYRA-MAE,F,7,0,2
KYRA-MAI,F,12,0,4
KYRA-MAY,F,3,0,1
KYRAN-LEE,M,4,0,1
KYRA-ROSE,F,6,0,2
KYRECE,M,3,3,3
KYREE,M,31,0,10
KYREECE,M,95,0,32
KYREESE,M,14,0,5
KYREL,M,14,0,5
KYRELLE,M,4,0,1
KYRENE,F,3,0,1
KYRESE,M,86,3,86
KYRHYS,M,4,0,1
KYRI,F,7,0,2
KYRIAKI,F,9,6,9
KYRIAKOS,M,17,0,6
KYRIAN,M,3,0,1
KYRIE,M,42,3,42
KYRIQUE,M,3,0,1
KYRON-JAMES,M,6,0,2
KYRON-LEE,M,6,0,2
KYROS,M,10,0,3
KYRUN,M,24,0,8
KYRUS,M,3,0,1
KYSON,M,104,0,35
KYTE,M,3,0,1
KYZA,M,4,0,1
KYZER,M,16,0,5
LA',F,6,0,2
LAAIBA,F,62,0,21
LAAIBAH,F,479,0,160
LAAIQAH,F,6,0,2
LAANA,F,7,0,2
LAARNI,F,3,0,1
LAASYA,F,18,0,6
LABAN,M,3,0,1
LABEEB,M,25,0,8
LABEEBA,F,9,0,3
LABEEBAH,F,13,0,4
LABEENA,F,3,0,1
LABEEQA,F,7,0,2
LABIBAH,F,45,3,45
LACEE,F,86,3,86
LACEE-MAE,F,3,0,1
LACEIGH,F,4,0,1
LACEY-,F,23,0,8
LACEY-ANN,F,28,0,9
LACEY-ANNE,F,24,0,8
LACEY-DEE,F,3,0,1
LACEY-GRACE,F,24,0,8
LACEY-JADE,F,19,0,6
LACEY-JAE,F,3,0,1
LACEY-JAI,F,13,0,4
LACEY-JANE,F,57,0,19
LACEY-JAY,F,18,0,6
LACEY-JAYNE,F,34,0,11
LACEY-JO,F,55,0,18
LACEY-KAY,F,3,0,1
LACEY-LEA,F,3,0,1
LACEY-LEE,F,20,0,7
LACEY-LEIGH,F,121,0,40
LACEY-LOU,F,56,0,19
LACEY-LOUISE,F,60,0,20
LACEYMAE,F,4,0,1
LACEY-MAI,F,307,0,102
LACEY-MARIE,F,77,0,26
LACEYMAY,F,13,0,4
LACEY-MAY,F,438,0,146
LACEY-MAYE,F,3,0,1
LACEY-RAE,F,58,0,19
LACEY-RAI,F,4,0,1
LACEY-ROSE,F,65,0,22
LACEY-SUMMER,F,3,0,1
LACHLANN,M,9,0,3
LACIE-ANN,F,3,0,1
LACIE-ANNE,F,6,0,2
LACIEE,F,19,0,6
LACIE-JAI,F,5,0,2
LACIE-JANE,F,4,0,1
LACIE-JAYNE,F,4,0,1
LACIE-LEIGH,F,27,0,9
LACIE-LOU,F,11,0,4
LACIE-LOUISE,F,12,0,4
LACIE-MAE,F,199,0,66
LACIE-MAI,F,161,0,54
LACIE-MARIE,F,15,0,5
LACIE-MAY,F,94,0,31
LACIE-RAE,F,11,0,4
LACIE-ROSE,F,23,0,8
LACI-MAE,F,14,0,5
LACI-MAI,F,21,0,7
LACY-MAE,F,4,0,1
LACY-MAY,F,4,0,1
LADA,F,3,0,1
LADINA,F,3,3,3
LAEL,F,21,0,7
LAEL,M,4,0,1
LAELIA,F,4,0,1
LAETICIA,F,10,4,10
LAGAN,M,3,0,1
LAHAN,M,3,0,1
LAHNA,F,17,0,6
LAHNI,F,6,0,2
LAI,F,9,5,9
LAIA,F,27,0,9
LAIBAA,F,3,0,1
LAIBAAH,F,3,0,1
LAIBAH,F,333,0,111
LAICE,F,3,0,1
LAICEE,F,42,0,14
LAICEY,F,56,3,56
LAICIE,F,4,0,1
LAIGAN,M,6,0,2
LAIHA,F,3,0,1
LAIKE,M,3,0,1
LAIKEN,M,3,0,1
LAILAA,F,38,3,38
LAILA-GRACE,F,22,0,7
LAILA-MAE,F,56,0,19
LAILA-MAI,F,70,0,23
LAILA-MARIE,F,4,0,1
LAILA-MAY,F,24,0,8
LAILAND,M,4,0,1
LAILA-RAE,F,16,0,5
LAILA-ROSE,F,75,0,25
LAILY,F,6,0,2
LAIMA,F,4,0,1
LAINEE,F,15,0,5
LAINEY-RAE,F,17,0,6
LAINY,F,6,0,2
LAIQA,F,24,3,24
LAIQAH,F,35,3,35
LAISON,M,7,0,2
LAITEN,M,5,0,2
LAITHAN,M,7,0,2
LAITON,M,148,0,49
LAITYN,M,3,0,1
LAIYA,F,12,0,4
LAIYAH,F,3,0,1
LAIYBA,F,13,0,4
LAIYLA,F,6,0,2
LAKAI,M,24,0,8
LA'KAI,M,3,0,1
LAKAYA,F,3,0,1
LAKE,F,11,0,4
LAKE,M,72,3,72
LAKEIYA,F,3,3,3
LAKELAN,M,3,0,1
LAKEN,M,34,0,11
LAKHAI,M,3,0,1
LAKHAN,M,4,0,1
LAKHVEER,F,4,0,1
LAKHVINDER,M,3,3,3
LAKIESHA,F,10,4,10
LAKITA,F,4,0,1
LAKSH,M,75,0,25
LAKSHA,F,6,0,2
LAKSHAN,M,6,0,2
LAKSHANA,F,21,0,7
LAKSHAY,M,3,0,1
LAKSHMAN,M,3,0,1
LAKSHYA,F,7,0,2
LAKSHYA,M,20,0,7
LALE,F,25,3,25
LALI,F,3,0,1
LALITA,F,73,5,73
LALITHA,F,3,0,1
LAM,F,3,0,1
LAMA,F,39,0,13
LAMAAR,M,3,3,3
LAMAISAH,F,14,0,5
LAMAR,F,132,0,44
LAMARI,M,3,0,1
LAMBROS,M,3,0,1
LAMEK,M,15,0,5
LAMIAH,F,19,0,6
LAMINE,M,14,0,5
LAMISA,F,44,3,44
LAMISHA,F,7,4,7
LAMIYA,F,22,0,7
LAMIYAH,F,3,0,1
LAMONT,M,6,6,6
LAMYA,F,76,4,76
LANAE,F,11,0,4
LANAH,F,47,0,16
LANAI,F,6,0,2
LANAIS,F,3,0,1
LANA-MAE,F,3,0,1
LANA-MAY,F,3,0,1
LANA-ROSE,F,8,0,3
LANAYA,F,21,0,7
LANDER,M,6,0,2
LANELLE,F,3,0,1
LANI,M,4,0,1
LANIA,F,31,0,10
LANIE,F,69,0,23
LANIYA,F,4,0,1
LANIYAH,F,6,0,2
LANO,F,40,0,13
LANO,M,3,0,1
LANRE,M,3,0,1
LANY,F,3,0,1
LANYA,F,72,0,24
LANZ,M,4,0,1
LAQUISHA,F,3,3,3
LAQUITA,F,3,3,3
LARAE,F,7,0,2
LA'RAE,F,10,0,3
LARA-JADE,F,3,0,1
LARA-MAE,F,6,0,2
LARA-MAY,F,5,0,2
LARANYA,F,6,0,2
LARA-ROSE,F,8,0,3
LARAYA,F,3,0,1
LARAYB,F,3,0,1
LAREEN,F,20,0,7
LARELL,M,3,0,1
LARENA,F,3,0,1
LARENZ,M,6,3,6
LARENZO,M,6,0,2
LARIA,F,3,0,1
LARIN,F,15,0,5
LARIYA,F,3,0,1
LARK,F,6,0,2
LARKIN,F,6,0,2
LARKIN,M,3,0,1
LARNI,F,16,0,5
LAROSA,F,6,0,2
LA-ROSA,F,3,0,1
LARSON,M,22,0,7
LARSSON,M,26,0,9
LARYSA,F,3,0,1
LARYSSA,F,7,0,2
LAS,M,22,0,7
LASHA,F,3,0,1
LASHAE,F,38,3,38
LASHAI,F,6,6,6
LASHAN,F,3,3,3
LASHANA,F,8,0,3
LASHANNA,F,3,3,3
LASHARN,F,6,3,6
LASHARN,M,3,0,1
LASHARNA,F,3,3,3
LASHARNE,F,3,3,3
LASHAWN,F,3,0,1
LASHAWN,M,10,3,10
LASHAYA,F,7,0,2
LASON,M,3,0,1
LASYA,F,3,0,1
LATALIA,F,3,0,1
LATANYA,F,10,3,10
LATASIA,F,3,0,1
LATAYA,F,77,0,26
LATAYAH,F,10,0,3
LATEEF,M,20,0,7
LATEEFA,F,9,0,3
LATEEFAH,F,3,0,1
LATEEFAT,F,9,0,3
LATEEN,F,3,0,1
LATEESHA,F,3,0,1
LATHANIEL,M,3,3,3
LATHEN,M,3,0,1
LATHUSAN,M,4,0,1
LATHUSHAN,M,3,0,1
LA'TIA,F,3,0,1
LATIFAT,F,3,0,1
LATIN,F,3,0,1
LATINA,F,3,0,1
LATITIA,F,13,6,13
LATIYA,F,3,3,3
LATONIA,F,9,3,9
LATRELL,M,70,4,70
LATRELLE,M,3,0,1
LAUMA,F,7,0,2
LAURA-,F,3,0,1
LAURA-JO,F,3,3,3
LAURE,F,9,3,9
LAUREN,M,3,3,3
LAURENA,F,6,0,2
LAURENE,F,5,0,2
LAUREN-MAE,F,3,0,1
LAURENNE,F,6,6,6
LAURENTIU,M,5,0,2
LAURETTA,F,25,6,25
LAURIANNE,F,3,3,3
LAURICE,F,3,3,3
LAURYNAS,M,16,0,5
LAVA,F,28,0,9
LAVAND,M,3,0,1
LAVAYAH,F,4,0,1
LAVEAH,F,3,0,1
LAVEEN,F,3,0,1
LAVEEZA,F,3,3,3
LAVELLE,F,6,0,2
LAVELLE,M,6,0,2
LAVIA,F,3,0,1
LAVIN,F,73,0,24
LAVIN,M,4,0,1
LAWA,M,6,0,2
LAWAN,M,21,0,7
LAWAND,M,96,0,32
LAWE,M,10,0,3
LAWEN,M,9,0,3
LAWI,M,42,0,14
LAWIE,M,3,0,1
LAWIN,M,25,0,8
LAWRANCE,M,9,6,9
LAWREN,F,3,3,3
LAWY,M,23,0,8
LAXMAN,M,3,0,1
LAXMI,F,33,4,33
LAXMITHA,F,3,0,1
LAXSHAN,M,3,0,1
LAYAAL,F,3,0,1
LAYAAN,F,24,0,8
LAYAD,M,4,0,1
LAYAH,F,63,3,63
LAYAL,F,67,3,67
LAYALI,F,9,0,3
LAYAN,F,200,0,67
LAYANA,F,13,0,4
LAYANAH,F,3,0,1
LAYANNE,F,3,0,1
LAYBA,F,24,0,8
LAYBAH,F,9,0,3
LAYCEE,F,92,0,31
LAYCEE-MAE,F,3,0,1
LAYCI,F,7,0,2
LAYCIE,F,128,0,43
LAYDEN,M,13,0,4
LAYKE,M,6,0,2
LAYKEN,M,3,0,1
LAYLAA,F,10,3,10
LAYLA-ANN,F,8,0,3
LAYLA-ANNE,F,3,0,1
LAYLA-BEAU,F,4,0,1
LAYLA-BELLE,F,3,0,1
LAYLA-FAYE,F,3,0,1
LAYLA-GRACE,F,114,0,38
LAYLAH-ROSE,F,3,0,1
LAYLA-JADE,F,33,0,11
LAYLA-JAI,F,15,0,5
LAYLA-JANE,F,38,0,13
LAYLA-JAY,F,12,0,4
LAYLA-JAYNE,F,18,0,6
LAYLA-JEAN,F,3,0,1
LAYLA-LEIGH,F,14,0,5
LAYLA-LOUISE,F,45,0,15
LAYLA-MARIE,F,39,0,13
LAYLA-MAY,F,167,0,56
LAYLAN,M,37,0,12
LAYLANI,F,3,0,1
LAYLA-RAE,F,67,0,22
LAYLA-ROSE,F,342,0,114
LAYLEN,M,31,0,10
LAYLIE,F,3,0,1
LAYLON,M,3,0,1
LAYNEE,F,8,0,3
LAYNI,F,6,0,2
LAYNIE,F,64,0,21
LAYSON,M,7,0,2
LAYTAN,M,3,0,1
LAYTEN,M,11,0,4
LAYTH,M,150,6,150
LAYTHAM,M,3,0,1
LAYTON-JAMES,M,24,0,8
LAYTON-JAY,M,12,0,4
LAYTON-JOHN,M,3,0,1
LAYTON-LEE,M,23,0,8
LAYYAH,F,8,0,3
LAYYANAH,F,4,0,1
LAYYINAH,F,3,0,1
LAZAR,M,28,0,9
LAZER,M,15,0,5
LAZO,M,20,0,7
LE,F,34,6,34
LEA,M,3,0,1
LEAH-ANN,F,3,0,1
LEAH-GRACE,F,13,0,4
LEAH-JADE,F,3,0,1
LEAH-JANE,F,4,0,1
LEAH-LOUISE,F,18,0,6
LEAH-MAI,F,28,0,9
LEAH-MAY,F,52,0,17
LEAH-PAIGE,F,6,0,2
LEAH-ROSE,F,87,0,29
LEALAN,M,5,0,2
LEALAND,M,43,0,14
LEA-MARIE,F,3,0,1
LEANAH,F,4,0,1
LEANDRE,M,12,0,4
LE-ANN,F,3,0,1
LEANORA,F,4,0,1
LEARA,F,3,0,1
LEARNA,F,17,3,17
LEASHA,F,18,3,18
LEATITIA,F,3,0,1
LEAYA,F,6,0,2
LEBAN,M,3,0,1
LEDA,F,12,0,4
LEDIANA,F,6,0,2
LEDIO,M,3,0,1
LEDION,M,61,0,20
LEDJON,M,3,0,1
LEDLEY,M,10,0,3
LEEA,F,6,0,2
LEEAH,F,4,0,1
LEEAM,M,6,3,6
LEE-ANN,F,7,4,7
LEEANNA,F,9,3,9
LEEGAN,M,3,0,1
LEE-JAMES,M,3,0,1
LEEJAY,M,30,0,10
LEE-JAY,M,9,0,3
LEE-JUNIOR,M,17,0,6
LEELAH,F,12,0,4
LEELA-MAE,F,3,0,1
LEELAN,M,74,0,25
LEELA-ROSE,F,8,0,3
LEELOO,F,6,3,6
LEEMA,F,3,3,3
LEEN,F,172,6,172
LEENAH,F,15,0,5
LEEON,M,6,0,2
LEESA,F,3,0,1
LEEVI,M,40,4,40
LEEYAH,F,6,0,2
LEHA,F,3,0,1
LEHAT,M,10,0,3
LEI,F,7,0,2
LEI,M,17,0,6
LEIAM,M,3,0,1
LEIANA,F,15,0,5
LEIANNA,F,4,0,1
LEIARNA,F,14,0,5
LEIGHAH,F,3,3,3
LEIGHA-LOUISE,F,3,0,1
LEIGHARNA,F,3,0,1
LEIGHLA,F,46,0,15
LEIGHLAN,M,17,0,6
LEIGHLAND,M,16,0,5
LEIGHTON,F,15,0,5
LEIGHTON-JAMES,M,40,0,13
LEIGHTON-LEE,M,3,0,1
LEILA-GRACE,F,13,0,4
LEILAH-MAE,F,3,0,1
LEILA-MAE,F,25,0,8
LEILA-MAI,F,9,0,3
LEILA-MARIE,F,3,0,1
LEILA-MAY,F,10,0,3
LEILAN,M,16,0,5
LEILAND,M,40,0,13
LEILA-RAE,F,4,0,1
LEILA-ROSE,F,48,0,16
LEILIA,F,3,0,1
LEINA,F,18,6,18
LEIRE,F,3,0,1
LEISA,F,3,0,1
LEIYA,F,3,0,1
LEIYAH,F,7,0,2
LEJA,F,184,0,61
LEJLA,F,33,3,33
LEKAI,M,8,0,3
LEKISHA,F,7,0,2
LELAH,F,3,0,1
LELAINA,F,3,3,3
LELAN,M,65,0,22
LELAND-JAMES,M,6,0,2
LELANI,F,6,0,2
LELIA,F,21,0,7
LELIE,F,6,0,2
LEMAR,F,3,0,1
LEMARI,M,3,0,1
LEMMY,M,6,0,2
LEMUELLA,F,4,0,1
LEN,M,12,0,4
LENAE,F,14,0,5
LENA-MARIE,F,6,0,2
LENAY,F,8,0,3
LENAYA,F,7,0,2
LENAYAH,F,5,0,2
LENI,M,12,0,4
LENIA,F,6,0,2
LENINA,F,3,3,3
LENISHA,F,3,0,1
LENKA,F,72,3,72
LENNART,M,6,0,2
LENNI,F,20,0,7
LENNI,M,51,0,17
LENNIE,F,57,6,57
LENNY,F,3,0,1
LENORA,F,6,0,2
