occupationClaude,count
Labourer on Works,4
Labourer on quays,4
Labourer on the Ordnance Survey,4
"Labourer, Agrl",4
Labourer. General,4
Labourerour,4
Labouring Girl,4
Labourour,4
Labourry Class,4
Labours General,4
Labr Cart Man,4
Labr Flour Mill,4
Labriour,4
Labrour Agl,4
Labrourer General,4
Labur,4
Laburers Daughter,4
Labyour General,4
Lace Manufacturer,4
Ladie's Nurse,4
Ladies Tailor and Milliner,4
Ladiesmaid,4
Ladiesmaid Domestic Servant,4
Lady Annuities,4
Lady Assistant,4
Lady Clerk Commercial,4
Lady Income,4
Lady No Employment,4
Lady Superintendant,4
Lady of Independent Means House Property,4
Lady of Property,4
Lady's Maid Domestic Servt,4
Lady's Tailor,4
Ladys Maid Domestic Servt,4
Ladysmaid,4
Laibour,4
Land Cultivater,4
Land Houses Dividends,4
Land Merchant,4
Land Owners,4
Landary Girl,4
Landed Proprieter,4
Landed Propriters Daughter,4
Landress Domestic,4
Landry Woman,4
Lands and Dividends,4
Lanundress,4
Laouber,4
Lape Weaver,4
Lapping Room,4
Larbour Coal,4
Lath Maker,4
Lathmaker,4
Lauberour,4
Laundress Domestic Svt,4
Laundress General Servant,4
Laundress Servant,4
Laundress Worker,4
Laundress in Shirt Factory,4
Laundriss,4
Laundry Labourer,4
Laundry Maid Domestic Ser,4
Laundry Maid Domestic Servt,4
Laundry Manageress,4
Laundry Van Driver,4
Laundryes,4
Laundryess,4
"Laundrymaid, Domestic Servant",4
Law Accountant,4
Law Clerk Unemployed,4
Lawyer's Clerk,4
Leabor,4
Lead Pipe Maker,4
Learner Post Office,4
Learning Painting,4
Leather Machinist,4
Ledger Clerk,4
Lemonade Tier,4
Lethographic Artist,4
Lewery Servant Domestic,4
Licenced Trader,4
Licenced Vintner,4
Licensed Car Man,4
Licensed Vitner,4
Lied Publican,4
Life Annuity,4
Lighter Captain,4
Lighter Master,4
Lillen Weaver,4
Lime Keeper,4
Linen Baller,4
Linen Butter,4
Linen Clothpasser,4
Linen Collar Worker,4
Linen Cropper,4
Linen Factory Engine Driver,4
Linen Factory Reeler Millworker,4
Linen Finishers,4
Linen Flax Spinner,4
Linen Glosser,4
Linen Hackler,4
Linen Hem Stitcher,4
Linen Lapper Unemployed,4
Linen Manufacturer's Assistant,4
Linen Merchant Apprentice,4
Linen Merchant and Bleacher,4
Linen Mill Manager,4
Linen Passer,4
Linen Preparing Master,4
Linen Realer,4
Linen Rougher,4
Linen Shirt Maker,4
Linen Sinner,4
Linen Smoother in Laundry,4
Linen Smother,4
Linen Sower,4
Linen Spinner Mill,4
Linen Tapper,4
Linen Thread Winders,4
Linen Trade Spinner,4
Linen Waiver,4
Linen Ware House Man,4
Linen Warehouse Hand,4
Linen Warehouse Hkfs,4
Linen Waver in Factory,4
Linen Weaver Power Loom,4
Linen Weaving Factory Manager,4
Linen Weft Winder,4
Linen Winder Factory Worker,4
Linen Yarn Drier,4
Linen Yarn Shaker,4
Linen Yarn Windr,4
Linens Weaver,4
Linien Weaver,4
Linnen Dresser,4
Linnen Dyer,4
Linnen Factory Weaver,4
Linnen Factory Worker,4
Linnen Power Loom Weaver,4
Linnen Power Loon Weaver,4
Linnen Warper,4
Linning Weaver,4
Linon Spinnor,4
Liscened Car Driver,4
Lithograph Printer,4
Lithographer Printer,4
Live at Home,4
Liveing on Farm,4
Livery Servant,4
Livery Yard Proprietor,4
Lives on Outdoor Relief,4
Lives on out Door Relief,4
"Living Private, on Moneys Invested",4
Living Privately,4
Living in the House,4
Living of Dividends,4
Living on Interest of her Money,4
Living on Money Earned in America,4
Living with Brother,4
Lloyd's Signalman,4
Lock Keeper on Canal,4
Lockkeeper,4
Locomotive Fitter,4
Lodgers,4
Lodging Hous Keeper,4
Lodging house Keeper,4
Lodgings House Keeper,4
Lorry Driver,4
Low Carder,4
Low Spinner,4
Luggage Porter,4
Lunatic Keeper,4
M D,4
M Fisherman,4
M Tailor,4
M. Mariner,4
M.A,4
Machanits,4
Macheinest,4
Machine Attendant,4
Machine Boy Linen Factory,4
Machine Boy Spinning Mill,4
Machine Boys,4
Machine Labourer,4
Machine Maker,4
Machine Man in Engine Shop,4
Machine Man in Engine Works,4
Machine Man in Shipyard,4
Machine Room Mill,4
Machinery Oiler,4
Machinest Clothing Factory,4
Machinest Factory,4
Machinest Handkerchief,4
Machinest Shirt Trade,4
Machinest in Linen Wareroom,4
Machinist In Shirt Factory,4
Machinist Linen Warehouse,4
Machinist Seamstress,4
Machinist and Engineer,4
Machinist in Clothing Factory,4
Machniest,4
Made,4
"Magistrate, Land Owner",4
Maid D Servant,4
Maid of all Work,4
Mail Carrier,4
Mail Guard,4
Mail Van Driver,4
Malting Labourer,4
Manager Shirt Factory,4
Manager of Boot Shop,4
Manager of Fishery,4
Manager of Linen Weaving Factory,4
Manager of Shop,4
Manager of Timber Yard,4
Manageress Laundry,4
Managing Clerk in Solicitors Office,4
Managing Farm,4
Managing Solicitors Clerk,4
Mantel Maker,4
Manufacturer and Farmer,4
Manufactures Agent,4
Manufacturing Confectioner,4
Map Engraver,4
Marine Store,4
Marine Store Servant,4
Mariner Employed,4
Mariner Sailor,4
Mariner Unemployed,4
Market Gardeners Son,4
Marnier,4
Marriner,4
Mashine Boy,4
Mason Farmer,4
Mason and Slater,4
Massense,4
Master Bricklayer,4
Master Confectioner,4
Master Engineer,4
Master Hair Dresser,4
Master Harness Maker,4
Master Marinor,4
Master Marner,4
Master Stone Cutter,4
Master Sweep,4
Master Taylor,4
Master Tinsmith,4
Master Upholsterer,4
Master Workhouse,4
Matmaker,4
Matron of Hospital,4
Meadicant,4
Meal and Flour Merchant,4
Meat Butcher,4
Meat Salesman,4
Meat Stall Holder,4
Meccanos,4
Mechanic Boy Mill Worker,4
Mechanic Engineer,4
Mechanic Master,4
Mechanic Millwright,4
Mechanic in Works,4
Mechanical Draughtsman,4
Mechanical Engineers,4
Mechanical Engr,4
Mechanics Labourer,4
Mechanie,4
Medical Practitioner General,4
Medical Profession,4
Medicial Student,4
Mem of R Community,4
Member of Cork Stock Exchange,4
Member of R Comty,4
Mender Woollen Factory,4
Mendicants,4
Mercantile Clerk Shipping,4
Merchans Daughter,4
Merchant Assistant,4
Merchant Farmer,4
Merchant Provision,4
Merchant Servant,4
Merchant Tailors,4
Merchants Labourer,4
Mesengar,4
Messenger Boot Shop,4
Messenger in Drapers Shop,4
Messenger in Printing Office,4
Messenger in Provision Shop,4
Messenger to Grocer,4
Metal Caster,4
Metal Polisher,4
Meter Maker,4
Michanic,4
Mil Hand,4
Mile's Man,4
Miles Man on G S W R,4
Miles Man's Daughter,4
Milk Business,4
Milk Car Driver,4
Milk Factory Labourer,4
Milk Retailer,4
Milk Trade,4
Milk Van Driver,4
Mill Cleaner,4
Mill Cotton Weaver,4
Mill Fitter,4
Mill Hand Linen,4
Mill Hard,4
Mill Land,4
Mill Linen Weaver,4
Mill Overseer,4
Mill Realer,4
Mill Spinning Linen,4
Mill Woker,4
Mill Woorker,4
Mill Worke,4
Mill Worker Cotton Weaver,4
Mill Worker Flax Preparer,4
Mill Worker General,4
Mill Worker Half Time,4
Mill Worker Linen Spreaders,4
Mill Worker Spinners Doffer,4
Mill Worker Spinning,4
Mill Worker Yarn Reeler,4
Mill Workers Doffer,4
Mill wright,4
Millaner,4
Millar Corn,4
Miller Son,4
Miller and Grain Merchant,4
Millers Son,4
Milliner Shop Assistant,4
Milliners Assistant,4
Millinery Assistant,4
Millinery Buyer,4
Milling Engineer,4
Millright Unemployed,4
Mills Man on Railway,4
Millworkers,4
Millwright Apprentice,4
Millwright in Bleach and Dye Works,4
Miner Barytes,4
Mineral Borer,4
Mineral Manufacturer,4
Mineral Water Engineer,4
Mineral Water Traveller,4
Miners Wife,4
Minister Methodist,4
Minister of the Presbyterian Church in Ireland,4
Money Lender,4
Monitor N. S.,4
Monitor N.S,4
Monitor Natl School,4
Monitor in N. S.,4
Monitor in N.S,4
Monitress School,4
Monitress in N School,4
Monitress in Nat. School,4
Monitress in School,4
Monstress,4
Mother of Farmer,4
Moulder at Works,4
Music Mistress,4
Musical Student,4
N Occupation,4
N S Monitress,4
N Teacher and Farmer,4
N. S. Monitor,4
N. Sch. Teacher,4
N.S Monitress,4
Narrow Hemmer,4
Nat. School Teacher and Farmer,4
Nat.School Teacher,4
National Schl. Teacher,4
National School Pensioner,4
National Teacher B.A.,4
National Teacher Monitor,4
National Teacher Retired,4
National school Teacher,4
Natl School Teacher and Farmer,4
Natl Teacher and Farmer,4
Naval Pensioner and Farmer,4
Naval Pensioner and Publican,4
Naval Pentioner,4
Naval Reserveman,4
Naval Reservist,4
Navigation Labourer,4
Navvey,4
Navy Man,4
Navy Reserve,4
Navy on Railway,4
Net Knitter,4
Net Worker,4
Netter in Ropework,4
News Agent and Stationer,4
Nickel Plater,4
Night Man,4
Night Miller,4
Nightwatchman,4
Nil Income From Land,4
Nipper,4
Nl. Teacher,4
No Application,4
No Bussines,4
No Occupation Interest on Money,4
No Occupation None,4
No Occupation or Trade,4
No Occupatrion,4
No Occuppation,4
No Ocquepaion,4
No Profession Employed at Home,4
No Profession Income from Dividends,4
No Profession Trade and C,4
No Profession or College,4
No Profession or No Occupation,4
No Professon,4
No Proffesion or Occupation,4
No Trade or Employment,4
Non Scholar,4
None Adopted,4
None At Home,4
None Income from Dividends,4
None.,4
Not Army,4
Not Atten School,4
Not Attendig Sool,4
Not Attending S.,4
Not Attending school,4
Not Fit,4
Not Gone to School,4
Not Schollar,4
Not Stand,4
Not Yet Attending School,4
Not Yet Sent to School,4
Not at Business,4
Not at Scool,4
Not to Shcool Yet,4
Nowhere,4
Nurce,4
Nurse D. S,4
Nurse Dom,4
Nurse Dom Ser,4
Nurse Dom. Serv.,4
Nurse Domest Servant,4
Nurse Domestic Servent,4
Nurse Domestic Servnt,4
Nurse Girl,4
Nurse Housemaid,4
Nurse Midwifery,4
Nurse Royal Hospital,4
Nurse Sick,4
Nurse in Co Infirmary,4
Nurse in Hospital,4
Nurse: Domestic Servant,4
Nursery Governess Domestic Servant,4
Nurserymaid Domestic Servant,4
Nurseryman and Farmer,4
Nursey Maid,4
Nursing Sister A N S K General,4
Occupation,4
Oculist,4
Office Clarke,4
Oil Dealer,4
Oil and Color Merchant,4
Oiler Factory,4
Oiler in Flax Mill,4
Oiler in Spining Mill,4
Oiler of Machinery,4
Only a Child,4
Ordinary Sea Man,4
Ordinery Merchant Sailor,4
Ordnance Survey Clerk,4
Ordnance Survey Employed,4
Ordnance Surveyers,4
Ordnari Seamen,4
Ornamentar,4
Ornamenter Linen Trade,4
Ornamentor Linen,4
Out Dom Servant,4
Outdoor Worker,4
Over Looker,4
Overlooker in Mill,4
Oyster Dealer,4
Oyster Merchant,4
P Office Clerk,4
P Winder,4
P. P.,4
P.P,4
Packer Biscuits Factory,4
Packer in Factory,4
Packer in Spinning Mill,4
Packer of Explosives in Factory,4
Packer on Railway,4
Padder in Tweed Factory,4
Padlar,4
Painter General,4
Painter Labourer,4
Painter Wife,4
Painter unemployed,4
Painters,4
Painters Assistant,4
Palour Maid,4
Pantry Maid,4
Pantry Maid Domestic,4
Pantry Man,4
Paper Finisher in Paper Mill,4
Paper Manufacturer,4
Parceller,4
Parish Priest Roman Catholic Church,4
Parler Maid Domestic Servant,4
Parlor Maid Domestic Servt,4
"Parlor Maid, Domestic Servant",4
Parlour Maid D.S,4
Parlour Maid Dom. Servant,4
Parlour Maid Domestic Svt,4
Parlour Maid General Servant,4
Parlour maid Domestic,4
Parlourmaid Dom Servant,4
Parlourmaid Unemployed,4
Paster Factory,4
Patent Turner in Factory,4
Patent Turner in Linen Warehouse,4
Pavor,4
Pawn Assistant,4
Pawnbroker Assist,4
Pawnbroker and C,4
Pawnbroker and Jeweller,4
Pawnbroker's Ast,4
Peadlar,4
Pealor,4
Pedlar and Farmer,4
Pensinor,4
Pension,4
Pensioner D.M. Police,4
Pensioner Daughter,4
Pensioner From R. I. C,4
Pensioner National Teacher,4
Pensioner R.I C,4
Pensioner R.I. Consty,4
Pensioner R.I.Consty,4
Pensioner and Labourer,4
Pensioner from R. I. Constabulary,4
Permanent Wayman,4
Photograper,4
Photographist,4
Physican and Surgeon,4
Pianoist,4
Picture Frame Gilder,4
Pig and Cattle Dealer,4
Pilot Master,4
Pilot Sailor,4
Pipe Manufacturer,4
Pirn Winder Linen Factory,4
Pl Weaver,4
Plait Layer,4
Plasterr,4
Plasters Labourer,4
Plater Ship Yard,4
Platers Helper Labourer,4
Platers Labourer in Ship Yard,4
Plaughman,4
Ploughman Domestic,4
Plumber Employed,4
Plumber Helper,4
Plumbers,4
Plumbers Aprentice,4
Plumbers Asst,4
Plumers Apprentice,4
Plumner,4
Poast Boy,4
Point Lace Maker,4
Polic Pensioner,4
Police Const,4
Policeman R. I. C.,4
Policeman R.I.C,4
Poor Rate Collector and Farmer,4
Pork Cutler,4
Porter Bond Store,4
Porter Bottler,4
Porter Butchers,4
Porter Employed,4
Porter Warehouse,4
Porter in Grocers Shop,4
Porter in Linen Warehouse,4
Porter in Railway,4
Post Office Lineman,4
Post Office Mistress,4
Postal Telegraph Messenger,4
Poste Man,4
Postman Retired,4
Postman Town,4
Postmaster and Grocer,4
Postmaster and Shopkeeper,4
Postoffice Pensioner,4
Potatoe Merchant,4
Poultry Maid,4
Poultry Salesman,4
Poulty Merchant,4
Power Loom Cambric Weaver,4
Power Loom Damask Weaver,4
Power Loom Linnen Weaver,4
Power Loom Tenter Linen Factory,4
Powerloom Tenter,4
Powerloom Weaver Linen,4
Preparer in Factory,4
Preparing Master in Linen Factory,4
Preparing Master in Mill,4
Preparing Room Drawer,4
Presbyn Minister,4
Presentation Brothers Teacher,4
Preserve Maker,4
President,4
Press Labourer,4
Press Reader,4
Presser Clothing Factory,4
Presser in Clothing Factory,4
Pricer,4
Priest Professor of Theology,4
Principal,4
Principal Director,4
Principal School Teacher,4
Principal of College,4
Printe Compositor,4
Printer Letter Press,4
Printer Line Operator,4
Printer Linen,4
Printer Linotypist,4
Printer Machinest,4
Printer Overseer,4
Printer and Compositer,4
Printers,4
Printers Feeder,4
Printers Porter,4
Printing Office Messenger,4
Printing Trade,4
Printing Works,4
Prior School Teacher,4
Prison Service Pensioner,4
Private Banker,4
Private Connaught Ranger,4
Private Family,4
Private Hotel,4
Private House,4
Private Income From Railway Consols,4
Private Income Investments,4
Private Income from Land and Houses,4
Private Living,4
Private Person,4
Private School Teacher,4
Profession None,4
Professional nurse,4
Professor of Chemistry,4
Professor of Languages,4
Proof Reader,4
Property owner,4
Proprietor,4
Provin Assistant,4
Provision Commercial Traveller,4
Provision Merchant Assistant,4
Provision Merchant and C,4
Provision Merchant and Farmer,4
Provision Worker,4
Provisions Dealer,4
Prudential Insurance Agent,4
Pte 1st Yorkshire L.I.,4
Public House,4
Public House Barman,4
Public House Messenger,4
Public House and Shop Keeper,4
Public Official,4
Publican Grocer and Farmer,4
Publican and Accountant,4
Publican and Dealer,4
Publican and Farmer's Son,4
Publican and Farmers Daughter,4
Publican and Provision Dealer,4
Publican and Shoemaker,4
Publican's Apprentice,4
Publicans Shop Assistant,4
Publice Works,4
Publisher's Clerk,4
Pupil Scholar,4
Pupil Teacher Model School,4
Purveyor's Messenger,4
Quarry Labour,4
Quarry Man Labourer,4
Quarry Master,4
Quaryman,4
Quay Laberour,4
R A Pensioner,4
R I C Police Pensioner,4
R I C. Pensioner,4
R I. C Pensioner,4
R J C Pensioner,4
R. Catholic Clergyman,4
R. Catholic Curate,4
R. I. C Police Pensioner,4
R. I. C. Constable,4
R.C. Clergyman Curate,4
R.I C Pensioner,4
R.I. Constaby,4
R.I.C Constabulary Pensioner,4
R.I.C Pensioner's Son,4
R.N. Seaman,4
Railway Bar Attendant,4
Railway Brakesman,4
Railway Employed,4
Railway Employed Cleaner,4
Railway Firesman,4
Railway Foreman Porter,4
Railway Ganger's Wife,4
Railway Gaurd,4
Railway Guard Unemployed,4
Railway Hd Porter,4
Railway Labourer Milesman,4
Railway Lines Man,4
Railway Machinist,4
Railway Mason,4
Railway Millsman,4
Railway Official Clerk,4
Railway Storeman,4
Railyway Labourer,4
Reader,4
Receiving Instructions,4
Receiving Poor Rate Relief,4
Receiving School Instructions,4
Receving Instructions at Home,4
Recipient of Out Door Relief,4
Rector of Parish,4
Recurit R I C,4
Reelar in Flax Spinning Mill,4
Reeler Factory Worker,4
Reeler Thread,4
Reeler in L Mill,4
Reeler in Mill Flax,4
Reeler in the Mill,4
Reeler of Yarn in Mill,4
Registrar of Marriages,4
Registration Agent,4
Relgious Brother,4
Relief From Union,4
Reller in Linen Mill,4
Residing in House,4
Restaurant,4
Retail Draper,4
Retd Dom Servt,4
Retire Farmer,4
Retired Ag Labourer,4
Retired Agr Labourer,4
Retired American,4
Retired Artist,4
Retired Boatman,4
Retired Bootmaker,4
Retired Bread Server,4
Retired Captain,4
Retired Commercial Clerk,4
Retired D Servant,4
Retired Dairy Woman,4
Retired Domestic,4
Retired Farmer Gentleman,4
Retired Farmer and Grocer,4
Retired Flesher,4
Retired Flour Merchant,4
Retired General Labour,4
Retired Genl Labourer,4
Retired Groom,4
Retired Hotel Proprietor,4
Retired House Keeper Domestic,4
Retired House Painter,4
Retired Huntsman,4
Retired Insurance Agent,4
Retired Labourer Wife,4
Retired Labourer on Out Door Relief,4
Retired Landlady,4
Retired Mill Manager,4
Retired Missionary,4
Retired N.Teacher,4
Retired Police Constable,4
Retired Police Inspector,4
Retired Printer,4
Retired R.I.C,4
Retired Revenue Officer,4
Retired Sea Man,4
Retired Sergeant R.I.C,4
Retired Ship Owner,4
Retired Smith,4
Retired Telegraphist,4
Retired Trader,4
Retired Traveller,4
Retired Waver,4
Retired Wool Merchant,4
Retired Workhouse Master,4
Retired Yarn Winder,4
Retired from Drapery Business,4
Retired on Annuity,4
Retred Farmer,4
Revenue Officer,4
Rigger Ship Yard,4
Ritired Farmer,4
Riveter in Shipyard,4
Riviter in Ship Yard,4
Road Contractor's Son,4
Road Contrator,4
Road Ganger,4
Road Repairer,4
Road Worker,4
Roadmaker,4
Roller Boy in Flax Mill,4
Roman Catholic Clergyman Curate,4
Roofer,4
Rope Baller,4
Rope Winder,4
Rope Works Labourer,4
Rope maker,4
Roper,4
Rougher Mill Worker,4
Royal Artillery,4
Royal Engineers,4
Royal Irish Constabulary Pensioner,4
Royal Irsh Constabulary,4
Rubber Stamp Maker,4
Rular Post Man,4
Rural Post man,4
S Mason,4
S. Mason,4
S. on Survey,4
S.C. and Telegraphist,4
Sacking Merchant,4
Saddeler,4
Saddler and Grocer,4
Saholard,4
Sailor A. B.,4
Sailor Able Seaman,4
Sailor Cook,4
Sailor Master,4
Sailor Ordinary,4
Sails Woman,4
Saleman,4
Salesman Grocery,4
Saleswoman Draper,4
Saleswoman Sewing Machine,4
Sametress,4
Sample Cutter,4
Sarrler,4
Saundress,4
Saw Machinest,4
Saw Mill Engine Driver,4
Saw Mill Machinest,4
Saw Mills Labourer,4
Saw Sharpener,4
Saywer,4
Scaffold Builder,4
Scallars,4
Scallor,4
Scallors,4
Schaalar,4
Schholar,4
Schlarss,4
Schoalars,4
Schoalr,4
Schoar,4
Schol Girl,4
Scholan,4
Scholar Attending Scholar,4
Scholar Instruction at Home,4
Scholar Learning,4
Scholar Pension,4
Scholar Son Infant,4
Scholar Student,4
Scholar T.S,4
Scholar and Farmer's Son,4
Scholar and Farmers Daughter,4
Scholar and Labourer,4
Scholar and Teacher,4
Scholars Attending the Barrack School Inside Dundalk Caraby Barracks,4
Scholars None,4
Scholars at N S,4
Schollar's,4
Scholloar,4
Scholo,4
Scholr and Lacemaker,4
School Atender,4
School Atg,4
School B,4
School C,4
School Pensioner,4
School St Peters,4
School Teacher Assistant,4
School Teacher Retired,4
School Teatcher,4
Schooll Boy,4
Schooll Girl,4
Schoor,4
Schorlars,4
Schular,4
Sclolars,4
Scolar at School,4
Scolar's,4
Scolard,4
Scoloar,4
Scololar,4
Scoohl,4
Scoolars,4
Screwer in Spinning Mill,4
Scrivener and Typist,4
Scullerymaid Domestic Servant,4
Sea Going Engineer,4
Seafairing,4
Seam Mistress,4
Seaman Mate,4
Seamastress,4
Seamstear,4
Seamsteres,4
Seamstress Dress Maker,4
Seamstress Shirt,4
Seamstress Ware Room,4
Seamstress and Housekeeper,4
Seamstress in Factory,4
Seamstress in Linen Warehouse,4
Searvent,4
Second Division Clerk Civil Service,4
Secretary of Public Company,4
Seemsteress,4
Semstor,4
Semstriss,4
Semtress,4
Sergeant R.I.Consty,4
Sergeant Royal Irish Constabulary,4
Sergeant at Mace,4
Sergt R.I. Consty,4
Sergt R.I.C.,4
Sergt Royal Artillery,4
Sericulture Labourer,4
Servan,4
Servant Agricultural,4
Servant Barmaid,4
Servant Carter,4
Servant G,4
Servant General Servant,4
Servant Housemaid Domestic,4
Servant Indoor,4
Servant Parlourmaid,4
Servant in Creamery,4
Serving Mistress,4
Set Boy,4
Set Maker in Granite Quarry,4
Set Maker in Quarry,4
Setholars,4
Sevt. Domestic,4
Sewing Muslin,4
Sewing Underclothing,4
Sewing Woman,4
Sewing at Home,4
Sheep Herd,4
Sheperds Son,4
Shepherd Agricultural Labourer,4
Shepherd and Farm Servant,4
Shepherd's Assistant,4
Shepherds Mother,4
Shew Maker,4
Ship Carpenter Unemployed,4
Ship Cook,4
Ship Rite,4
Ship Rivitter,4
Ship Stoker,4
Ship Yard General Labourer,4
Ship's Captain,4
Ship's Cook,4
Shipcarpenter,4
Shipping Apprentice,4
Ships Apprentice,4
Ships Rigger,4
Ships Stewart,4
Shipwrights Apprentice,4
Shipyard Manager,4
Shirt Dresser,4
Shirt Factory Clerk,4
Shirt Maker Seamstress,4
Shirt Plaiter,4
Shirt Trade,4
Shirt Workroom,4
Shirt and Collar Manufacturer,4
Shirt and Collor Stichers,4
Shl Teacher,4
Sho Maker,4
Shoclars,4
Shoe Black,4
Shoe Maker's Son,4
Shoe Maker's Wife,4
Shoe Trade,4
Shoemaker's Widow,4
Shoemakers,4
Shool Boys,4
Shoolboy,4
Shooler,4
Shop Assistanc,4
Shop Assistant Bakery,4
Shop Assistant Bakery and Grocery,4
Shop Assistant Ironmongery,4
Shop Asst Drapery,4
Shop Ast,4
Shop Boy Drapery,4
Shop Drapers Assistant,4
Shop Gairl,4
Shop Girl Confectioner,4
Shop Girl Confectionery,4
Shop Girl Hardware,4
Shop Girl Stationery,4
Shop Grocer,4
Shop Grocery,4
Shop Holder,4
Shop Keeper Asst,4
Shop Keeper Dairy,4
Shop Keeper Dealer,4
Shop Keeper Delph,4
Shop Keeper Mill Store,4
Shop Keeper Tobaconist,4
Shop Keeper Vintner,4
Shop Keepers,4
Shop Keepr,4
Shop Man Boot Trade,4
Shop Man Drapery,4
Shop Porter Labourer,4
Shop Wright,4
Shopassistant Drapery,4
Shopkeeper Bakery,4
Shopkeeper Confectionery,4
Shopkeeper Publican and Grocer,4
Shopkeeper Spirits,4
Shopkeeper Tobacconist,4
Shopkeeper and Postmistress,4
Shopkeepers,4
Shopkeepers Assistant,4
Shopman Apprentice,4
Shopman Groceries,4
Shopman Grocery and Hardware,4
Shopman Hardware and Grocery,4
Shopman Provision and Spirit,4
Shopman Spirit Business,4
Shopman at Hardware,4
"Shopman, Grocery",4
Sick Berth Attd R H,4
Silk Buyer,4
Silk Dresser,4
Silk Warper,4
Silver Burnisher,4
Silver Engraver,4
Sipyard Labourer,4
Sister of Merey,4
Sister of Religious Community,4
Sister to Farmer,4
Sister's of Mercy Nursing the Poor,4
Skeiner,4
Skeiner in Mill,4
Skin Dresser,4
Slate Makers,4
Slater Master,4
Slater and Plasterer Unemployed,4
Slaters,4
Slaters Apprentice,4
Small Farm,4
Small Farmers Widow,4
Small Farmers Wife,4
Small Landholder,4
Small Shop,4
Smith Daughter,4
Smith Farrier,4
Smith Master,4
Smith Wife,4
Smith and Helper,4
Smith at Works,4
Smith in Foundry,4
Smiths Daughter,4
Smiths Helper at Works,4
Smiths helper,4
Smoother Shirt,4
Smoother Wareroom,4
So of Mercy,4
Soap Manufacturer Commercial Clerk,4
Soap Packer,4
Socholar,4
