occupationClaude,count
Draftsman Ordnance Survey,6
Dragman,6
Draper Pedlor,6
Draper Saleswoman,6
Draper and Stationer,6
Drapery Estab,6
Drapery Shop Keeper,6
Drawer In,6
Dreaper,6
Dreasmaker,6
Dress Maker Employed,6
Dresser in Factory,6
Dressmaker Domestic Servant,6
Driller in Iron Works,6
Drug Assistant,6
Druggists Porter,6
Dyer in Linen Factory,6
E on Farm,6
Egg Exporter,6
Electric Fitter,6
Electro Plater,6
Embrorderer,6
Employed Home,6
Employed at home,6
Employed in Wareroom,6
Empoyed on Farm,6
Engin Man,6
Engine Driver in Butter Factory,6
Engine Fitter Mechanic,6
Engine Fitter and Works,6
Engine Fitter at work,6
Engineer Student,6
Engineer at Factory,6
Engineering Draughtsman,6
Engineers,6
Enginere,6
Engneer,6
Estate Agents Clerk,6
Estate Manager,6
Ex Head Const R.I.C,6
Ex N. Teacher,6
Ex Schoolmaster,6
Ex. Nat. Teacher,6
Ex. National Teacher,6
Examiner Shirt Factory,6
F Mill Worker,6
F's Son,6
F's Wife,6
Factory Bobbin Winder,6
Factory Hand Weaver,6
Factory Man,6
Factory Porter,6
Factory Servant,6
Faith Mission Worker,6
Fancy Box Cutter,6
Faremer,6
Farm Agricultural Labourer,6
Farm Asistant,6
Farm Laber,6
Farm Laberor,6
Farm Labiour,6
Farm Labiourer,6
Farm Labourer and Fisherman,6
Farm Labourers Son,6
Farm Labouror,6
Farm Labr Domestic Svt,6
Farm Lauberer,6
Farm Leabourer,6
Farm Searvent,6
Farm Servant Boy,6
Farm Servnt,6
Farm Sister,6
Farm Working,6
Farm's Daughter,6
Farmar Son,6
Farme'r Son,6
Farmer Black Smith,6
Farmer Daghter,6
Farmer Doughter,6
Farmer Help,6
Farmer Mason,6
Farmer R D C,6
Farmer Road Contractor,6
Farmer Worker,6
Farmer and Agl Labourer,6
Farmer and B Smith,6
Farmer and Creamery Manager,6
Farmer and Farm Labourer,6
Farmer and J P,6
Farmer and Knitter,6
Farmer and Nurseryman,6
Farmer and Pen,6
Farmer and Pensioner R.I.C.,6
Farmer and R. I. C Pensioner,6
Farmer and R. I. C. Pensioner,6
Farmer and Spinner,6
Farmer and Spirit Dealer,6
Farmer and Sub Post Master,6
Farmer and Sub Postmaster,6
Farmer and Taylor,6
Farmer's Dauter,6
Farmer's Dr,6
Farmer's Herd,6
Farmer's Infant,6
Farmer's Stepson,6
"Farmer's, Daughter",6
Farmer'sdaughter,6
Farmer'son,6
Farmer'ss,6
Farmerest Daughter,6
Farmers Boy,6
Farmers Daughter House Keeper,6
Farmers Daur,6
Farmers Dtr,6
Farmers G. Daughter,6
Farmers Publican,6
Farmers Servent,6
Farmers Servt,6
Farmers Shop Keeper,6
Farmers Son Working on Farm,6
Farmers Son etc,6
Farmers Sons Wife,6
Farmers Step Sister,6
Farmers and Blacksmith,6
Farmers and Shop Keeper,6
Farmers. Son,6
Farmies Son,6
Farmning,6
Farmor's Son,6
Feather Plucker,6
Female Servant,6
Finisher in Clothing Factory,6
Fire Man in Linen Factory,6
Fireman in Distillery,6
Fireman in Linen Factory,6
Fireman on Steam Boat,6
Fireman on Steamship,6
Fish Seller,6
Fisherman Master,6
Fisherman and General Labourer,6
Fishery Inspector,6
Fishing Tackle Maker,6
Fishmerchant,6
Fitter Foundry,6
Fitter at Iron Works,6
Fitter in Ship Yard,6
Fitter in Shipyard,6
Flax Mill Labourer,6
Flax Reller in Mill,6
Flax Scutchers Son,6
Flax Seatcher,6
Flax Seutcher,6
Flax Spinner Linen,6
Flax Spinner Master,6
Flax Spinner Millworker,6
Floorlayer,6
Flour Mill Owner,6
Flour Mill Worker,6
Flower Maker,6
Folder Handkerchief,6
Folder in Linen Warehouse,6
Foreign Correspondent,6
Foreman Builder,6
Foreman Grocer,6
Foreman Hackler,6
Foreman Tenter,6
Formerly Labourer,6
Foundary Labourer,6
Foundry Mechanic,6
Fowl Dealor,6
Fr Wife,6
Frame Work Knitter,6
Franciscan,6
Franciscan Brother,6
From House Property,6
G. Labour,6
G. Servant Dom,6
Gamblers,6
Game Keeper Dmt Servant,6
Garden Man,6
Garden Work,6
Gardener Dom Ser,6
Gardener Domest Servant,6
Gardener Jobbing,6
Gardener Journeyman,6
Gardener Retired,6
Gardener Wife,6
Gardener and Farmer,6
Gardener's Assistant,6
Gardner D.S.,6
Gardners Daughter,6
Gas Man,6
Gate Keeper on Railway,6
Gate Man,6
Gel Servant Domestic,6
Gen Clerk,6
Gen Domestic Servt,6
Geneal Servant Domestic,6
Genel Servant Domestic,6
Gener Servant,6
Gener Servant Domestic,6
General Agent,6
General Commission Agent,6
General Domest Servant,6
General Domestic Servnt,6
General Farm Labour,6
General H Work,6
General House Works,6
General Labarour,6
General Labeour,6
General Labourer Farm,6
General Labourer Government Works,6
General Labourer Servant,6
General Labourer in Bleach Works,6
General Labourer in Dye Works,6
General Laubour,6
General Sert,6
General Servan,6
General Servant Domestic Servt,6
General Servt Domc,6
General Sevt,6
General Svd Domestic,6
General Work Domestic Servant,6
General Work Man,6
Generalservant,6
Generalservant Domestic,6
Genl,6
Genl Clerk,6
Genl Farm Servant,6
Genl Servt. Domestic,6
Genr Labourer,6
Gentlewomen,6
Geoing to School,6
Gerl. Labourer,6
Glass Beveller,6
Gn Labourer,6
Going to Chool,6
Goinging to School,6
Goldsmith,6
Gordener Domestic Servant,6
Gr Labourer,6
Green Grocer Dealer,6
Green grocer,6
Grocer Aprentice,6
Grocer Retired,6
Grocer and,6
Grocer and Confectioner,6
Grocer and Merchant,6
Grocer and Tobacconist,6
Grocer's Assistant Unemployed,6
Grocery Dealer,6
Groom Servant Domestic,6
Groom and Domestic Servant,6
Groser,6
Guard on Railway,6
Guay Labourer,6
Gunner R F A,6
Gymnastic Instructor,6
H Maid,6
H Nurse,6
H. M. Coast Guard,6
Hair Dresser Apprentice,6
Half Time Mill Worker,6
Hall Porter Domestic Servant,6
Hand Kerchief Ornamentor,6
Handkerchief Business,6
Hard,6
Hardware and Grocer,6
Harness Makers Daughter,6
Head Teacher,6
Heard Son,6
Heard's Son,6
Heards Son,6
Heater Boy in Ship Yard,6
Heckle Setter,6
Helper Domestic Servant,6
Hemstich Veiner,6
Hemsticther,6
Hemstitchers,6
Herd Cattle,6
Hoisery Knitter,6
Holder,6
Holder Up Shipyard,6
Holder Up in Ship Yard,6
Home Duty,6
Homekeeper,6
Horse Clipper,6
Horse Groom,6
Horse Show,6
Horse Trainer Domestic Servant,6
Hosiery Mounter,6
Hosiery Weaver,6
Hospital Nurse Probation,6
Hotel House Keeper,6
Hotel Porter Domestic Servant,6
Hotel Propriter,6
House Agents Clerk,6
House Dutes,6
House Hold Domestic,6
House Kaper,6
House Keeper and Domestic,6
House Keeper and c,6
House Keeper for Family,6
House Keping,6
House Maid Domestic Servt.,6
House Maid. Domestic Servant,6
House Parlour Maid Domestic,6
House Parlourmaid Domestic,6
House Property None,6
House Stewart,6
House Weaver,6
House and Estate Agent,6
House and Parlor Maid,6
House and Parlor Maid Domestic Servant,6
House owner,6
Housekeeper Daughter,6
Housekeeper Servant Domestic,6
"Housekeeper, Domestic Servt",6
Housekeepper,6
Housemaker,6
Houses and Interest,6
I. P. Farmer,6
Idler,6
In Shirt Factory,6
In Warehouse,6
Income Derived from Land and House Property,6
Income Derived from Landed Property,6
Income From Husband,6
Income Property,6
Income from Houses and C,6
Income from Land and House Property,6
Incorporated Accountant,6
Indoor Servant Domestic,6
Industrial Teacher,6
Infantry Army Pensioner,6
Inmates of the Shelter of the National Society For the Prevention of Cruslly to Children,6
Inn Keeper,6
Insurance agent,6
Insurance and Commission Agent,6
Interest from Money,6
Iron Fitter in Works,6
Iron Ore Miners,6
Iron Smith,6
Iron Turner Apprentice,6
Ironfounder,6
Ironmonger Shop Assistants,6
Itinerant Pedle,6
Itinerant Traveller,6
J P Farmer,6
Jam Boiler,6
Jam Factory,6
Jam Tier,6
Jewel Case Maker,6
Journeman Tailor,6
Journey Man Carpenter,6
Journeyman Gardener,6
Jute Breaker,6
K Maid Domestic Servant,6
Keeper House,6
Kings Scholar,6
Kitchen Maid Domestic S,6
Kitchen Maid Domestic Ser,6
Kitchen maid Domestic Servant,6
Knitter of Stockings,6
L,6
L Son,6
Lablourer,6
Labouer Gen,6
Labour Agl,6
Labour Bricklayer,6
Labour Ship Yard,6
Laboure's Wife,6
Labourer Agrcl,6
Labourer Agt,6
Labourer Biscuit Factory,6
Labourer Carrier,6
Labourer Fisherman,6
Labourer Gnrl,6
Labourer Man,6
Labourer Mineral Water Factory,6
Labourer Ordnance Survey,6
Labourer Porter,6
Labourer Saw Mills,6
Labourer at Brick Factory,6
Labourer in Brass Foundry,6
Labourer in Distellery,6
Labourer in Dye Work,6
Labourer in Flax Mills,6
Labourer in Gas House,6
Labourer in Gas Work,6
Labourer in Mineral Water Works,6
Labourer in Oil Works,6
Labourer in Print Works,6
Labourer in Quary,6
Labourer in Stone Quarry,6
Labourer in Tan Yard,6
Labourer in Woolen Factory,6
Labourer in Woollen Mill,6
Labourer on City Council,6
Labourers Agricultural,6
Labouring Farmer,6
Labror General,6
Labrs Child,6
Laburer General,6
Ladie's Maid Domestic Servant,6
Ladys Tailor,6
Land Agent I P,6
Land Agent J.P.,6
Land Agent and C,6
Land Steward Domestic Servant,6
Land Steward and Gardener,6
Land Valuer,6
Land and House Agent,6
Landery Worker,6
Landry,6
Landscape Gardener,6
Lard Refiner,6
Laundress D S,6
Laundress Domestic Sevt,6
Laundress in Factory,6
Laundry Foreman,6
Laundry Machinest,6
Laundry Maid Asylum,6
Laundry Matron,6
Laundry Packer,6
Laundry Smother,6
Laundry Starcher,6
Lay Missionary,6
Layer in Spinning Mill,6
Leaburer,6
Lead Glazier,6
Leading Stoker,6
Learning,6
Legal Accountant,6
Letter Sorter,6
Licened Publican,6
Licensed H Car Driver,6
Licensed Publican and Farmer,6
Linen,6
Linen Capper,6
Linen Crisper,6
Linen Doffer in Mill,6
Linen Embroider,6
Linen Factory,6
Linen Finishing,6
Linen Hand Loom Weaver,6
Linen Hkf Weaver,6
Linen Hkfs Weaver,6
Linen Sorter,6
Linen Thread Worker,6
Linen Warehouse Apprentice,6
Linen Warehouse Manager,6
Linen Warper in Factory,6
Linen Winder Mill Worker,6
Linen Yarn Doffer,6
Linne Weaver,6
Linon Weaver,6
Living by Annuity,6
Living on Income from House Property,6
Living on Intrest of Money,6
Living on his Money,6
Living with Mother,6
Loan Fund Clerk,6
Lodg House Keeper,6
Lunatic Attendant,6
M School,6
Machine Boy Millworker,6
Machine Boy in Rope Works,6
Machinest at Works,6
Machinest in Ware Room,6
Machinic,6
Machinist in Warehouse,6
"Magistrate, Farmer",6
Male Nurse,6
Man,6
Manager Grocery,6
Manageress Hotel,6
Manageress Restaurant,6
Manageress of Cafe,6
Manageress of Hotel,6
Managers,6
Manages Farm,6
Managress,6
Manufacturer of Linen,6
Manufacturing Chemist,6
Master Black Smith,6
Master Carpenter and Farmer,6
Master Grocer,6
Master Joiner,6
Master of Vessel,6
Mechanic in Iron Foundry,6
Mechanical Engineer Master,6
Med Student,6
Medical General Practitioner,6
Member of Religions Cour Srs of Mercy,6
Merchant Son,6
Mesanger,6
Message Boy in Factory,6
Message boy,6
Messenger in Public House,6
Messenger in Rope Works,6
Miles Man Railway,6
Military Officer,6
Militia Man's Wife,6
Milk Factory Servant,6
Milk Purveyor,6
Milkmaid Domestic Servant,6
Mill Doffer Linen,6
Mill Drawer,6
Mill Employee,6
Mill Flax Worker,6
Mill Machine Boy,6
Mill Overlooker,6
Mill Right,6
Mill Worker Reeler of Yarn,6
Mill Worker Unemployed,6
Mill Worker in Linen Factory,6
Millenar,6
Miller and Merchant,6
Milliner and Shop Assistant,6
Millinor,6
Milloner,6
Mineral Water Van Man,6
Mineral Water Worker,6
Misstress,6
Misteress,6
Money Derved from Land Property,6
Monitor N S,6
Monitor at School,6
Monitor in N S,6
Monitress N. S.,6
Moulder Iron Works,6
Moulder in Iron Works,6
Music,6
Musician Piper,6
Musicianer,6
N.S. Monitress,6
Naavy,6
Nat Teacher Pensioner,6
Nat at School,6
National School Teacher Principal,6
National School Teacher Unemployed,6
National Schoolmaster,6
National Shool Teacher,6
National Teacher R.C. Nun,6
Natl S Teacher,6
Natl S. Teacher,6
Natl Schl Teacher,6
Natl. S. Teacher,6
Natl. Sch. Teacher,6
Natl. Schl. Teacher,6
Navy Reserve Man,6
Netting,6
Newspaper Seller,6
Newsvender,6
No Occupation Attending School,6
No Particular Calling,6
No Profession and C,6
No Special Occupation,6
No Trade or Occupation,6
None Annuity,6
None House Keeper,6
Not Atending School,6
Not Occupation,6
Not Selected,6
Not Work,6
Not to School Yet,6
Nurse Children,6
Nurse Childrens,6
Nurse D.S.,6
Nurse Domestic Servants,6
Nurse Medical,6
Nurse Mid Wife,6
Nurse Professional,6
Nurse in Fever Hospital,6
Nursery,6
Nursing the Sick,6
O,6
Occupation Labourer,6
Of the Labouring Class,6
Office Caretaker,6
Out Fitter,6
Out of Work,6
Outfitters Assistant,6
Overlooker in Flax Mill,6
Overlooker in Linen Factory,6
Owner House Property,6
Owner of House,6
P Office Assistant,6
P. O. Clerk,6
P. Office Assistant,6
Painter and Paperhanger,6
Paper Buy Makers,6
Paper Factory Girl,6
Paper Mill Work,6
Paper Reeler,6
Parcel Clerk,6
Parish Prist,6
Parker,6
Parlormaid Domestic,6
Parlour Maid D. Servant,6
Parlour Maid D.S.,6
"Parlour Maid, Domestic",6
"Parlourmaid, Domestic Servant",6
Parter,6
Pasty Baker,6
Pavour,6
Pawnbroker's Apprentice,6
Pawnbroker's Clerk,6
Pealar,6
Peer,6
Peer's Daughter,6
Pensioner R. I. Constabulary,6
Pensioner R. N.,6
Pensioner R.I.C. and Farmer,6
Pensioner from R I Constabulary,6
Pensioner of R. I. C,6
Ph Chemist,6
Pharmaceutical Apprentice,6
Pharmaceutical Chemists,6
Photographic Retoucher,6
Physician and Surgeon Edinburgh,6
Pianoforte Maker,6
Piecer,6
Pinafore Cutter,6
Pipemaker,6
Pirn Winder in Linen Factory,6
Plasterer Apprentice,6
Platers Boy,6
Platers Helper in Shipyard,6
Plumber Labourer,6
Plumber Working,6
Plumber and Fitter,6
Police Pensioner R.I.C,6
Police Pensioner R.I.C.,6
Police R. I. C,6
Poor Man,6
Porkcutter,6
Porter Domestic,6
Porter Van Driver,6
Porterer,6
Porters Wife,6
Portor,6
Post Boy Rural,6
Post Officer Assistant,6
Postoffice Asst,6
Poutterer,6
Power Loom Tenter in Linen Factory,6
Power Loom Turner,6
Practical Engineer,6
Practical Tailor,6
Preparer in Flax Spinning Mill,6
Preparing Room Worker,6
Printer Unemployed,6
Printer and Publisher,6
Printing,6
Prison Warden,6
Private York and Lancaster,6
Privet,6
Produce Broker,6
Profationer Nurse,6
Professional Tramp,6
Professor of French,6
Provision Labourer,6
Prudential Agent,6
Pte Soldier,6
Publican Shopkeeper and Farmer,6
Publican and General Grocer,6
Publican and Grocers Assistant,6
Publicans,6
Publicans Apprentice,6
Puddler,6
Purveyors Messenger,6
Qauy Labourer,6
Qualified Nurse,6
Quarry Foreman,6
Quay Laboure,6
Queens Nurse,6
R Farmer,6
R Post Man,6
R.I.C Constable,6
R.I.C. Constables Wife,6
R.N. Pensioner,6
Raggatherer,6
Ragman,6
Railway Examiner,6
Railway Gatesman,6
Railway Goods Clerk,6
Railway Porter Servant,6
Railway Poter,6
Railway Shares,6
Ralway Porter,6
Realer in Factory,6
Realer in Mill,6
Reeler Linen Mill Worker,6
Reeler Unemployed,6
Reeler in Flax Spg Mill,6
Reeler in Spinng Mill,6
Reeler of Flax,6
Regular Instructions,6
Relegious Teacher,6
Religions of St Louis,6
Restaurant Manager,6
Ret Farmer,6
Retd Farmers Wife,6
Retired Civil Service,6
Retired Clothier,6
Retired Cotton Weaver,6
Retired Customs Officer,6
Retired Excise Officer,6
Retired Farmer Daughter,6
Retired Fireman,6
Retired Fish Dealer,6
Retired Master Tailor,6
Retired Mill Worker,6
Retired Nurse Domestic,6
Retired Postmaster,6
Retired Provision Dealer,6
Retired Railway Labourer,6
Retired Railway Servant,6
Retired Schoolmistress,6
Retired Shoe Maker,6
Retired Timber Merchant,6
Retried Farmer,6
Revit Boy,6
Rigger in Ship Yard,6
Rivet Boy Ship Yard,6
Rivet Catcher,6
Riveter in Ship Yard,6
Rivetters Holder Up,6
Rivetters Labourer in Ship Yard,6
Rly Guard,6
Road Contractors,6
Roome Keeper,6
Rover Flax Mill,6
S C and T Post Office,6
Sailor A. B,6
Sailor Retired,6
Sailors Son,6
Sales Woman Drapery,6
Sales Women,6
Salmon Fisher,6
Salter in Bacon Factory,6
Samsteress,6
Sawmill Labourer,6
Sawyer Unemployed,6
Schallor,6
Schalors,6
Schlars,6
Scholad,6
Scholar Attending at School,6
Scholar School Girl,6
Scholar Unemployed,6
Scholar's Son,6
Scholar.,6
Scholars at School,6
Scholaur,6
Scholla,6
Schollear,6
Schoogirl,6
School Attendance,6
School Attender,6
School Girle,6
School Scholars,6
School Teacher and Farmer,6
Schoole Boy,6
Schooller,6
Schor,6
Scochlar,6
Scohaler,6
Scollar at School,6
Scoular,6
Scouler,6
Sea Fearing,6
Sea Traveller,6
Sea man,6
Seafaring Man,6
Seaman's Wife,6
Seamesteress,6
Seametress,6
Seamstress Under Clothing,6
Seavenger,6
Second Engineer,6
Seimster,6
Semerster,6
Semister,6
Serant Domestic,6
Sergeant R I Consty,6
Sergeant R. I. Constabulary,6
Sergt D M Police,6
Sergt. R.I.C,6
Sergts Wife,6
Serivener,6
Servant Empd,6
Servant Gen Domestic,6
Servant Messenger,6
Servant and Labourer,6
Servant at Home,6
Servant in a Meat Store,6
Servant on the Farm,6
Servent Boy,6
Servt Farm,6
Set Boy in Mill,6
Severant,6
Sewer of Muslin,6
Sewing and Knitting,6
Shcollar,6
Shcool,6
Sheeter in Paper Mill,6
Shephards Son,6
Shepherd and Caretaker,6
Shepherds Assistant,6
Shepherds Sister,6
Sheriff's Bailiff,6
Ship Engineer,6
Ship Master,6
Ship Yard Driller,6
Shipbuilders Clerk,6
Shipowner,6
Shipr Fireman,6
Ships Stoker,6
Shipyard Laborer,6
Shirt Collar Maker,6
Shirt Cutter in Factory,6
Shirt Smother,6
Shoe Maker Apprentice,6
ShoeMaker,6
Shoemaker Journeyman,6
Shoemaker and Grocer,6
Shop Accountant,6
Shop Assist Grocer,6
Shop Assistant Publican,6
Shop Assistat,6
Shop Attendent,6
Shop Boy Grocer,6
Shop Girl Draper,6
Shop Keeper and C,6
"Shop Keeper, Grocer",6
Shop Keepers Assistant,6
Shop Kepper,6
Shop Woman Drapery,6
Shop and Farm,6
Shop girl,6
Shopkeeper's Assistant,6
Shopman Unemployed,6
Shopwright,6
Short Hand Writer,6
Shorthand writer and Typist,6
Sieve Maker,6
Sign Writer,6
Sister of the Holy Faith,6
Sisters of Mercy Acting as Teachers,6
Skin Merchant,6
Skolar,6
Slate Quarry Man,6
Slatter,6
Small Annuity,6
Small Farmer and Fisherman,6
Smith's Apprentice,6
Smoother Warehouse,6
Smyth Helper,6
Soap Factory Labourer,6
Solders Wife,6
Soldier School Boy,6
Solicitor Retired,6
Solicitors Wife,6
Solicitors apprentice,6
Solrs Apprentice,6
Solrs General Clerk,6
Solrs Managing Clerk,6
Son at School,6
Son of Above,6
Spade and Shovel Maker,6
Spinner Flox,6
Spinner in Linen,6
Spinner in Linnen Factory,6
Spinner in Mill Worker,6
Spinster None,6
Spirit Merchant and Grocer,6
Spirit and Provision Merchant,6
Spreader Flax Mill,6
Spreader Mill Worker,6
Sr of Faith Teacher,6
Stable Groom Domestic Servant,6
Stable Labourer,6
Stamper in Factory,6
Stationary Engine Man,6
Stationers Apprentice,6
Stationers Messenger,6
Stationery Book Folder,6
Steed Groom,6
Step Son,6
Steredore,6
Steward Domestic,6
Steward of Club,6
Stewards Son,6
Still Room Maid,6
Still Room Maid Domestic Servant,6
Stitcher in Linen Warehouse,6
Stocker,6
Stoker Unemployed,6
Stoker in Factory,6
Ston Mason,6
Stone,6
Stone Clerk,6
Stone Cutter Master,6
Stone Labourer,6
Stone Meason,6
Stone mason,6
Straw Bonnet Maker,6
Student Music,6
Student R U I,6
Student Undergraduate R.U.I,6
Student of Philosophy,6
Sub Postmaster and Farmer,6
Surface Man on Roads,6
Surfaceman on Road,6
Surveyor Army Ordinance,6
Surveyor Assit,6
Surveyor Ordnance Survey,6
Tailor Foreman,6
Tailor Operative,6
Tailor Retired,6
Tailor's Machinist,6
Tailoress Unemployed,6
Tailors Widow,6
Tailour,6
Taloress,6
Tassel Maker,6
Tea Commercial Traveller,6
Tea Taster,6
Tea agent,6
Tea and Wine Agent,6
Teacher B A R U I,6
Teacher Chrn Bro,6
Teacher Modern Language,6
Teacher N. Board,6
Teacher of Dressmaker,6
Teacher of French,6
Teacher of N.S.,6
Teacher of music,6
Teaching Nun,6
Telegraph Operator,6
Telegraph Wireman,6
Telegrapher,6
Ten Smith,6
Tenant,6
Tenter in Mill,6
Textile Designer,6
Thread Dyer,6
Tie Maker,6
Timber Measurer,6
Timber Sawyer,6
Timber Yard Labourer,6
Tin and Copper Smith,6
Tinsmith Master,6
Tobacco Coverer,6
Tobacco Dealer,6
Tobacco Merchant,6
Tobacconist asst,6
Tobacconists Assistant,6
Tobacconists Clerk,6
Tonsorial Artist,6
Tool Maker,6
Trace Boy,6
Trademan,6
Tramway Manager,6
Tramway Motorman,6
Travelling Draper,6
Tread Drawer,6
Turf Trader,6
Twins,6
Under Gardener Domestic Servant,6
Under Sheriff,6
Undergraduate Oxford,6
Unemployed at Home,6
Union Relief,6
Van Man Driver,6
Varnisher,6
Vestment Maker,6
Vetinary Surgeon,6
Vice Folding,6
Vicefolder,6
Victualler's Assistant,6
Victualleress,6
Vintner and Grocer,6
Waiter Domestic Servt,6
Wardsmaid in Workhouse,6
Ware House Stitcher,6
Ware Room Girl,6
Wareroom Folder,6
Waste Merchant,6
Watchmaker Jobber,6
Watchmaker and C,6
Waterworks Labourer,6
Weaver Linen Unemployed,6
Weaver Linen and Cotton,6
"Weaver, Cambric",6
"Weaver, Damask",6
Weavers Wife,6
Well Sinker,6
Wholesale Stationer,6
Widow Lady,6
Widow of Lab,6
Widow of Labr,6
Wife and Housekeeper,6
Wife at Home,6
Wife of Agricultural Labourer,6
Wife of a General Laborer,6
Wife to Farmer,6
Winder Mill Worker,6
Winder Unemployed,6
Winder in Flax Mill,6
Winder in Weaving Factory,6
Winder in Woolen Factory,6
Winders,6
Wire Man,6
Wood Cutting Machinist,6
Wool Buyer,6
Wool Manufacturer,6
Wool Twister,6
Wool Winder in Factory,6
Wool and Linen Weaver,6
Woollen Factory Manager,6
Work Factory,6
Work House Master,6
Worker in Laundry,6
Working Bricklayer,6
Working Butcher,6
Working Clerk,6
Working Labourer,6
Working in Woollen M,6
Yarn Drawer in Factory,6
Yarn Dresser in Linen Factory,6
Yarn Storeman,6
Yearly Income,6
accountant,6
attending school,6
house keeper,6
no occupation,6
scholar,6
1st Class Clerk G P O,5
2nd Chief Stewart,5
3rd Mate,5
? Agent,5
? Teacher,5
A,5
A Farmer Daughter,5
A Farmers Servant,5
A Herd,5
A Home,5
A Sister of Charity,5
A Spinner,5
A. B,5
Accoutant,5
Act Sergt R.I.C,5
Act. Sergt. R.I.C,5
Administrator,5
Ag Labourers Wife,5
Ag'l Labourer,5
Agl Labourers Wife,5
Agl. Laborour,5
Agr Labourer's Son,5
Agr. Labourers,5
Agrcul Labourer,5
Agricl Labourer Daughter,5
Agricl.Laborer,5
Agrictl Labourer,5
Agriculter Labour,5
Agricultl Labr,5
Agricultrial Labourer,5
Agricultuarl Labourer,5
Agricultural General Servant,5
Agricultural L Shepherd,5
Agricultural Labarer,5
Agricultural Laber,5
Agricultural Laboror,5
Agricultural Laborur,5
Agricultural Labourer Caretaker,5
Agricultural Labourer and Shepherd,5
Agricultural Labourer's Widow,5
Agricultural Laboures,5
Agricultural Labouring Man,5
Agricultural Leabourer,5
Agricultural Lobourer,5
"Agricultural, Labourer",5
Agriculture Laborer,5
Agriculturer Labour,5
Agriculurlar Labourer,5
Agricuture Labourer,5
Agril Labour,5
Agrilculter Labour,5
Agrl Labourers Son,5
All Schollars,5
Allowance from Son,5
An Agricultural Labourer,5
Analyst,5
Angle Iron Smith,5
Annuitist,5
Annuity and Interest,5
Annuty,5
Apothecary's Apprentice,5
App Engineer,5
Apperentice,5
Apprentic Carpenter,5
Apprentic Tailor,5
Apprentice B Smith,5
Apprentice Bookbinder,5
Apprentice Boot Maker,5
Apprentice Brass Finishing,5
Apprentice Brick Layer,5
Apprentice Cabinet Making,5
Apprentice Cabinetmaker,5
Apprentice Dress Making,5
Apprentice Electrical Engineer,5
Apprentice Grocers,5
Apprentice Jeweller,5
Apprentice Lithographer,5
Apprentice Millwright,5
Apprentice Pawn Broker,5
Apprentice Plaster,5
Apprentice Plumbing,5
Apprentice Sailor,5
Apprentice Scholar,5
Apprentice Solicitor,5
Apprentice Tailoress,5
Apprentice Timber Trade,5
Apprentice to B Smith,5
Apprentice to Coach Building,5
Apprentice to Engineer,5
